year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,741,535105,9833,0.0,0.0,518.6999999999999,74.10000000000001,74.10000000000001,74.10000000000001,9833,3244.8900000000003,4916.5,7374.75
2012,2112,542549,9833,0.0,0.0,1478.3999999999999,211.20000000000002,211.20000000000002,211.20000000000002,9833,3244.8900000000003,4916.5,7374.75
2013,4260,550097,9833,0.0,0.0,2982.0,426.0,426.0,426.0,9833,3244.8900000000003,4916.5,7374.75
2014,6485,557750,9833,0.0,0.0,4539.5,648.5,648.5,648.5,9833,3244.8900000000003,4916.5,7374.75
2015,6822,565509,9833,15603.57,0.0,4775.4,682.2,682.2,682.2,9833,3244.8900000000003,4916.5,7374.75
2016,8002,573376,9833,11258.79,0.0,5601.4,800.2,800.2,800.2,9833,3244.8900000000003,4916.5,7374.75
2017,10500,581353,9833,6914.0,29.9,7349.999999999999,1050.0,1050.0,1050.0,9833,3244.8900000000003,4916.5,7374.75
2018,16990,589440,9833,5377.16,31.0,11893.0,1699.0,1699.0,1699.0,9833,3244.8900000000003,4916.5,7374.75
2019,17358,597640,9833,3840.32,32.1,12150.599999999999,1735.8000000000002,1735.8000000000002,1735.8000000000002,9833,3244.8900000000003,4916.5,7374.75
2020,22926,605532,9833,2741.24,33.4,16048.199999999999,2292.6,2292.6,2292.6,9833,3244.8900000000003,4916.5,7374.75
2021,28493,614336,9833,1642.17,34.7,19945.1,2849.3,2849.3,2849.3,9833,3244.8900000000003,4916.5,7374.75
2022,34061,624969,9833,821.08,36.6,23842.699999999997,3406.1000000000004,3406.1000000000004,3406.1000000000004,9833,3244.8900000000003,4916.5,7374.75
2023,39956,633776,9833,0.0,37.5,27969.199999999997,3995.6000000000004,3995.6000000000004,3995.6000000000004,9833,3244.8900000000003,4916.5,7374.75
2024,44869,643492,9833,0.0,39.6,31408.3,4486.900000000001,4486.900000000001,4486.900000000001,9833,3244.8900000000003,4916.5,7374.75
2025,49781,652905,9833,0.0,39.6,34846.7,4978.1,4978.1,4978.1,9833,3244.8900000000003,4916.5,7374.75
2026,53712,661103,9833,0.0,39.5,37598.399999999994,5371.200000000001,5371.200000000001,5371.200000000001,9833,3244.8900000000003,4916.5,7374.75
2027,57314,670819,9833,0.0,39.4,40119.799999999996,5731.400000000001,5731.400000000001,5731.400000000001,9833,3244.8900000000003,4916.5,7374.75
2028,61244,679928,9833,0.0,39.3,42870.799999999996,6124.400000000001,6124.400000000001,6124.400000000001,9833,3244.8900000000003,4916.5,7374.75
2029,65502,689041,9833,0.0,39.2,45851.399999999994,6550.200000000001,6550.200000000001,6550.200000000001,9833,3244.8900000000003,4916.5,7374.75
2030,69759,695718,9833,0.0,39.1,48831.299999999996,6975.900000000001,6975.900000000001,6975.900000000001,9833,3244.8900000000003,4916.5,7374.75
2031,76126,705397,9833,0.0,39.0,53288.2,7612.6,7612.6,7612.6,9833,3244.8900000000003,4916.5,7374.75
2032,80851,715210,9833,0.0,39.0,56595.7,8085.1,8085.1,8085.1,9833,3244.8900000000003,4916.5,7374.75
2033,85576,725160,9833,0.0,38.9,59903.2,8557.6,8557.6,8557.6,9833,3244.8900000000003,4916.5,7374.75
2034,90301,735248,9833,0.0,38.8,63210.7,9030.1,9030.1,9030.1,9833,3244.8900000000003,4916.5,7374.75
2035,95025,745476,9833,0.0,38.7,66517.5,9502.5,9502.5,9502.5,9833,3244.8900000000003,4916.5,7374.75
2036,99750,755847,9833,0.0,38.6,69825.0,9975.0,9975.0,9975.0,9833,3244.8900000000003,4916.5,7374.75
2037,104475,766362,9833,0.0,38.6,73132.5,10447.5,10447.5,10447.5,9833,3244.8900000000003,4916.5,7374.75
2038,109200,777024,9833,0.0,38.5,76440.0,10920.0,10920.0,10920.0,9833,3244.8900000000003,4916.5,7374.75
2039,113925,787833,9833,0.0,38.4,79747.5,11392.5,11392.5,11392.5,9833,3244.8900000000003,4916.5,7374.75
2040,118650,798793,9833,0.0,0.0,83055.0,11865.0,11865.0,11865.0,9833,3244.8900000000003,4916.5,7374.75
