year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,1108,799805,9833,0.0,0.0,775.5999999999999,110.80000000000001,110.80000000000001,110.80000000000001,9833,3244.8900000000003,4916.5,7374.75
2012,3156,810931,9833,0.0,0.0,2209.2,315.6,315.6,315.6,9833,3244.8900000000003,4916.5,7374.75
2013,6367,822213,9833,0.0,0.0,4456.9,636.7,636.7,636.7,9833,3244.8900000000003,4916.5,7374.75
2014,9693,833651,9833,0.0,0.0,6785.099999999999,969.3000000000001,969.3000000000001,969.3000000000001,9833,3244.8900000000003,4916.5,7374.75
2015,10197,845249,9833,0.0,0.0,7137.9,1019.7,1019.7,1019.7,9833,3244.8900000000003,4916.5,7374.75
2016,11961,857007,9833,15603.57,0.0,8372.699999999999,1196.1000000000001,1196.1000000000001,1196.1000000000001,9833,3244.8900000000003,4916.5,7374.75
2017,15693,868930,9833,11258.79,0.0,10985.099999999999,1569.3000000000002,1569.3000000000002,1569.3000000000002,9833,3244.8900000000003,4916.5,7374.75
2018,25395,881018,9833,6914.0,29.9,17776.5,2539.5,2539.5,2539.5,9833,3244.8900000000003,4916.5,7374.75
2019,25944,893274,9833,5377.16,31.0,18160.8,2594.4,2594.4,2594.4,9833,3244.8900000000003,4916.5,7374.75
2020,34266,905070,9833,3840.32,32.1,23986.199999999997,3426.6000000000004,3426.6000000000004,3426.6000000000004,9833,3244.8900000000003,4916.5,7374.75
2021,42588,918229,9833,2741.24,33.4,29811.6,4258.8,4258.8,4258.8,9833,3244.8900000000003,4916.5,7374.75
2022,50910,934122,9833,1642.17,34.7,35637.0,5091.0,5091.0,5091.0,9833,3244.8900000000003,4916.5,7374.75
2023,59721,947285,9833,821.08,36.6,41804.7,5972.1,5972.1,5972.1,9833,3244.8900000000003,4916.5,7374.75
2024,67064,961807,9833,0.0,37.5,46944.799999999996,6706.400000000001,6706.400000000001,6706.400000000001,9833,3244.8900000000003,4916.5,7374.75
2025,74407,975876,9833,0.0,39.6,52084.899999999994,7440.700000000001,7440.700000000001,7440.700000000001,9833,3244.8900000000003,4916.5,7374.75
2026,80281,988130,9833,0.0,39.6,56196.7,8028.1,8028.1,8028.1,9833,3244.8900000000003,4916.5,7374.75
2027,85666,1002652,9833,0.0,39.5,59966.2,8566.6,8566.6,8566.6,9833,3244.8900000000003,4916.5,7374.75
2028,91540,1016267,9833,0.0,39.4,64077.99999999999,9154.0,9154.0,9154.0,9833,3244.8900000000003,4916.5,7374.75
2029,97904,1029889,9833,0.0,39.3,68532.8,9790.4,9790.4,9790.4,9833,3244.8900000000003,4916.5,7374.75
2030,104267,1039868,9833,0.0,39.2,72986.9,10426.7,10426.7,10426.7,9833,3244.8900000000003,4916.5,7374.75
2031,113783,1054335,9833,0.0,39.1,79648.09999999999,11378.300000000001,11378.300000000001,11378.300000000001,9833,3244.8900000000003,4916.5,7374.75
2032,120845,1069002,9833,0.0,39.0,84591.5,12084.5,12084.5,12084.5,9833,3244.8900000000003,4916.5,7374.75
2033,127907,1083874,9833,0.0,39.0,89534.9,12790.7,12790.7,12790.7,9833,3244.8900000000003,4916.5,7374.75
2034,134969,1098952,9833,0.0,38.9,94478.29999999999,13496.900000000001,13496.900000000001,13496.900000000001,9833,3244.8900000000003,4916.5,7374.75
2035,142032,1114240,9833,0.0,38.8,99422.4,14203.2,14203.2,14203.2,9833,3244.8900000000003,4916.5,7374.75
2036,149094,1129741,9833,0.0,38.7,104365.79999999999,14909.400000000001,14909.400000000001,14909.400000000001,9833,3244.8900000000003,4916.5,7374.75
2037,156156,1145458,9833,0.0,38.6,109309.2,15615.6,15615.6,15615.6,9833,3244.8900000000003,4916.5,7374.75
2038,163218,1161393,9833,0.0,38.6,114252.59999999999,16321.800000000001,16321.800000000001,16321.800000000001,9833,3244.8900000000003,4916.5,7374.75
2039,170280,1177550,9833,0.0,38.5,119195.99999999999,17028.0,17028.0,17028.0,9833,3244.8900000000003,4916.5,7374.75
2040,177342,1193931,9833,0.0,38.4,124139.4,17734.2,17734.2,17734.2,9833,3244.8900000000003,4916.5,7374.75
