Timestep,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0,6.678441787624236e-08,7.268633524897877e-08,7.552547664073148e-08,7.356802625251553e-08,7.234005590902207e-08,6.475735639931932e-08,2.9517492327815095e-08,2.849717484515643e-08,2.8034856425231196e-08,2.7802116556723618e-08,2.6797447378201146e-08,2.6732981878514527e-08,2.766531095606995e-08,2.8210642706797602e-08,2.8358838750615595e-08,2.8485404808039736e-08,2.8631801424597622e-08,2.8723952508252443e-08,2.880194353173317e-08,2.88799166957534e-08,2.8968681614418348e-08,0,0,0,0,0,0,0,0,0,0
1,6.346991489756197e-08,6.907892078983735e-08,7.177715592083179e-08,6.991685357026709e-08,6.874982725369895e-08,3.5020132757896806e-08,2.8052542578234065e-08,2.7082863334898508e-08,2.6643489724985366e-08,2.642230070938563e-08,2.5467493146651622e-08,2.540622706230062e-08,2.6292284754959125e-08,2.6810551753613876e-08,2.6951392844820408e-08,2.707167744337028e-08,2.7210808412684685e-08,2.729838604865552e-08,2.7372506386610227e-08,2.744660975146741e-08,2.7530969277427388e-08,0,0,0,0,0,0,0,0,0,0
2,3.398065762548162e-08,6.499403526993066e-08,6.753271403423782e-08,6.578241806546926e-08,6.468440222050941e-08,3.294926610896403e-08,2.6393694645113885e-08,2.5481356029784173e-08,2.5067964164757035e-08,2.485985485272905e-08,2.396150850193516e-08,2.390386530193101e-08,2.473752721021479e-08,2.5225147213606062e-08,2.535765986355296e-08,2.5470831600331593e-08,2.560173525405646e-08,2.568413410881655e-08,2.575387144408707e-08,2.58235928099405e-08,2.5902963853131507e-08,0,0,0,0,0,0,0,0,0,0
3,3.2637081655460113e-08,6.24242079009063e-08,6.486250874372296e-08,6.318141848692095e-08,6.2126817567012e-08,3.164647077575511e-08,2.53501028972406e-08,2.4473837634392462e-08,2.4076791049735542e-08,2.3876910262118717e-08,2.3014084017586042e-08,2.2958719997084957e-08,2.375941938535405e-08,2.4227759169796082e-08,2.4355032344564045e-08,2.446372933492379e-08,2.4589457132269673e-08,2.4668597982948934e-08,2.4735577943453042e-08,2.4802542565961766e-08,2.4878775323027693e-08,0,0,0,0,0,0,0,0,0,0
4,3.280852292679494e-08,6.275211974295085e-08,6.520322888158276e-08,6.351330792558105e-08,6.245316722964776e-08,3.181270840816142e-08,2.5483265963566538e-08,2.4602397714695483e-08,2.4203265460370834e-08,2.40023347070522e-08,2.3134976071116847e-08,2.307932122565288e-08,2.388422665545875e-08,2.4355026609866647e-08,2.4482968345479584e-08,2.4592236316738116e-08,2.4718624557123818e-08,2.4798181131494248e-08,2.4865512935024764e-08,2.493282931999003e-08,2.5009462524648867e-08,0,0,0,0,0,0,0,0,0,0
5,3.441997937057752e-08,6.583431603525045e-08,6.840581631811877e-08,6.663289150302505e-08,6.552067986931778e-08,3.337525342345799e-08,2.6734927711254533e-08,2.581079385061137e-08,2.5392057414635897e-08,2.518125754413967e-08,2.427129684818268e-08,2.4212908403295458e-08,2.505734837857265e-08,2.5551272617543894e-08,2.5685498468255286e-08,2.5800133355201436e-08,2.593272940764994e-08,2.6016193562824927e-08,2.6086832503007498e-08,2.6157455267311035e-08,2.6237852465604415e-08,0,0,0,0,0,0,0,0,0,0
6,6.356218543921137e-08,6.917934552568452e-08,7.188150326501139e-08,7.001849646611404e-08,6.884977356384034e-08,3.5071043911998926e-08,2.8093324471553273e-08,2.712223553940448e-08,2.6682223182125152e-08,2.6460712608976338e-08,2.550451697740489e-08,2.5443161826370922e-08,2.6330507641494474e-08,2.6849528080212287e-08,2.69905739217134e-08,2.7111033386183263e-08,2.7250366619671483e-08,2.7338071573221364e-08,2.7412299664963685e-08,2.748651075893355e-08,2.7570992924086704e-08,0,0,0,0,0,0,0,0,0,0
7,6.26373031831597e-08,6.817272895452898e-08,7.083556806865617e-08,6.899966955622344e-08,6.784795253672556e-08,3.456073127892501e-08,2.7684543415054035e-08,2.6727584628308297e-08,2.629397481396986e-08,2.607568740247318e-08,2.5133405206489967e-08,2.507294282353999e-08,2.594737702472642e-08,2.6458845287712997e-08,2.659783879581504e-08,2.6716545475661596e-08,2.685385129561076e-08,2.6940280069703544e-08,2.701342808145053e-08,2.7086559342756665e-08,2.7169812222683652e-08,0,0,0,0,0,0,0,0,0,0
8,3.187142670085796e-08,3.4687989799278016e-08,6.334085611216028e-08,6.169920366716514e-08,3.452273543377763e-08,3.0904055219091e-08,2.475539801253776e-08,2.389968963792884e-08,2.351195763255816e-08,2.3316765980967167e-08,2.2474181349825697e-08,2.242011615061785e-08,2.3202031400640554e-08,2.3659384091316644e-08,2.3783671480226733e-08,2.3889818475764698e-08,2.4012596741287083e-08,2.4089880974237044e-08,2.415528960740373e-08,2.4220683262399237e-08,2.4295127624633582e-08,0,0,0,0,0,0,0,0,0,0
9,2.7277474654521975e-08,2.9688057941273515e-08,3.084767885011563e-08,0.0,0.0,2.6449540237808355e-08,2.1187151368765824e-08,2.0454784922822296e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
10,2.564737091760648e-08,2.7913897583514325e-08,0.0,0.0,0.0,2.4868913917834825e-08,1.9921005764810726e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
11,2.460929362909653e-08,2.678408263256562e-08,0.0,0.0,0.0,2.3862344674891834e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
12,2.3528118886320157e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
13,2.4676461826204136e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
14,2.756127953720029e-08,2.999694341940826e-08,0.0,0.0,0.0,2.6724730986188072e-08,2.140759028712821e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
15,3.3251002771206616e-08,6.359844093340247e-08,6.608260753069285e-08,6.436989505910394e-08,6.329545652686639e-08,3.224175796635596e-08,2.5826952010750666e-08,2.4934203725506813e-08,2.4529688480360317e-08,2.4326047827279865e-08,0.0,0.0,0.0,2.4683496392216227e-08,2.4813163644073647e-08,2.492390528347107e-08,2.5051998088523285e-08,2.5132627621305408e-08,2.52008675110066e-08,2.5269091774196437e-08,2.534675851055525e-08,0,0,0,0,0,0,0,0,0,0
16,6.990426040935194e-08,7.60818865990834e-08,7.905365884026444e-08,7.700476590943434e-08,7.57194307759366e-08,6.778250449899601e-08,3.0896405717547736e-08,2.982842397455859e-08,2.9344508291136984e-08,2.9100895950217267e-08,2.8049293523872424e-08,2.7981816510209392e-08,2.895769945861539e-08,2.9528506451093713e-08,2.9683625491853873e-08,2.981610409866838e-08,2.996933965169625e-08,3.006579558488635e-08,3.014742996889926e-08,3.022904565914473e-08,3.032195724221892e-08,0,0,0,0,0,0,0,0,0,0
17,9.369641078250615e-08,1.0197661284378726e-07,1.059598377721565e-07,1.0321359723442315e-07,1.0149079396097235e-07,9.086037345146635e-08,7.27828335929639e-08,7.026698310242752e-08,6.912103625978395e-08,6.854720700072872e-08,6.607015580187758e-08,6.591121358816489e-08,6.820990743550557e-08,6.955444422013964e-08,6.99198273689929e-08,7.023188093944025e-08,7.059282752992465e-08,7.082002963497808e-08,7.101231955721563e-08,7.120456544625406e-08,7.142341882893499e-08,0,0,0,0,0,0,0,0,0,0
18,9.01622627312493e-08,9.813014269038691e-08,1.0196312379937454e-07,9.932046909341062e-08,9.76626484781077e-08,8.7433494963923e-08,7.17767448535526e-08,6.929567136637838e-08,6.651983419924496e-08,6.596759960849654e-08,6.358376620600909e-08,6.343080539587753e-08,6.564299349191875e-08,6.69369319052912e-08,6.728856474814337e-08,6.758887494154708e-08,6.793623818511256e-08,6.815489009161858e-08,6.833994365038402e-08,6.852495483303264e-08,6.873557220102414e-08,0,0,0,0,0,0,0,0,0,0
19,9.429262948754805e-08,1.0262552098814954e-07,1.0663409238591769e-07,1.0387037668597197e-07,1.0213661069230425e-07,9.143849554045253e-08,7.324593276591166e-08,7.071407454080504e-08,6.956087439644029e-08,6.89833936876135e-08,6.649058026003055e-08,6.633062664876225e-08,6.864394778286347e-08,6.999704026321652e-08,7.036474845596455e-08,7.067878771801015e-08,7.104203112122167e-08,7.127067898224083e-08,7.146419250362665e-08,7.16576617116167e-08,7.187790772480854e-08,0,0,0,0,0,0,0,0,0,0
20,7.887006485888037e-08,8.584002313330991e-08,8.944982577011454e-08,8.7131487588517e-08,8.567712095407837e-08,7.669642754863953e-08,3.4959521784332584e-08,3.3751092190592033e-08,3.320353785592231e-08,3.292788860994942e-08,3.173799233954345e-08,3.1661641577236023e-08,3.27658606733227e-08,3.341173319553851e-08,3.3587251588655015e-08,3.3737152155835204e-08,3.391053936803023e-08,3.401968000168239e-08,3.4112049937924824e-08,3.4204398722024954e-08,3.430952889613624e-08,0,0,0,0,0,0,0,0,0,0
21,7.326514379844684e-08,7.973978022937854e-08,8.285443045686646e-08,8.070703007918064e-08,7.935989811850394e-08,7.322014367992487e-08,3.3374973122534976e-08,3.222131588830928e-08,3.16985795844357e-08,3.1435424206271594e-08,3.0299460268080614e-08,3.022657012228241e-08,3.1280740224511863e-08,3.18973384206347e-08,3.2064901400726696e-08,3.220800768895211e-08,3.237353608440614e-08,3.247772989281086e-08,3.2565913139665314e-08,3.2654076193103355e-08,3.2754441317002274e-08,0,0,0,0,0,0,0,0,0,0
22,6.884119786924906e-08,7.492487838312894e-08,7.785145767428349e-08,7.583372309218196e-08,7.456793457320957e-08,6.871022324450444e-08,3.131927552687187e-08,3.0236676639087686e-08,2.889825440990898e-08,2.865834678101142e-08,2.7622736500781595e-08,2.7556285637529476e-08,2.8517327936740402e-08,2.9079454434957302e-08,2.9232214517328898e-08,2.9362678468048843e-08,2.9513583705652708e-08,2.9608572794207813e-08,2.968896573091665e-08,2.9769340258141777e-08,2.986083889695577e-08,0,0,0,0,0,0,0,0,0,0
23,6.367949944136769e-08,6.930702687952869e-08,7.201417187561315e-08,7.014772660489308e-08,6.8976846640836e-08,6.174667941699405e-08,2.814517511678931e-08,2.7172293887407607e-08,2.6731469418174068e-08,2.6509550012451678e-08,2.5551589571574042e-08,2.549012117996678e-08,2.6379104731240348e-08,2.689908310374294e-08,2.704038926751019e-08,2.7161071058852184e-08,2.7300661453719308e-08,2.7388528280543982e-08,2.746289337189472e-08,2.7537241434100922e-08,2.7621879524366412e-08,0,0,0,0,0,0,0,0,0,0
24,6.226560188119973e-08,6.776817941579064e-08,7.041521675181866e-08,6.859021279953873e-08,6.744533028111102e-08,3.4355641529522854e-08,2.7520258231807077e-08,2.6568978214881867e-08,2.6137941521101677e-08,2.5920949467338025e-08,2.498425894758064e-08,2.4924155359555092e-08,2.5793400507022093e-08,2.6301833623065845e-08,2.64400023180725e-08,2.655800457060165e-08,2.6694495592507997e-08,2.678041148232536e-08,2.68531254202885e-08,2.6925822707210994e-08,2.7008581549203917e-08,0,0,0,0,0,0,0,0,0,0
25,3.433786769635369e-08,6.567726289315427e-08,6.824262865190738e-08,6.647393329387621e-08,6.536437493193154e-08,3.3295634028375324e-08,2.6671149355928157e-08,2.5749220092146817e-08,2.5331482586166197e-08,2.5121185595991463e-08,2.4213395685653444e-08,2.4155146531174077e-08,2.4997572025867045e-08,2.5490317968193652e-08,2.5624223612166755e-08,2.5738585028220024e-08,2.5870864761947224e-08,2.5954129806557815e-08,2.6024600231774652e-08,2.6095054519701347e-08,2.6175259923906667e-08,0,0,0,0,0,0,0,0,0,0
26,3.3486460968311595e-08,6.404879650144067e-08,6.655055406861338e-08,6.482571347585188e-08,6.374366659082447e-08,3.2470069462838944e-08,2.6009838752513375e-08,2.5110768705993383e-08,2.4703388992939558e-08,2.449830631234007e-08,2.361302503428362e-08,2.35562201663996e-08,2.437775773816158e-08,2.485828605491449e-08,2.4988871511180848e-08,2.510039733825936e-08,2.522939719869114e-08,2.5310597688221636e-08,2.5379320800684867e-08,2.5448028175981735e-08,2.552624488882829e-08,0,0,0,0,0,0,0,0,0,0
27,3.2500860564630114e-08,6.21636609015076e-08,6.459178473143791e-08,6.291771103178345e-08,6.18675118193929e-08,3.151438430995211e-08,2.5244296296461475e-08,2.4371688401365203e-08,2.3976299015089033e-08,2.377725249259471e-08,2.2918027523858315e-08,2.2862894582451394e-08,2.3660252000833344e-08,2.412663702237748e-08,2.4253378982655032e-08,2.4361622292052935e-08,2.4486825325025494e-08,2.4565635856556667e-08,2.4632336255199823e-08,2.4699021379865526e-08,2.4774935955623634e-08,0,0,0,0,0,0,0,0,0,0
28,3.428330803991555e-08,6.557290787230866e-08,6.813419750508697e-08,6.63683124383625e-08,6.526051706075807e-08,3.3242730383642876e-08,2.6628771397036314e-08,2.5708306992527452e-08,2.5291233232327707e-08,2.508127038437856e-08,2.4174922867204373e-08,2.4116766265177142e-08,2.4957853224642138e-08,2.5449816239806155e-08,2.5583509120249653e-08,2.5697688826721394e-08,2.5829758380338115e-08,2.5912891124589597e-08,2.5983249578899485e-08,2.605359192155987e-08,2.6133669886888175e-08,0,0,0,0,0,0,0,0,0,0
29,6.335945684448889e-08,6.895870126360743e-08,7.165224059817952e-08,6.979517577166231e-08,6.863018045600256e-08,3.495918647036758e-08,2.8003722137211808e-08,2.7035730447443908e-08,2.6597121488840017e-08,2.63763174132243e-08,2.5423171522553492e-08,2.5362012060882028e-08,2.6246527728349558e-08,2.6763892775839923e-08,2.6904488758277166e-08,2.7024564022962447e-08,2.716345285966935e-08,2.7250878082403492e-08,2.7324869427145625e-08,2.7398843828328897e-08,2.7483056541598008e-08,0,0,0,0,0,0,0,0,0,0
30,7.619306779461792e-08,8.292645268886749e-08,8.616557491856464e-08,8.393235712799679e-08,8.253138919854719e-08,7.38804320414507e-08,3.3675943664403626e-08,3.251188292088847e-08,3.198443265880274e-08,3.171890418459236e-08,3.057269629262304e-08,3.049914883433511e-08,3.156282528570003e-08,3.218498387261392e-08,3.2354057910729264e-08,3.2498454710169605e-08,3.266547581606541e-08,3.277060922873167e-08,3.2859587698985764e-08,3.294854579372222e-08,3.304981599537549e-08,0,0,0,0,0,0,0,0,0,0
31,8.719234187180314e-08,9.489776199265186e-08,9.860448572738328e-08,9.604887936179819e-08,9.444566691489588e-08,8.454585272191549e-08,6.772464712486941e-08,6.538364062265789e-08,6.432290173938693e-08,6.378890565016932e-08,3.498618790720875e-08,3.4902023096518506e-08,6.347502021145795e-08,6.472622407301416e-08,6.506624363366693e-08,6.53566355640464e-08,6.569252653630612e-08,6.590395708580492e-08,6.608289893104973e-08,6.626179979972224e-08,6.646546116522336e-08,0,0,0,0,0,0,0,0,0,0
32,6.909379555043657e-08,7.519979879603024e-08,7.813711652820033e-08,7.611197831146624e-08,7.48415452590653e-08,6.699663912220772e-08,3.0538195059796295e-08,2.9482595418664556e-08,2.9004290218120453e-08,2.876350230078175e-08,2.7724092075700635e-08,2.765739738557609e-08,2.862196601878203e-08,2.918615511693005e-08,2.9339475718929135e-08,2.9470418378510208e-08,2.9621877329795378e-08,2.9717214959983248e-08,2.979790288094607e-08,2.987857232487561e-08,2.997040669788238e-08,0,0,0,0,0,0,0,0,0,0
33,6.357545833757376e-08,6.919379138552395e-08,7.189651338274698e-08,0.0,0.0,3.5078367360651514e-08,2.8099190850089482e-08,2.7127899137551557e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
34,3.4496334419467544e-08,6.598035861027334e-08,0.0,0.0,0.0,3.3449290920094135e-08,2.6794234740189273e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
35,3.365092542658199e-08,6.436336395093759e-08,0.0,0.0,0.0,3.262954204458655e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
36,3.365884756954097e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
37,3.531624851592146e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
38,3.5867053510014935e-08,6.860210201200777e-08,0.0,0.0,0.0,3.477840551737065e-08,2.7858909282950515e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
39,6.96527461265818e-08,7.58081453274111e-08,7.876922518504616e-08,7.672770413445553e-08,7.54469936138545e-08,6.753862425616691e-08,3.0785241000566025e-08,2.9721101836849237e-08,2.9238927273429823e-08,2.8996191445369863e-08,2.012390640661858e-09,2.0075495165658196e-09,2.0775640326206455e-09,2.9422263411287162e-08,2.9576824336503973e-08,2.9708826287652858e-08,2.9861510501892666e-08,2.9957619388354664e-08,3.00389600533092e-08,3.0120282091756126e-08,3.0212859380610746e-08,0,0,0,0,0,0,0,0,0,0
40,7.837818542768946e-08,8.530467500309373e-08,8.863669102621136e-08,8.633942746725666e-08,8.489828160804761e-08,7.599922630273285e-08,3.4641725728852934e-08,3.3444281244136037e-08,3.290170439768232e-08,3.262856091376207e-08,3.144948127704744e-08,3.1373824573750416e-08,3.246800587597692e-08,3.310800715827219e-08,3.328193001889427e-08,3.3430467929878595e-08,3.360227898286738e-08,3.371042748444517e-08,3.380195774096989e-08,3.389346703763378e-08,3.399764153635423e-08,0,0,0,0,0,0,0,0,0,0
41,1.1233586408810787e-07,1.1473486655603723e-07,1.1473486655603723e-07,1.147348665560372e-07,1.1473486655603723e-07,1.0893429158469872e-07,8.72607729398297e-08,8.424447022711864e-08,8.287159849625753e-08,8.21836147718368e-08,7.92137925076804e-08,7.90232311962238e-08,8.177921466942692e-08,8.339122627412663e-08,8.382929675523545e-08,8.420342856226224e-08,8.463617990026007e-08,8.4908580353817e-08,8.513912338518385e-08,8.536961362362687e-08,8.563200450548401e-08,0,0,0,0,0,0,0,0,0,0
42,1.0771518522231086e-07,1.1473486655603723e-07,1.1473486655603723e-07,1.147348665560372e-07,1.1473486655603723e-07,1.0445386100471361e-07,8.545835378072903e-08,8.250435445607971e-08,7.946901262921645e-08,7.880927650397254e-08,7.596139077111283e-08,7.577865362664385e-08,7.842148047458714e-08,7.99673052552943e-08,8.038738920718399e-08,8.074615971284699e-08,8.11611429178133e-08,8.142235900965566e-08,8.16434362834589e-08,8.186446293193812e-08,8.211608043036291e-08,0,0,0,0,0,0,0,0,0,0
43,8.887228485849108e-08,9.672616602779448e-08,1.0050430755459423e-07,9.789946208270192e-08,9.626536039199075e-08,8.618288622856278e-08,6.903597716649706e-08,6.664964252623951e-08,6.556221708911548e-08,6.50179324474202e-08,3.566027005414865e-08,3.5574483632197476e-08,6.46979993486728e-08,6.597331027177839e-08,6.631988102103318e-08,6.66158679598315e-08,6.695823057479544e-08,6.717373477641986e-08,6.735612431089395e-08,6.753847207929623e-08,6.774605740732992e-08,0,0,0,0,0,0,0,0,0,0
44,7.77373591948879e-08,8.460721724460782e-08,8.817589865691026e-08,8.589057779917762e-08,8.445692397297755e-08,7.560413186556883e-08,3.446163503852521e-08,3.327041566526986e-08,3.273065949350187e-08,3.245893599076163e-08,3.128598599283546e-08,3.121072260331362e-08,3.2299215624661615e-08,3.293588975536977e-08,3.3108908449488184e-08,3.3256674161791115e-08,3.342759202685442e-08,3.353517830071701e-08,3.362623272219782e-08,3.371726629278106e-08,3.382089922329167e-08,0,0,0,0,0,0,0,0,0,0
