Load Profile, Charger Assignment
Alameda_Residential_L2,Residential L2
Alameda_Residential_MUD,Residential L2
Alameda_Public_L2,Public L2
Alameda_Workplace_L2,Workplace L2
Alameda_Public_DCFC,DCFC
