year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,1606,1158981,9833,0.0,0.0,1124.1999999999998,160.60000000000002,160.60000000000002,160.60000000000002,9833,3244.8900000000003,4916.5,7374.75
2012,4574,1175104,9833,0.0,0.0,3201.7999999999997,457.40000000000003,457.40000000000003,457.40000000000003,9833,3244.8900000000003,4916.5,7374.75
2013,9226,1191452,9833,0.0,0.0,6458.2,922.6,922.6,922.6,9833,3244.8900000000003,4916.5,7374.75
2014,14046,1208027,9833,0.0,0.0,9832.199999999999,1404.6000000000001,1404.6000000000001,1404.6000000000001,9833,3244.8900000000003,4916.5,7374.75
2015,14777,1224832,9833,0.0,0.0,10343.9,1477.7,1477.7,1477.7,9833,3244.8900000000003,4916.5,7374.75
2016,17333,1241872,9833,15603.57,0.0,12133.099999999999,1733.3000000000002,1733.3000000000002,1733.3000000000002,9833,3244.8900000000003,4916.5,7374.75
2017,22741,1259148,9833,11258.79,0.0,15918.699999999999,2274.1,2274.1,2274.1,9833,3244.8900000000003,4916.5,7374.75
2018,36799,1276665,9833,6914.0,29.9,25759.3,3679.9,3679.9,3679.9,9833,3244.8900000000003,4916.5,7374.75
2019,37596,1294425,9833,5377.16,31.0,26317.199999999997,3759.6000000000004,3759.6000000000004,3759.6000000000004,9833,3244.8900000000003,4916.5,7374.75
2020,49655,1311518,9833,3840.32,32.1,34758.5,4965.5,4965.5,4965.5,9833,3244.8900000000003,4916.5,7374.75
2021,61714,1330587,9833,2741.24,33.4,43199.799999999996,6171.400000000001,6171.400000000001,6171.400000000001,9833,3244.8900000000003,4916.5,7374.75
2022,73772,1353616,9833,1642.17,34.7,51640.399999999994,7377.200000000001,7377.200000000001,7377.200000000001,9833,3244.8900000000003,4916.5,7374.75
2023,86541,1372691,9833,821.08,36.6,60578.7,8654.1,8654.1,8654.1,9833,3244.8900000000003,4916.5,7374.75
2024,97181,1393735,9833,0.0,37.5,68026.7,9718.1,9718.1,9718.1,9833,3244.8900000000003,4916.5,7374.75
2025,107821,1414122,9833,0.0,39.6,75474.7,10782.1,10782.1,10782.1,9833,3244.8900000000003,4916.5,7374.75
2026,116334,1431878,9833,0.0,39.6,81433.79999999999,11633.400000000001,11633.400000000001,11633.400000000001,9833,3244.8900000000003,4916.5,7374.75
2027,124136,1452923,9833,0.0,39.5,86895.2,12413.6,12413.6,12413.6,9833,3244.8900000000003,4916.5,7374.75
2028,132649,1472652,9833,0.0,39.4,92854.29999999999,13264.900000000001,13264.900000000001,13264.900000000001,9833,3244.8900000000003,4916.5,7374.75
2029,141870,1492390,9833,0.0,39.3,99309.0,14187.0,14187.0,14187.0,9833,3244.8900000000003,4916.5,7374.75
2030,151092,1506852,9833,0.0,39.2,105764.4,15109.2,15109.2,15109.2,9833,3244.8900000000003,4916.5,7374.75
2031,164881,1527815,9833,0.0,39.1,115416.7,16488.100000000002,16488.100000000002,16488.100000000002,9833,3244.8900000000003,4916.5,7374.75
2032,175115,1549069,9833,0.0,39.0,122580.49999999999,17511.5,17511.5,17511.5,9833,3244.8900000000003,4916.5,7374.75
2033,185348,1570619,9833,0.0,39.0,129743.59999999999,18534.8,18534.8,18534.8,9833,3244.8900000000003,4916.5,7374.75
2034,195582,1592469,9833,0.0,38.9,136907.4,19558.2,19558.2,19558.2,9833,3244.8900000000003,4916.5,7374.75
2035,205815,1614623,9833,0.0,38.8,144070.5,20581.5,20581.5,20581.5,9833,3244.8900000000003,4916.5,7374.75
2036,216049,1637085,9833,0.0,38.7,151234.3,21604.9,21604.9,21604.9,9833,3244.8900000000003,4916.5,7374.75
2037,226282,1659859,9833,0.0,38.6,158397.4,22628.2,22628.2,22628.2,9833,3244.8900000000003,4916.5,7374.75
2038,236516,1682951,9833,0.0,38.6,165561.19999999998,23651.600000000002,23651.600000000002,23651.600000000002,9833,3244.8900000000003,4916.5,7374.75
2039,246749,1706363,9833,0.0,38.5,172724.3,24674.9,24674.9,24674.9,9833,3244.8900000000003,4916.5,7374.75
2040,256983,1730102,9833,0.0,38.4,179888.09999999998,25698.300000000003,25698.300000000003,25698.300000000003,9833,3244.8900000000003,4916.5,7374.75
