Load Profile, Charger Assignment
BaseCase_Butte_Residential L1_uncontrolled_load,Residential L1
BaseCase_Butte_Residential L2_uncontrolled_load,Residential L2
BaseCase_Butte_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Butte_Public L2_uncontrolled_load,Public L2
BaseCase_Butte_Work_uncontrolled_load,Workplace L2
BaseCase_Butte_Fast_uncontrolled_load,DCFC
