Load Profile, Charger Assignment
BaseCase_Lake_Residential L1_uncontrolled_load,Residential L1
BaseCase_Lake_Residential L2_uncontrolled_load,Residential L2
BaseCase_Lake_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Lake_Public L2_uncontrolled_load,Public L2
BaseCase_Lake_Work_uncontrolled_load,Workplace L2
BaseCase_Lake_Fast_uncontrolled_load,DCFC
