Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,181829599.3102693,219451667.12449273,257143156.58564675,294983661.33751357,332837696.11010826,370519678.5079228,592736851.0516753,814786077.7752235,1036918396.3810215,1260276860.559847,1638655552.2666214,1616966395.6435719,1578995733.6266913,1540579688.6656618,1502941327.9953787,1465529411.473139,1423310162.388405,1200951297.7431931,978536155.4519172,756479752.2578721
Utility Bills (res),156594548.5732319,188984561.81359404,221441152.257595,253843031.59436265,286394054.6099584,319094460.3345028,510460902.30359894,701666986.165182,892376936.202682,1083740888.31175,1412905496.5768023,1395293774.0442643,1362564833.1170564,1329430918.7639353,1296024395.2757657,1262885150.0760248,1227816187.8388422,1036338627.9646025,844627253.7508597,653267291.839945
Utility Bills (work),14502569.027107436,17509234.097369596,20517115.744205948,23709239.743153553,26777246.062748272,29553209.08131031,47282716.690490946,65008757.33585052,83261527.10850017,102021328.24334964,129257110.35636263,126556764.10233647,123549775.03097612,120507834.40112385,118403189.15737526,116258943.14418387,111576280.67400122,93707733.3249241,75970879.54202272,58235163.65718399
Utility Bills (pub L2),4574348.511657178,5522701.999679185,6471749.561709934,7440923.083269028,8397177.295106344,9322017.451642629,14914384.632862234,20504837.169850625,26151673.579273302,31858690.857799962,41151208.50625458,40497440.94023132,39545284.62886586,38589159.9035123,37743846.17674644,36895840.5895845,35728324.36575501,30246941.31786063,24813057.133003093,19381806.561861213
Utility Bills (DCFC),6158133.198272768,7435169.2138499,8713139.022135854,9990466.916728333,11269218.142295225,12549991.640467096,20078847.424723174,27605497.104340408,35128259.49056609,42655953.14694758,55341736.8272018,54618416.55673961,53335840.849793024,52051775.597090445,50769897.385491416,49489477.6633459,48189369.509806655,40657995.13580589,33124965.026031613,25595490.198881958
Incremental upfront vehicle cost,97681455.98322278,122089858.63508828,73139273.88874486,36569414.253439456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,108352567.2760907,189899736.00391418,190073916.32016927,190248619.17737323,190423846.14314878,190599598.7898212,1123699399.4274406,1124740830.2475893,1125785385.360199,1126833074.1381462,1161948121.9073882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),55958670.934476845,98064179.25564249,98144588.49772993,98225238.96754369,98306131.38876684,98387266.48725353,579995531.9093963,580476301.8651245,580958514.1307198,581442173.033112,597652812.8901087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),22515357.49720533,39447306.91527778,39470139.16920386,39493039.91989171,39516009.37283166,39539047.73413029,233027206.3446434,233163721.27034393,233300645.74082178,233437980.98471087,238041002.17867273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),13509214.498323193,23668384.149166685,23682083.501522325,23695823.95193503,23709605.623698995,23723428.64047814,139816323.80678606,139898232.7622064,139980387.44449306,140062788.5908265,142824601.30720356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),16369324.346085338,28719865.68382724,28777105.15171317,28834516.338002816,28892099.757851288,28949855.92795928,170860337.3666147,171202574.34991446,171545838.04416436,171890131.52949667,183429705.53140342,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),232582240.86039776,296303750.50912327,352671076.77401423,406388005.9440565,507059426.6564822,555781503.5127279,854689101.79762,1168849019.150527,1505126823.4299185,1879191872.6508477,1974521608.6016521,1934289356.2678926,1885271867.501744,1833961095.7519147,1788332076.0938911,1745073027.819789,1425525606.4864552,1108907557.7874005,764558573.111734,409048138.16870385
Avoided vehicle gasoline (gallons),80200772.71048199,96202516.39906599,111604771.13101715,126207455.26212934,140459674.9740948,153956095.1558803,236101961.82254696,321112367.8984964,409001854.19291264,499785072.51352334,522360213.915781,506358470.22719705,490956215.4952459,476353531.3641337,462101311.6521682,448604891.47038275,366459024.803716,281448618.72776663,193559132.43335038,102775914.11273967
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,6435247.157464837,18092883.351316772,30260340.87807398,42954409.58046648,56192371.30077925,69992013.40254882,147160272.5483316,227690058.962042,311691930.4060422,399279682.2050409,550044006.5021808,547829264.2052861,545250851.9481812,542293840.1878883,538942818.4977994,535181881.6346959,452941549.722163,366823615.17476743,276697267.79722095,182427818.50531784
Federal EV Tax Credit,190768196.3675347,326845792.0735724,319809972.67472833,312925609.27077156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,25435.759515671292,44538.18659989213,44538.18659989213,44538.18659989216,44538.18659989216,44538.1865998921,262336.80000000005,262336.80000000005,262336.80000000005,262336.80000000005,287772.5595156711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,3146930.229918759,4502534.121173245,4971634.044668281,5458946.398124629,5965020.534216691,14793683.593869489,46142445.83114303,77256592.71452336,96596669.5245508,116687115.8407702,149883668.86256328,137141427.98088396,136578617.79195714,135937947.5693485,135216517.68205148,134411343.68646955,133519353.58622062,114627874.06984042,94924090.6110502,74383000.02569942
Distribution Cost,1584262.8373104574,2576581.022028282,2668091.0013876236,2763074.0016383645,2861632.3466727366,11267133.987474939,40383731.386227034,69175244.7642283,86099439.32964492,103677898.46656562,132910699.89573513,120050672.81475294,119550139.41088708,118981564.40032285,118342426.27577,117630130.05765389,116842005.00631905,100309486.49565758,83068930.44572634,65098628.38181253
Transmission Cost,1562667.3926083015,1925953.0991449633,2303543.0432806583,2695872.396486264,3103388.1875439547,3526549.6063945508,5758714.444915993,8081347.950295065,10497230.19490588,13009217.374204576,16972968.96682814,17090755.166131027,17028478.381070074,16956383.16902566,16874091.4062815,16781213.628815666,16677348.57990158,14318387.574182833,11855160.165323863,9284371.6438869
Cumulative personal light-duty EV population,214537.06700053933,259075.25360043146,303613.4402003236,348151.62680021574,392689.8134001079,437228.0,699564.8,961901.6000000001,1224238.4000000001,1486575.2000000002,1748912.0,1704373.813400108,1659835.6268002158,1615297.4402003237,1570759.2536004316,1526221.0670005395,1263884.2670005395,1001547.4670005394,739210.6670005394,476873.8670005393
Cumulative personal light-duty LDV population,2630793.0,2669044.0,2715239.0,2753501.0,2795713.0,2836609.0,2872226.0,2914440.0,2954015.0,2993607.0,3022616.0,2984365.0,2938170.0,2899908.0,2857696.0,2816800.0,2781183.0,2738969.0,2699394.0,2659802.0
EV sales as % of total personal light-duty vehicles,0.009668476203057896,0.016686943564771555,0.016403044667483095,0.016175111830317897,0.01593088653945958,0.0157012075333231,0.09133570965515947,0.0900127640301396,0.08880686117030552,0.08763234452618532
Peak Demand 5-9 PM,111.54640232131356,134.71488845290128,157.8873621778765,181.99948121266166,206.20227402897302,227.35139859914156,363.7622377586249,500.17307691811027,637.1677565960601,798.6433043738521,1009.5307597153834,991.3981642266174,968.1685953227778,945.1489345753479,926.1556227499855,924.3172575106427,874.3394862326344,739.1916873843353,602.7808482248505,466.3985658104517
Energy Supply Cost,55439787.080724105,69114636.26737547,79104959.1887463,91542471.04039155,107788992.88763,132651606.61364499,228364753.54937866,338963097.156243,460092637.32337904,584507608.5020615,808793451.2459677,816551946.103761,822632507.2263473,827894485.7813411,832759694.571327,836862631.6353128,840626586.004633,732183452.1645256,616955227.5603589,494079490.56054765
Energy Cost,33972692.34695229,45070391.732004665,53589705.75028486,66178025.77208489,81730424.7339232,104250592.92104682,183165982.20204523,282634863.5188297,394450687.4401382,507660457.4844033,716654891.2382332,730657756.4562366,736949633.402029,742468076.2733185,747190783.3317057,751085942.5122111,753748905.2121134,656097132.4911268,551737377.6141938,440678207.641058
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,21467094.733771417,24044244.535370667,25515253.438461363,25364445.268306825,26058568.15370678,28401013.69259818,45198771.34733342,56328233.63741291,65641949.88324052,76847151.01765913,92138560.00773409,85894189.64752357,85682873.82431829,85426409.50802241,85568911.23962064,85776689.12310067,86877680.79252033,76086319.67339759,65217849.946164235,53401282.91948989
