year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,14,9909,9833,0.0,0.0,9.799999999999999,1.4000000000000001,1.4000000000000001,1.4000000000000001,9833,3244.8900000000003,4916.5,7374.75
2012,39,10047,9833,0.0,0.0,27.299999999999997,3.9000000000000004,3.9000000000000004,3.9000000000000004,9833,3244.8900000000003,4916.5,7374.75
2013,79,10186,9833,0.0,0.0,55.3,7.9,7.9,7.9,9833,3244.8900000000003,4916.5,7374.75
2014,120,10328,9833,0.0,0.0,84.0,12.0,12.0,12.0,9833,3244.8900000000003,4916.5,7374.75
2015,126,10472,9833,15603.57,0.0,88.19999999999999,12.600000000000001,12.600000000000001,12.600000000000001,9833,3244.8900000000003,4916.5,7374.75
2016,148,10617,9833,11258.79,0.0,103.6,14.8,14.8,14.8,9833,3244.8900000000003,4916.5,7374.75
2017,194,10765,9833,6914.0,29.9,135.79999999999998,19.400000000000002,19.400000000000002,19.400000000000002,9833,3244.8900000000003,4916.5,7374.75
2018,315,10915,9833,5377.16,31.0,220.5,31.5,31.5,31.5,9833,3244.8900000000003,4916.5,7374.75
2019,321,11067,9833,3840.32,32.1,224.7,32.1,32.1,32.1,9833,3244.8900000000003,4916.5,7374.75
2020,425,11213,9833,2741.24,33.4,297.5,42.5,42.5,42.5,9833,3244.8900000000003,4916.5,7374.75
2021,528,11376,9833,1642.17,34.7,369.59999999999997,52.800000000000004,52.800000000000004,52.800000000000004,9833,3244.8900000000003,4916.5,7374.75
2022,631,11573,9833,821.08,36.6,441.7,63.1,63.1,63.1,9833,3244.8900000000003,4916.5,7374.75
2023,740,11736,9833,0.0,37.5,518.0,74.0,74.0,74.0,9833,3244.8900000000003,4916.5,7374.75
2024,831,11916,9833,0.0,39.6,581.6999999999999,83.10000000000001,83.10000000000001,83.10000000000001,9833,3244.8900000000003,4916.5,7374.75
2025,922,12090,9833,0.0,39.6,645.4,92.2,92.2,92.2,9833,3244.8900000000003,4916.5,7374.75
2026,995,12242,9833,0.0,39.5,696.5,99.5,99.5,99.5,9833,3244.8900000000003,4916.5,7374.75
2027,1061,12422,9833,0.0,39.4,742.6999999999999,106.10000000000001,106.10000000000001,106.10000000000001,9833,3244.8900000000003,4916.5,7374.75
2028,1134,12591,9833,0.0,39.3,793.8,113.4,113.4,113.4,9833,3244.8900000000003,4916.5,7374.75
2029,1213,12759,9833,0.0,39.2,849.0999999999999,121.30000000000001,121.30000000000001,121.30000000000001,9833,3244.8900000000003,4916.5,7374.75
2030,1292,12883,9833,0.0,39.1,904.4,129.20000000000002,129.20000000000002,129.20000000000002,9833,3244.8900000000003,4916.5,7374.75
2031,1410,13062,9833,0.0,39.0,986.9999999999999,141.0,141.0,141.0,9833,3244.8900000000003,4916.5,7374.75
2032,1497,13244,9833,0.0,39.0,1047.8999999999999,149.70000000000002,149.70000000000002,149.70000000000002,9833,3244.8900000000003,4916.5,7374.75
2033,1585,13428,9833,0.0,38.9,1109.5,158.5,158.5,158.5,9833,3244.8900000000003,4916.5,7374.75
2034,1672,13615,9833,0.0,38.8,1170.3999999999999,167.20000000000002,167.20000000000002,167.20000000000002,9833,3244.8900000000003,4916.5,7374.75
2035,1760,13804,9833,0.0,38.7,1232.0,176.0,176.0,176.0,9833,3244.8900000000003,4916.5,7374.75
2036,1847,13996,9833,0.0,38.6,1292.8999999999999,184.70000000000002,184.70000000000002,184.70000000000002,9833,3244.8900000000003,4916.5,7374.75
2037,1935,14191,9833,0.0,38.6,1354.5,193.5,193.5,193.5,9833,3244.8900000000003,4916.5,7374.75
2038,2022,14388,9833,0.0,38.5,1415.3999999999999,202.20000000000002,202.20000000000002,202.20000000000002,9833,3244.8900000000003,4916.5,7374.75
2039,2110,14589,9833,0.0,38.4,1477.0,211.0,211.0,211.0,9833,3244.8900000000003,4916.5,7374.75
2040,2197,14792,9833,0.0,0.0,1537.8999999999999,219.70000000000002,219.70000000000002,219.70000000000002,9833,3244.8900000000003,4916.5,7374.75
