Load Profile, Charger Assignment
Mono_Residential_L2,Residential L2
Mono_Residential_MUD,Residential L2
Mono_Public_L2,Public L2
Mono_Workplace_L2,Workplace L2
Mono_Public_DCFC,DCFC
