Load Profile, Charger Assignment
BaseCase_Sierra_Residential L1_uncontrolled_load,Residential L1
BaseCase_Sierra_Residential L2_uncontrolled_load,Residential L2
BaseCase_Sierra_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Sierra_Public L2_uncontrolled_load,Public L2
BaseCase_Sierra_Work_uncontrolled_load,Workplace L2
BaseCase_Sierra_Fast_uncontrolled_load,DCFC
