Load Profile, Charger Assignment
Imperial_Residential_L2,Residential L2
Imperial_Residential_MUD,Residential L2
Imperial_Public_L2,Public L2
Imperial_Workplace_L2,Workplace L2
Imperial_Public_DCFC,DCFC
