Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,11555638.800811663,13953006.788498197,16351948.690262202,18784592.61619374,21194361.760419503,23550698.429389663,34539231.26738715,45526202.335012674,56600804.24277745,67749278.37766634,86684251.3152823,85140014.12734827,82736935.22832489,80337630.01180196,78083910.39667132,75823225.29620835,73002106.48073015,62014845.251770854,51047534.74239673,40108837.25137706
Utility Bills (res),9869265.851346472,11917678.459540106,13966752.399155784,16012778.471594222,18061098.80724642,20113899.649090096,29499934.438269164,38885284.66566045,48264823.708005324,57639415.64668472,74208089.96427792,73034453.37953374,70982875.87099577,68934744.98454891,66874622.327593386,64817219.22330572,62651785.940580316,53264244.753195375,43874099.18785159,34484499.27970593
Utility Bills (work),1032509.2091701808,1246178.7293209203,1460196.567093995,1710212.2212467596,1935549.3906067281,2103952.5539342877,3085203.243256523,4066061.5906401007,5137031.543545496,6285451.9253744185,7733040.296271143,7445952.101151319,7231212.191517294,7013531.65889857,6950135.338835949,6876899.672061417,6394487.856097977,5390488.358160414,4408325.233053311,3426868.0915515847
Utility Bills (pub L2),280667.10357931186,338751.23476966,397041.3359027022,456885.03488812986,515676.16900424083,572080.2353196865,838773.2522671719,1105285.5838980665,1376169.1493158652,1650338.452304052,2095051.7072614466,2056867.5238644083,1998148.3451073305,1940605.670344217,1887945.2943815566,1834525.63526254,1768626.0740564659,1504033.4539777997,1240197.8878688684,979273.325871056
Utility Bills (DCFC),373196.6367156975,450398.36486751103,527958.3881097202,604716.8884646308,682037.3935621136,760765.9910455905,1115320.3335942924,1469570.4948140555,1822779.8419107653,2174072.3533031465,2648069.3474717895,2602741.1227988126,2524698.8207044965,2448747.698010254,2371207.435860425,2294580.7655786714,2187206.6099953856,1856078.6864372636,1524912.4336229512,1218196.5542484939
Incremental upfront vehicle cost,5523831.957663241,6904113.539737982,4135985.22258231,2067980.0182428635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,6127277.360785089,10738724.35593507,10748574.155855045,10758453.505174775,10768362.492542457,10778301.206872215,49424700.957827725,49470507.16443453,49516450.78966118,49562532.245763496,51535064.3936179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),3164431.6897704173,5545474.745660756,5550021.843537867,5554582.582708606,5559157.004096857,5563745.148749257,25510475.253528133,25531621.399288714,25552830.983486578,25574104.19643704,26484711.195047583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),1273230.932416043,2230723.246178752,2232014.3974278085,2233309.4221306136,2234608.331907522,2235911.1384137576,10249449.269520331,10255453.730662225,10261476.205187544,10267516.74713645,10526084.166494997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),763938.5594496259,1338433.9477072516,1339208.638456685,1339985.6532783676,1340764.9991445127,1341546.6830482548,6149669.561712199,6153272.238397334,6156885.723112531,6160510.048281862,6315650.499897001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),925676.1791490028,1624092.4163883107,1627329.2764326835,1630575.8470571875,1633832.1573935645,1637098.2366609448,7515106.873067065,7530159.796086262,7545257.877874524,7560401.253908146,8208618.532178309,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),13152396.244690033,16755812.142264614,19943353.06347604,22981015.504420575,28673928.303039894,31429134.626218356,44595606.971275456,58452281.443974994,73320478.00404991,89928087.17937857,90781880.21512102,88285856.38739784,85403488.50761704,82446664.84052935,79755913.00248967,77199181.72687387,63144234.51475266,49223839.972685285,34079164.33809819,18445847.358001024
Avoided vehicle gasoline (gallons),4535309.049893115,5440198.747488511,6311187.678315203,7136961.336776575,7942916.427434874,8706131.475406747,12319228.445103716,16058319.078015108,19924042.935883127,23917044.462600686,24016370.427280694,23111480.7296853,22240491.798858605,21414718.140397236,20608763.049738932,19845548.00176706,16232451.032070093,12493360.399158701,8627636.54129068,4634635.014573121
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,363909.64432359795,1023142.4814085722,1711205.4310574331,2429047.9495298425,3177647.3153864057,3958009.3941330835,7371520.391389634,10933310.195978712,14648250.936100278,18521357.34665234,25920987.978752926,25681704.258304674,25419346.295974985,25133014.638441768,24821781.424369834,24484689.56979374,20888234.120625775,17121684.041942637,13179295.854483062,9055155.691698963
Federal EV Tax Credit,10787835.306035513,18482947.590316903,18085075.92007526,17695769.002030585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,1438.378040804735,2518.609658307183,2518.609658307185,2518.609658307185,2518.609658307185,2518.6096583071776,11538.599999999999,11538.599999999999,11538.599999999999,11538.599999999999,12976.97804080474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,219717.4561155946,306771.94226530666,344349.9700256031,383641.71543733845,424708.2951731278,533872.0469843124,1263743.7366287047,1636465.1212692726,1932845.2344084429,2243110.1497247936,2821510.361916419,2225265.1061405316,2215006.839341979,2202907.2555025434,2188882.1121679023,2172844.134950845,2154702.92652597,1872208.9942429964,1574557.555302388,1261174.3868137086
Distribution Cost,150472.92425945494,221195.44842551547,241715.093794747,263196.98294984613,285676.4037605476,375449.06852420326,1025951.2095373762,1315675.296674662,1525304.0449507837,1744933.2829762418,2173801.7214808334,1572988.4119356605,1566440.946190429,1558582.9892410336,1549353.110085947,1538687.6213264568,1526520.5142944416,1326911.4120211795,1116367.7806368344,894467.6482415992
Transmission Cost,69244.53185613967,85576.4938397912,102634.8762308561,120444.73248749229,139031.89141258018,158422.97846010904,237792.52709132858,320789.82459461055,407541.18945765914,498176.8667485516,647708.6404355858,652276.6942048711,648565.8931515502,644324.2662615097,639529.0020819552,634156.5136243883,628182.4122315287,545297.582221817,458189.77466555365,366706.7385721095
Cumulative personal light-duty EV population,12131.951708464085,14650.561366771268,17169.171025078453,19687.780683385638,22206.390341692822,24725.0,36263.6,47802.2,59340.799999999996,70879.4,82418.0,79899.39034169282,77380.78068338564,74862.17102507845,72343.56136677126,69824.95170846408,58286.351708464084,46747.751708464086,35209.15170846409,23670.55170846409
Cumulative personal light-duty LDV population,592246.0,600857.0,611256.0,619870.0,629372.0,638579.0,646597.0,656100.0,665009.0,673923.0,680453.0,671842.0,661443.0,652829.0,643327.0,634120.0,626102.0,616599.0,607690.0,598776.0
EV sales as % of total personal light-duty vehicles,0.0024286834200733056,0.004191695625260558,0.004120384353375975,0.004063125588118775,0.00400178218654021,0.003944084691646887,0.017845118365844567,0.017586648376771832,0.017351043369337855,0.01712154059143255
Peak Demand 5-9 PM,6.420353632276236,7.753640619445504,9.08707327613853,10.454831821029616,11.825902741403876,13.085421064519956,19.192092024886808,25.298762985253543,31.42371541630144,38.302101923872776,47.71804281121827,46.77297093693822,45.43738376856935,44.10967157516347,42.93321398615302,42.40196025516162,40.06071935662714,34.00157442022868,27.894903459861872,21.7896258309927
