year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,864,623567,9833,0.0,0.0,604.8,86.4,86.4,86.4,9833,3244.8900000000003,4916.5,7374.75
2012,2461,632242,9833,0.0,0.0,1722.6999999999998,246.10000000000002,246.10000000000002,246.10000000000002,9833,3244.8900000000003,4916.5,7374.75
2013,4964,641037,9833,0.0,0.0,3474.7999999999997,496.40000000000003,496.40000000000003,496.40000000000003,9833,3244.8900000000003,4916.5,7374.75
2014,7557,649955,9833,0.0,0.0,5289.9,755.7,755.7,755.7,9833,3244.8900000000003,4916.5,7374.75
2015,7950,658997,9833,0.0,0.0,5565.0,795.0,795.0,795.0,9833,3244.8900000000003,4916.5,7374.75
2016,9325,668165,9833,15603.57,0.0,6527.5,932.5,932.5,932.5,9833,3244.8900000000003,4916.5,7374.75
2017,12235,677460,9833,11258.79,0.0,8564.5,1223.5,1223.5,1223.5,9833,3244.8900000000003,4916.5,7374.75
2018,19799,686885,9833,6914.0,29.9,13859.3,1979.9,1979.9,1979.9,9833,3244.8900000000003,4916.5,7374.75
2019,20228,696440,9833,5377.16,31.0,14159.599999999999,2022.8000000000002,2022.8000000000002,2022.8000000000002,9833,3244.8900000000003,4916.5,7374.75
2020,26716,705637,9833,3840.32,32.1,18701.199999999997,2671.6000000000004,2671.6000000000004,2671.6000000000004,9833,3244.8900000000003,4916.5,7374.75
2021,33204,715896,9833,2741.24,33.4,23242.8,3320.4,3320.4,3320.4,9833,3244.8900000000003,4916.5,7374.75
2022,39692,728287,9833,1642.17,34.7,27784.399999999998,3969.2000000000003,3969.2000000000003,3969.2000000000003,9833,3244.8900000000003,4916.5,7374.75
2023,46562,738550,9833,821.08,36.6,32593.399999999998,4656.2,4656.2,4656.2,9833,3244.8900000000003,4916.5,7374.75
2024,52286,749872,9833,0.0,37.5,36600.2,5228.6,5228.6,5228.6,9833,3244.8900000000003,4916.5,7374.75
2025,58011,760841,9833,0.0,39.6,40607.7,5801.1,5801.1,5801.1,9833,3244.8900000000003,4916.5,7374.75
2026,62591,770394,9833,0.0,39.6,43813.7,6259.1,6259.1,6259.1,9833,3244.8900000000003,4916.5,7374.75
2027,66789,781717,9833,0.0,39.5,46752.299999999996,6678.900000000001,6678.900000000001,6678.900000000001,9833,3244.8900000000003,4916.5,7374.75
2028,71369,792332,9833,0.0,39.4,49958.299999999996,7136.900000000001,7136.900000000001,7136.900000000001,9833,3244.8900000000003,4916.5,7374.75
2029,76330,802952,9833,0.0,39.3,53431.0,7633.0,7633.0,7633.0,9833,3244.8900000000003,4916.5,7374.75
2030,81292,810732,9833,0.0,39.2,56904.399999999994,8129.200000000001,8129.200000000001,8129.200000000001,9833,3244.8900000000003,4916.5,7374.75
2031,88711,822011,9833,0.0,39.1,62097.7,8871.1,8871.1,8871.1,9833,3244.8900000000003,4916.5,7374.75
2032,94217,833446,9833,0.0,39.0,65951.9,9421.7,9421.7,9421.7,9833,3244.8900000000003,4916.5,7374.75
2033,99723,845041,9833,0.0,39.0,69806.09999999999,9972.300000000001,9972.300000000001,9972.300000000001,9833,3244.8900000000003,4916.5,7374.75
2034,105229,856797,9833,0.0,38.9,73660.29999999999,10522.900000000001,10522.900000000001,10522.900000000001,9833,3244.8900000000003,4916.5,7374.75
2035,110735,868716,9833,0.0,38.8,77514.5,11073.5,11073.5,11073.5,9833,3244.8900000000003,4916.5,7374.75
2036,116241,880802,9833,0.0,38.7,81368.7,11624.1,11624.1,11624.1,9833,3244.8900000000003,4916.5,7374.75
2037,121747,893055,9833,0.0,38.6,85222.9,12174.7,12174.7,12174.7,9833,3244.8900000000003,4916.5,7374.75
2038,127253,905479,9833,0.0,38.6,89077.09999999999,12725.300000000001,12725.300000000001,12725.300000000001,9833,3244.8900000000003,4916.5,7374.75
2039,132759,918076,9833,0.0,38.5,92931.29999999999,13275.900000000001,13275.900000000001,13275.900000000001,9833,3244.8900000000003,4916.5,7374.75
2040,138264,930847,9833,0.0,38.4,96784.79999999999,13826.400000000001,13826.400000000001,13826.400000000001,9833,3244.8900000000003,4916.5,7374.75
