Load Profile, Charger Assignment
Kern_Residential_L2,Residential L2
Kern_Residential_MUD,Residential L2
Kern_Public_L2,Public L2
Kern_Workplace_L2,Workplace L2
Kern_Public_DCFC,DCFC
