Load Profile,PGE Residential EV Rate,PGE Medium Commercial Rate,PGE Large Commercial Rate,SCE Residential EV Rate,SCE Medium Commercial Rate,SCE Large Commercial Rate,SCE Commercial EV Rate,SDGE Residential EV Rate,SDGE Commercial Rate
LowAdoption_Kern_Residential L1_e19controlled_load,1,0,0,0,0,0,0,0,0
LowAdoption_Kern_Residential L2_e19controlled_load,1,0,0,0,0,0,0,0,0
LowAdoption_Kern_Residential MUD_e19controlled_load,0,1,0,0,0,0,0,0,0
LowAdoption_Kern_Public L2_e19controlled_load,0,1,0,0,0,0,0,0,0
LowAdoption_Kern_Work_e19controlled_load,0,1,0,0,0,0,0,0,0
LowAdoption_Kern_Fast_e19controlled_load,0,0,1,0,0,0,0,0,0
