Load Profile, Charger Assignment
Tuolumne_Residential_L2,Residential L2
Tuolumne_Residential_MUD,Residential L2
Tuolumne_Public_L2,Public L2
Tuolumne_Workplace_L2,Workplace L2
Tuolumne_Public_DCFC,DCFC
