year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,53,37924,9833,0.0,0.0,37.099999999999994,5.300000000000001,5.300000000000001,5.300000000000001,9833,3244.8900000000003,4916.5,7374.75
2012,150,38451,9833,0.0,0.0,105.0,15.0,15.0,15.0,9833,3244.8900000000003,4916.5,7374.75
2013,302,38986,9833,0.0,0.0,211.39999999999998,30.200000000000003,30.200000000000003,30.200000000000003,9833,3244.8900000000003,4916.5,7374.75
2014,460,39529,9833,0.0,0.0,322.0,46.0,46.0,46.0,9833,3244.8900000000003,4916.5,7374.75
2015,484,40079,9833,15603.57,0.0,338.79999999999995,48.400000000000006,48.400000000000006,48.400000000000006,9833,3244.8900000000003,4916.5,7374.75
2016,567,40636,9833,11258.79,0.0,396.9,56.7,56.7,56.7,9833,3244.8900000000003,4916.5,7374.75
2017,744,41201,9833,6914.0,29.9,520.8,74.4,74.4,74.4,9833,3244.8900000000003,4916.5,7374.75
2018,1204,41775,9833,5377.16,31.0,842.8,120.4,120.4,120.4,9833,3244.8900000000003,4916.5,7374.75
2019,1230,42356,9833,3840.32,32.1,861.0,123.0,123.0,123.0,9833,3244.8900000000003,4916.5,7374.75
2020,1625,42915,9833,2741.24,33.4,1137.5,162.5,162.5,162.5,9833,3244.8900000000003,4916.5,7374.75
2021,2019,43539,9833,1642.17,34.7,1413.3,201.9,201.9,201.9,9833,3244.8900000000003,4916.5,7374.75
2022,2414,44293,9833,821.08,36.6,1689.8,241.4,241.4,241.4,9833,3244.8900000000003,4916.5,7374.75
2023,2832,44917,9833,0.0,37.5,1982.3999999999999,283.2,283.2,283.2,9833,3244.8900000000003,4916.5,7374.75
2024,3180,45605,9833,0.0,39.6,2226.0,318.0,318.0,318.0,9833,3244.8900000000003,4916.5,7374.75
2025,3528,46272,9833,0.0,39.6,2469.6,352.8,352.8,352.8,9833,3244.8900000000003,4916.5,7374.75
2026,3807,46854,9833,0.0,39.5,2664.8999999999996,380.70000000000005,380.70000000000005,380.70000000000005,9833,3244.8900000000003,4916.5,7374.75
2027,4062,47542,9833,0.0,39.4,2843.3999999999996,406.20000000000005,406.20000000000005,406.20000000000005,9833,3244.8900000000003,4916.5,7374.75
2028,4340,48188,9833,0.0,39.3,3038.0,434.0,434.0,434.0,9833,3244.8900000000003,4916.5,7374.75
2029,4642,48834,9833,0.0,39.2,3249.3999999999996,464.20000000000005,464.20000000000005,464.20000000000005,9833,3244.8900000000003,4916.5,7374.75
2030,4944,49307,9833,0.0,39.1,3460.7999999999997,494.40000000000003,494.40000000000003,494.40000000000003,9833,3244.8900000000003,4916.5,7374.75
2031,5395,49993,9833,0.0,39.0,3776.4999999999995,539.5,539.5,539.5,9833,3244.8900000000003,4916.5,7374.75
2032,5730,50688,9833,0.0,39.0,4010.9999999999995,573.0,573.0,573.0,9833,3244.8900000000003,4916.5,7374.75
2033,6065,51393,9833,0.0,38.9,4245.5,606.5,606.5,606.5,9833,3244.8900000000003,4916.5,7374.75
2034,6400,52108,9833,0.0,38.8,4480.0,640.0,640.0,640.0,9833,3244.8900000000003,4916.5,7374.75
2035,6735,52833,9833,0.0,38.7,4714.5,673.5,673.5,673.5,9833,3244.8900000000003,4916.5,7374.75
2036,7069,53568,9833,0.0,38.6,4948.299999999999,706.9000000000001,706.9000000000001,706.9000000000001,9833,3244.8900000000003,4916.5,7374.75
2037,7404,54313,9833,0.0,38.6,5182.799999999999,740.4000000000001,740.4000000000001,740.4000000000001,9833,3244.8900000000003,4916.5,7374.75
2038,7739,55069,9833,0.0,38.5,5417.299999999999,773.9000000000001,773.9000000000001,773.9000000000001,9833,3244.8900000000003,4916.5,7374.75
2039,8074,55835,9833,0.0,38.4,5651.799999999999,807.4000000000001,807.4000000000001,807.4000000000001,9833,3244.8900000000003,4916.5,7374.75
2040,8409,56612,9833,0.0,0.0,5886.299999999999,840.9000000000001,840.9000000000001,840.9000000000001,9833,3244.8900000000003,4916.5,7374.75
