Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,5217006.822484923,6299289.819477136,7382343.948338847,8482692.942825574,9571302.614978896,10632397.432236975,15593275.422152799,20553370.52513938,25558436.056491192,30601540.26928048,39105658.58182796,38413065.73380704,37335773.55089128,36259994.470881484,35248642.21599394,34233385.9183044,32968627.511016153,28034146.825437397,23108352.94195177,18183793.753176227
Utility Bills (res),4430534.22339753,5350108.239583147,6269971.204996135,7189528.478868504,8109423.505731877,9029537.908281283,13243119.846080791,17456373.678466644,21669607.63050442,25883292.498928357,33416401.213314362,32890740.9170864,31971596.400198977,31053960.68708,30130036.49892538,29207415.135979634,28239013.102218613,24033044.961073674,19825621.43468211,15618425.570835417
Utility Bills (work),473077.58288382966,570956.8878964849,669021.3817477677,784165.6931299375,887590.8499847971,964006.7788881867,1413565.4573190366,1862922.45747013,2355135.444703226,2884020.9456321443,3510558.886633651,3379895.9444150073,3281474.5818621786,3181704.0114662326,3151420.3250320014,3116492.076424207,2897696.4866827526,2437696.5572635755,1987521.974404551,1537609.0078980525
Utility Bills (pub L2),124502.19866689845,150260.31330786296,176125.94924628394,202401.74505921203,228398.8927772888,253785.40020812285,372074.3282685316,490270.4881256577,609772.5815036395,730098.5872413304,960639.5343905078,943741.2083304598,918009.9830425803,892693.5337184783,869952.4471728561,846960.9542599423,817128.8503517752,700722.2523259674,584737.8769998479,469020.3763402991
Utility Bills (DCFC),188892.81753666484,227964.37868964145,267225.41234865994,306597.02576792054,345889.3664849334,385067.3448593816,564515.7904844399,743803.901076947,923920.3997799096,1104128.2374786476,1218058.947489441,1198687.6639751724,1164692.5857875452,1131636.2386167718,1097232.9448637057,1062517.7516406178,1014789.0717630129,862683.0547741803,710471.6558652613,558738.79810246
Incremental upfront vehicle cost,2489019.690205305,3110969.825934109,1863660.7225395134,931824.6868854898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,2760930.114317762,4838832.277026192,4843270.56300833,4847722.163848417,4852187.119491017,4856665.47000055,22270371.207940128,22291011.11480839,22311712.941397265,22332476.873465896,23221292.86381413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),1425882.0406767328,2498771.8560730624,2500820.762744401,2502875.816135756,2504937.034687281,2507004.436894463,11494814.183535567,11504342.466086173,11513899.333484432,11523484.871484885,11933801.155641995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),573713.4810130288,1005156.2259121325,1005738.0142262165,1006321.5479052427,1006906.8321853059,1007493.8723182093,4618319.089152075,4621024.650863974,4623738.3292610105,4626460.14869324,4742969.710861304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),344228.0886078173,603093.7355472791,603442.8085357301,603792.9287431459,604144.0993111831,604496.3233909258,2770991.453491244,2772614.790518386,2774242.9975566063,2775876.0892159436,2845781.826516784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),417106.50402018346,731810.4594937178,733268.977501982,734731.8710642721,736199.153307247,737670.8373969519,3386246.4817612437,3393029.2073398614,3399832.2810952123,3406655.76407183,3698740.1707940483,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),5926424.532339401,7550111.347905766,8986406.328824531,10355166.581789669,12920373.517660966,14161860.014992867,20094566.55422128,26338273.003244534,33037763.94526714,40521021.78255501,40905664.36417301,39780961.02341056,38482174.1734012,37149838.69781188,35937393.37747037,34785337.26181901,28452291.524445277,22179874.25292648,15355805.710421218,8311559.370437236
Avoided vehicle gasoline (gallons),2043594.6663239314,2451334.8532161578,2843799.4711470036,3215890.242791822,3579050.8359171655,3922952.9127404066,5550985.2359727295,7235789.286605641,8977653.245996505,10776867.495360374,10821604.3291463,10413864.142254073,10021399.524323229,9649308.75267841,9286148.159553066,8942246.082729824,7314213.7594975,5629409.708864589,3887545.749473726,2088331.500109858
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,163976.43467782426,461024.48474713456,771063.2844251103,1094520.6554382998,1431836.9561464074,1783465.42608844,3321566.3252315754,4926480.466670782,6600403.192231901,8345594.101171843,11679823.953104267,11572001.680675907,11453782.193467395,11324760.200008264,11184517.608255293,11032623.158528388,9412089.803973401,7714913.192209269,5938505.358062389,4080201.5612280197
Federal EV Tax Credit,4860961.502307043,8328352.643224289,8149073.036422984,7973652.677517602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,648.1282003076058,1134.8768535166964,1134.8768535166964,1134.8768535166973,1134.8768535166964,1134.8768535166964,5199.200000000001,5199.200000000001,5199.200000000001,5199.200000000001,5847.328200307603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,99656.94146346746,139038.20993680425,156132.72633871954,174006.86606943377,192688.4344985083,256404.19844730868,613759.6583941652,823606.8013004677,980640.4932759458,1145050.1553688787,1405188.8826417252,1137022.9176098178,1130635.09339036,1123245.534480703,1114808.7871824987,1105277.7649436356,1094603.6966102747,943787.9804493797,784889.8356383953,617602.6215955851
Distribution Cost,68215.38382905288,100180.87071972927,109529.76304516682,119317.06029320274,129558.83986094159,184469.7788703557,505786.61316330236,677947.9111093554,795591.1825281099,918846.7092556959,1123052.0903904447,853091.9197669585,848675.5846378546,843505.24964727,837545.9758755156,830761.5473912704,823114.4314089814,710255.0803956781,591238.3152566657,465826.8027236053
