Load Profile, Charger Assignment
BaseCase_Madera_Residential L1_uncontrolled_load,Residential L1
BaseCase_Madera_Residential L2_uncontrolled_load,Residential L2
BaseCase_Madera_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Madera_Public L2_uncontrolled_load,Public L2
BaseCase_Madera_Work_uncontrolled_load,Workplace L2
BaseCase_Madera_Fast_uncontrolled_load,DCFC
