year, total_population, BEV_population, PHEV_population, vehicle_miles_traveled, BEV_vmt, PHEV_vmt, bev_price, phev_price, new_vehicle_mpg
2019,42356,743.0357759773009,0,12000,12000,0,5377.16,5377.16,31.0
2020,42915,842.980506982459,0,12000,12000,0,3840.32,3840.32,32.1
2021,43539,1017.9844055859672,0,12000,12000,0,2741.24,2741.24,33.4
2022,44293,1192.9883041894755,0,12000,12000,0,1642.17,1642.17,34.7
2023,44917,1367.9922027929836,0,12000,12000,0,821.08,821.08,36.6
2024,45605,1542.9961013964917,0,12000,12000,0,0.0,0.0,37.5
2025,46272,1718.0,0,12000,12000,0,0.0,0.0,39.6
2026,46854,2520.0,0,12400,12400,0,0.0,0.0,39.6
2027,47542,3322.0,0,12800,12800,0,0.0,0.0,39.5
2028,48188,4124.0,0,13200,13200,0,0.0,0.0,39.4
2029,48834,4926.0,0,13600,13600,0,0.0,0.0,39.3
2030,49307,5728.0,0,14000,14000,0,0.0,0.0,39.2
