year, total_population, BEV_population, PHEV_population, vehicle_miles_traveled, BEV_vmt, PHEV_vmt, bev_price, phev_price, new_vehicle_mpg
2019,660874,17168.537929682734,0,12000,12000,0,5377.16,5377.16,31.0
2020,669601,19477.854601382827,0,12000,12000,0,3840.32,3840.32,32.1
2021,679336,23521.483681106263,0,12000,12000,0,2741.24,2741.24,33.4
2022,691094,27565.1127608297,0,12000,12000,0,1642.17,1642.17,34.7
2023,700832,31608.741840553135,0,12000,12000,0,821.08,821.08,36.6
2024,711577,35652.37092027657,0,12000,12000,0,0.0,0.0,37.5
2025,721986,39696.0,0,12000,12000,0,0.0,0.0,39.6
2026,731051,58221.2,0,12400,12400,0,0.0,0.0,39.6
2027,741795,76746.4,0,12800,12800,0,0.0,0.0,39.5
2028,751868,95271.59999999999,0,13200,13200,0,0.0,0.0,39.4
2029,761945,113796.79999999999,0,13600,13600,0,0.0,0.0,39.3
2030,769329,132322.0,0,14000,14000,0,0.0,0.0,39.2
