Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
CO2 emissions from EVs (metric tons),405.50795145825964,494.76171305513265,579.9773409242023,678.0222024421751,794.027071892376,906.4160606308484,1329.2953435148515,1780.082586468037,2217.6629684358154,2660.0429372400254,3618.343878014311,3563.5973312839706,3467.7357584273473,3371.8741855707062,3276.0126127140807,3180.151039857424,3084.2894670007818,2645.2330433351385,2206.176619669526,1767.1201960038984
NOX emissions from EVs (metric tons),0.057378590827627945,0.07277121922467915,0.08593083359913316,0.10289359958502427,0.12262520965280792,0.14208844970108842,0.20944477926963959,0.2819703366052479,0.3551263992527437,0.43107311828394546,0.5931188615586619,0.5841506461189461,0.5684472403497459,0.552743834580553,0.5370404288113539,0.5213370230421591,0.5056336172729577,0.43371031191780407,0.36178700656264784,0.28986370120749044
PM 10 emissions from EVs (metric tons),0.028105850492043248,0.03394415100801355,0.039711758540154865,0.046118303412149626,0.0537410146719617,0.061082481818488306,0.08944564429572716,0.1195894831843972,0.1485033073919457,0.17748396097387312,0.24057433981431378,0.23693364839646971,0.23055877314965045,0.22418389790282886,0.2178090226560079,0.21143414740918653,0.20505927216236444,0.17586165059434164,0.14666402902631584,0.11746640745829176
SO2 emissions from EVs (metric tons),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VOC emissions from EVs (metric tons),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
