Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,11785448.669774571,14232078.433194347,16678692.180099126,19106145.00356143,21539432.140355855,24010228.658475317,35227738.86667183,46436729.888032965,57593789.23946507,68709902.91856894,88241359.07107393,86914576.42409231,84498159.4473036,82050966.46961397,79523385.62097183,76995004.0181263,74469372.76163486,63309330.113092005,52114710.91763971,40931321.648541555
Utility Bills (res),10355266.765727151,12505042.533860087,14654821.23687704,16784295.766226802,18921636.88195915,21096641.16289732,30952919.13737528,40801720.22020605,50596362.01849285,60349777.28722563,77621018.01312096,76467751.33798465,74344238.76246695,72194598.46781373,69958939.81334005,67726071.84496549,65510505.33864492,55708655.240905344,45874225.98398343,36049948.82897211
Utility Bills (work),728726.3926896047,879957.6569399378,1031170.1060527284,1183888.3608709942,1335210.1842913437,1485221.1424468888,2178102.003717735,2871144.6623931252,3567800.3695040643,4264440.534269059,5302430.855321035,5211268.218840336,5059731.521136516,4907849.690584361,4762419.849721383,4613388.385583654,4453176.525319989,3758948.032272595,3065905.3735972033,2372717.6266089682
Utility Bills (pub L2),227147.63170193628,274302.39613691915,321456.6692326716,368554.2337684651,415663.9439445623,462911.31777179765,678962.8954739344,894999.7245196035,1110880.9295495425,1326547.8116085876,1773158.636341251,1746580.41325045,1699475.3071676847,1652294.9211293552,1604749.783396634,1557042.0773999775,1509352.3954177445,1293403.001303543,1077366.172257874,862566.9731363959
Utility Bills (DCFC),474307.8796558791,572775.8462574017,671244.1679366858,769406.6426951691,866921.1301607961,965455.0353593123,1417754.8301048777,1868865.2809141858,2318745.9219186176,2769137.285465666,3544751.566290684,3488976.454016875,3394713.8565324396,3296223.3900865214,3197276.174513755,3098501.7101771743,2996338.502252206,2548323.8386105197,2097213.387801208,1646088.2198240818
Incremental upfront vehicle cost,8868515.000663303,11084557.778501071,6640326.365849435,3320142.964779319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,9837346.900453996,17241027.38253584,17256841.241287023,17272702.54161446,17288611.425842866,17304568.03672396,79351261.8674666,79424803.64364678,79498566.04515551,79572549.73386873,82739450.98179156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),5080496.677740205,8903262.507735062,8910562.875675594,8917885.144719947,8925229.380571427,8932595.64913047,40957018.71688587,40990968.81303653,41025020.75947563,41059174.86175406,42521154.806366794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),2044172.9056900842,3581427.299507047,3583500.2434901614,3585579.4063052274,3587664.8066087333,3589756.463113147,16455470.993683646,16465111.144442465,16474780.21565358,16484478.294078317,16899608.40180785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),1226503.7434140486,2148856.379704228,2150100.1460940996,2151347.643783135,2152598.88396524,2153853.8778678887,9873282.596210187,9879066.686665483,9884868.129392143,9890686.97644698,10139765.041084722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),1486173.5736096585,2607481.195589503,2612677.9760271683,2617890.346806152,2623118.354697465,2628362.046612457,12065489.560686907,12089656.9995023,12113896.940634148,12138209.601589372,13178922.732532196,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),21116178.820190728,26901464.86549388,32019063.42599575,36896032.01065638,46036006.386955366,50459491.53174372,71598237.64790933,93845102.15836354,117715963.84973398,144379449.98232305,145750176.41092375,141742807.008222,137115162.97732094,132367980.61360657,128047976.23459451,123943141.93630953,101377951.35045096,79028784.87894754,54714037.429401726,29614777.269059435
Avoided vehicle gasoline (gallons),7281440.972479561,8734241.839446064,10132615.008226503,11458395.034365334,12752356.339876832,13977698.48524757,19778518.68726777,25781621.472077895,31988033.654819015,38398789.88891571,38558247.72775761,37105446.8607911,35707073.69201066,34381293.665871836,33087332.360360336,31861990.214989595,26061170.012969397,20058067.228159275,13851655.045418158,7440898.811321466
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,584257.1179401235,1642655.7711625763,2747341.184681734,3899837.7110024914,5101714.371347976,6354586.0832965365,11834971.604601786,17553418.46918015,23517748.869543333,29736013.95298342,41616115.06375482,41231943.956305474,40810727.1204375,40351020.48291648,39851334.361418255,39310132.15666037,33536030.111883067,27488841.473171737,21159345.09578295,14538046.278516049
Federal EV Tax Credit,17319875.0377507,29674381.700514454,29035598.532793008,28410566.07905382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,2309.316671700093,4043.629079723436,4043.629079723436,4043.629079723436,4043.6290797234324,4043.6290797234324,18525.199999999997,18525.199999999997,18525.199999999997,18525.199999999997,20834.516671700105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,661485.3344434514,873745.6430588642,1009681.292137949,1151581.102539343,1299649.208258145,2521513.113839413,5902605.459756235,9622335.343100907,11986291.756743904,14455660.706705097,18366739.24939723,17496989.630275644,17387644.401654486,17263704.745952256,17124549.92594841,16969538.197318517,16798006.172693733,14531625.524986604,12150512.070164429,9650549.651170721
Distribution Cost,382283.6110805728,528725.3325212051,595926.8241145905,666076.7733609276,739276.0974761253,1883045.9117124365,4944361.760580261,8329760.180341142,10344325.503552513,12448723.464631552,15808620.844106369,14921914.526825748,14828985.991626456,14723626.029079324,14605305.785884837,14473478.508865187,14327579.004196217,12396454.553327333,10367561.404777791,8237391.9210872
Transmission Cost,279201.7233628785,345020.31053765916,413754.4680233585,485504.3291784155,560373.1107820197,638467.2021269768,958243.6991759733,1292575.1627597648,1641966.2531913915,2006937.2420735445,2558118.4052908616,2575075.1034498964,2558658.410028028,2540078.7168729324,2519244.1400635755,2496059.6884533297,2470427.1684975154,2135170.9716592706,1782950.6653866381,1413157.7300835222
Cumulative personal light-duty EV population,19477.854601382827,23521.483681106263,27565.1127608297,31608.741840553135,35652.37092027657,39696.0,58221.2,76746.4,95271.59999999999,113796.79999999999,132322.0,128278.37092027656,124234.74184055312,120191.11276082968,116147.48368110624,112103.8546013828,93578.6546013828,75053.45460138281,56528.25460138281,38003.05460138281
Cumulative personal light-duty LDV population,669601.0,679336.0,691094.0,700832.0,711577.0,721986.0,731051.0,741795.0,751868.0,761945.0,769329.0,759594.0,747836.0,738098.0,727353.0,716944.0,707879.0,697135.0,687062.0,676985.0
EV sales as % of total personal light-duty vehicles,0.0034487951357600917,0.005952325623437351,0.0058510551093243985,0.005769755204847148,0.00568263038254951,0.005600702894132895,0.025340502919768932,0.02497347649957198,0.02463889938127437,0.0243130409675239
Peak Demand 5-9 PM,10.117709270041214,12.219020889721179,14.320636454938281,16.493874417586742,18.6740237898376,20.621414015136615,30.244948348903662,39.86848268267029,49.53016203372691,60.76391144811925,76.24482920906755,74.58429359412341,72.47702434400479,70.38967008616575,68.68811745161823,68.6446795677375,63.95879484193348,54.457767853587235,44.83423351982064,35.2147735491601
Energy Supply Cost,5071647.543845007,6315248.101804232,7222113.933491653,8349818.139448249,9824162.71907317,12082623.384390902,19062310.25999017,27114022.955427967,35880577.28705352,44828165.198860005,61116697.6024306,61537804.013755545,61692498.0406322,61766815.673133224,61791564.30400562,61738773.49744249,61638702.17419877,54032997.37366481,45950720.13504233,37329761.53196744
Energy Cost,3091441.4897751873,4100650.396312331,4875438.421054429,6020281.002310046,7434115.377625935,9481140.185084222,15271971.274314217,22591099.653206687,30745712.478644826,38921784.53647315,54162714.83785152,55072834.796009645,55275561.14030874,55402675.33621918,55452131.097644255,55421166.82793855,55279681.61385734,48430844.83192366,41107849.94689823,33311492.836518142
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,1980206.0540698299,2214597.705491917,2346675.512437219,2329537.1371382144,2390047.341447252,2601483.199306636,3790338.985676002,4522923.302221337,5134864.8084085975,5906380.662386934,6953982.7645791,6464969.217745957,6416936.900323434,6364140.3369141165,6339433.206361386,6317606.66950397,6359020.560341392,5602152.541741167,4842870.188144258,4018268.6954493625
