Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
CO2 emissions from EVs (metric tons),106605.51701458207,129751.65191780655,150598.85171456204,176768.0288450368,207874.61207349988,237270.1754185095,347594.4758768204,466605.17171179096,582584.411730945,699453.0143040058,920266.5849612149,905846.21862062,880596.0598227007,855345.9010247929,830095.7422268885,804845.5834289727,779595.4246310622,663917.709467407,548239.9943037519,432562.2791401008
NOX emissions from EVs (metric tons),15.211975229346814,19.20301240843767,22.52656828518149,27.03513188500125,32.27185710826528,37.36147335109017,55.015642332243225,74.15946738070646,93.48181287805362,113.574720977588,150.90638266419145,148.54117156047488,144.39967095301338,140.2581703455511,136.11666973808926,131.97516913062697,127.83366852316482,108.86034912924065,89.88702973531478,70.91371034139003
PM 10 emissions from EVs (metric tons),7.372801440184472,8.886936457984604,10.284811435027,11.997172360357798,14.048028586585842,15.968333941257967,23.357670473557036,31.316261314643544,38.98826414470332,46.64074169932445,61.179060534032686,60.22046700849896,58.541963274911865,56.86345954132495,55.18495580773748,53.50645207415052,51.82794834056357,44.13827484785371,36.44860135514371,28.758927862433975
SO2 emissions from EVs (metric tons),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VOC emissions from EVs (metric tons),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
