Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,43580984.12666839,52628295.52002892,61675550.415170416,70647723.03952104,79644607.76270977,88787010.47662415,130266826.60845329,171715581.73440182,212961829.91201153,254046485.35474318,327114792.4245476,322234975.5476032,313299755.79676217,304250702.24223924,294871951.22727144,285485746.16784,276177519.14084405,234858251.75619987,193460169.77055264,152062301.53896272
Utility Bills (res),38233297.26855901,46170616.167811304,54107947.21844621,61967454.812910706,69858130.2748844,77892495.10972415,114282622.89909746,150645468.10706097,186801275.35306984,222797864.4544397,287902690.2005149,283662874.83142054,275823023.74680394,267886338.44780582,259607694.6990768,251333814.1665509,243170281.68776223,206928194.31601453,170616022.2483523,134304594.36034724
Utility Bills (work),2698733.263826709,3258797.956833084,3818793.493629066,4384205.507653269,4944565.385018052,5500306.030635532,8066255.313801657,10632804.680127047,13212337.393243475,15791520.982086604,19570357.127665758,19233286.61282224,18672085.450555008,18109629.441640347,17570544.19504781,17018224.230202843,16425719.402356397,13854850.77149098,11288301.4051656,8721218.6915597
Utility Bills (pub L2),865087.4199493842,1044676.2225718081,1224263.4299561973,1403446.9910965818,1582808.198922394,1762992.7617774461,2585807.7865346177,3408569.1643717685,4230268.44280056,5050745.358036696,6473111.076186822,6372179.420352892,6192798.14616852,6013136.9856002275,5831797.54399097,5650025.30457989,5468813.35649358,4646441.911689053,3823680.5338519015,3000898.221729906
Utility Bills (DCFC),1783866.1743332963,2154205.1728127245,2524546.273138944,2892615.7278604805,3259103.9038849105,3631216.5744870175,5332140.609019556,7028739.782842023,8717948.722897664,10406354.560180191,13168634.020180129,12966634.683007501,12611848.453234691,12241597.367192868,11861914.789155882,11483682.466506375,11112704.69423185,9428764.757005312,7732165.583182849,6035590.265325876
Incremental upfront vehicle cost,32889867.312894188,41108306.69280513,24626383.681007065,12313116.859278442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,36482887.410422556,63940254.13580158,63998901.57745242,64057724.96142827,64116724.81555601,64175901.66924603,294278848.4100748,294551582.4371717,294825134.66634977,295099507.5522155,306844306.7747973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),18841583.016094286,33018732.280361567,33045806.50111684,33072961.94453438,33100198.85428217,33127517.474759143,151891526.5953269,152017432.53511286,152143716.1927182,152270378.70129636,157692291.02905843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),7581040.977856116,13282118.670685442,13289806.412381373,13297517.217302414,13305251.154638207,13313008.293785984,61026087.55175947,61061838.62108146,61097696.9436113,61133662.841108836,62673218.193436354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),4548624.586713667,7969271.202411268,7973883.8474288285,7978510.3303814465,7983150.692782922,7987804.97627159,36615652.53105568,36637103.17264887,36658618.16616679,36680197.70466531,37603930.91606179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),5511638.829758486,9670131.9823433,9689404.816525387,9708735.46921003,9728124.113852708,9747570.924429309,44745581.731932715,44835208.10832851,44925103.36385349,45015268.30514504,48874866.636240765,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),78311681.2115079,99767053.43368128,118746232.87950465,136833009.4849053,170729613.87213847,187134597.05836144,265528894.59507978,348032721.9130888,436559253.17659515,535442426.0445231,540524608.6875471,525662773.0135374,508500612.21456176,490895146.2248291,474873901.05040365,459650637.8835961,375966293.8229901,293083090.0836806,202910411.32754788,109828321.624035
Avoided vehicle gasoline (gallons),27004028.003968243,32391900.465480935,37577921.7973116,42494723.44251717,47293521.848237805,51837838.52032173,73350523.36880657,95613385.14095846,118630231.84146607,142404900.54375616,142995928.22421882,137608055.76270613,132422034.43087547,127505232.7856699,122706434.37994926,118162117.70786533,96649432.85938048,74386571.08722858,51369724.38672098,27595055.684430905
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,2166782.046850843,6091970.341173944,10188818.197936585,14462978.846751656,18920271.17610679,23566684.28619171,43891025.3369741,65098231.1187964,87217310.69875577,110278122.23637189,154336464.69049853,152911690.84116665,151349528.09355396,149644620.9266792,147791444.67286465,145784300.66735378,124370709.39196736,101944360.49894094,78471056.83127564,53915586.73175159
Federal EV Tax Credit,64232669.3730487,110050721.7554574,107681723.83117162,105363721.94830883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,8564.355916406494,14996.245017876994,14996.245017876994,14996.245017876994,14996.245017876994,14996.245017876965,68701.79999999999,68701.79999999999,68701.79999999999,68701.79999999999,77266.15591640654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,2422317.008513192,3202229.519143145,3698761.1939165816,4217078.140072358,4757925.997239007,9229473.858310929,21634111.71691211,35245235.10484103,43893179.64333263,52926749.523268856,68121572.0603742,64910724.23490262,64531711.87777827,64099798.1665472,63612723.66240465,63068152.34199891,62463669.27705708,54196275.21900683,45509709.698690936,36388927.598229825
Distribution Cost,1404638.7509649936,1944645.3458875304,2190643.9767352277,2447435.7689580643,2715390.1414835164,6902288.4027966475,18141370.070326827,30533885.757194087,37908331.64453158,45611615.58148383,58621570.53096794,55344820.827384695,55021455.74341038,54652975.69895892,54237453.892993964,53772898.21267137,53257249.258483365,46207127.4073601,38799557.053848766,31021708.522670142
Transmission Cost,1017678.2575481986,1257584.1732556147,1508117.2171813536,1769642.3711142936,2042535.8557554898,2327185.455514281,3492741.6465852815,4711349.347646941,5984847.998801053,7315133.941785022,9500001.529406259,9565903.407517923,9510256.134367893,9446822.467588281,9375269.769410687,9295254.129327545,9206420.018573714,7989147.81164673,6710152.644842174,5367219.07555968
Cumulative personal light-duty EV population,72235.77491061506,87232.01992849205,102228.26494636905,117224.50996424604,132220.75498212304,147217.0,215918.8,284620.6,353322.39999999997,422024.19999999995,490726.0,475729.75498212304,460733.50996424607,445737.2649463691,430741.01992849214,415744.7749106152,347042.9749106152,278341.1749106152,209639.3749106152,140937.57491061522
Cumulative personal light-duty LDV population,2506943.0,2543393.0,2587413.0,2623874.0,2664099.0,2703069.0,2737009.0,2777236.0,2814948.0,2852677.0,2880320.0,2843870.0,2799850.0,2763389.0,2723164.0,2684194.0,2650254.0,2610027.0,2572315.0,2534586.0
