Load Profile, Charger Assignment
LowAdoption_Los Angeles_Residential L1_uncontrolled_load,Residential L1
LowAdoption_Los Angeles_Residential L2_uncontrolled_load,Residential L2
LowAdoption_Los Angeles_Residential MUD_uncontrolled_load,Residential L2
LowAdoption_Los Angeles_Public L2_uncontrolled_load,Public L2
LowAdoption_Los Angeles_Work_uncontrolled_load,Workplace L2
LowAdoption_Los Angeles_Fast_uncontrolled_load,DCFC
