Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
CO2 emissions from EVs (metric tons),533.5855580586848,650.6911225650464,762.792072699867,891.5118777390405,1044.5670731495607,1192.185027539325,1747.988293896001,2343.0401007737473,2916.810184711644,3497.8458167306276,4522.162776089741,4450.269263719457,4324.383238287525,4198.497212855609,4072.6111874236735,3946.7251619917624,3820.839136559804,3243.3240355997236,2665.8089346396355,2088.2938336795414
NOX emissions from EVs (metric tons),0.07641875453232898,0.09643312854689272,0.11389055558634104,0.1362241381209024,0.16218543158855395,0.187754326803926,0.2765342839702791,0.3725036445845599,0.4683216589011669,0.5684995396281122,0.7423593514925692,0.7305554467305728,0.7098867298175582,0.6892180129045383,0.6685492959915209,0.647880579078503,0.6272118621654836,0.5323919955934584,0.4375721290214362,0.34275226244941753
PM 10 emissions from EVs (metric tons),0.03686743901560897,0.04455044876273784,0.052119343346957024,0.060522256711320374,0.07058865909667521,0.08023074741846929,0.11747766798558884,0.15723897301938097,0.19516517911116993,0.23317550316490204,0.3005301372314919,0.2957525305780023,0.28738690907953107,0.27902128758106176,0.27065566608259306,0.26229004458412347,0.253924423085654,0.2155462732655627,0.17716812344547098,0.1387899736253794
SO2 emissions from EVs (metric tons),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VOC emissions from EVs (metric tons),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
