Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,12212669.341504194,14744136.543671971,17279094.681245502,19951426.648590777,22530564.934371755,24888913.91019036,36500366.59646109,48107597.763093255,60066031.28952466,72330520.49596623,92271306.36506374,90177495.01118731,87643226.36601919,85110187.2981222,83156441.23465341,81174175.24299587,77404024.75540712,65775624.15734143,54237454.445652,42706953.777536675
Utility Bills (res),7521052.781625847,9082274.435629318,10644151.783292364,12195577.41845591,13755413.883543147,15327736.233250683,22481546.61788926,29633909.319078058,36762411.212667406,43881652.29442599,56972171.62838113,56101939.95079889,54539338.18188708,52981213.46991729,51377067.14649947,49787680.16623984,48128007.13511655,40979296.363974445,33821430.183251604,26664135.81555733
Utility Bills (work),3828834.4637500322,4620487.449071661,5414191.40155784,6367758.289034156,7211410.401867949,7802315.724414878,11440151.491228651,15075860.903143939,19114602.474266645,23494982.121797197,28945182.586967554,27770751.353506446,26971174.7668418,26162893.77960567,26027635.996299937,25847534.31106239,23882270.56652245,20141700.32736602,16496781.900197826,12856200.064471422
Utility Bills (pub L2),319980.91586531396,386210.1873518684,452736.76861730404,515590.5908545164,580989.009281588,652313.6349419202,956348.598192086,1260137.8378516694,1555558.6558262422,1843017.091913918,2496046.25471657,2470224.121456755,2402134.48398357,2336065.2754590213,2259936.758031773,2184249.598189003,2135199.06704411,1833371.8505776944,1535648.6039546554,1238993.7444973267
Utility Bills (DCFC),542801.1802629996,655164.4716191245,768014.7277779937,872500.3502461934,982751.6396790679,1106548.3175828764,1622319.8891510863,2137689.7030195873,2633458.946764368,3110868.9878291157,3857905.8949984885,3834579.5854252195,3730578.933306747,3630014.773140208,3491801.333822224,3354711.1675046324,3258547.986724021,2821255.6154232686,2383593.758247916,1947624.1530105933
Incremental upfront vehicle cost,6024272.143109777,7529602.49136642,4510691.264992191,2255331.8985609217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,11441481.194057537,20050841.205143724,20067621.802252956,20084452.74115349,20101334.172870755,20118266.248883136,92246676.47217047,92324714.41211566,92402986.46588066,92481493.33580701,95841995.08680514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),3451118.3221297986,6047875.693295948,6052834.742608636,6057808.669069261,6062797.517309269,6067801.3320939895,27821730.590400744,27844792.582171947,27867923.75991846,27891124.331198215,28884229.271988057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),5590053.287348936,9793872.814419307,9799541.545912154,9805227.283599462,9810930.078499854,9816649.981784925,44999818.69872617,45026181.05787969,45052622.50411063,45079143.27468031,46214369.98822552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),902441.5053065283,1581093.5730125797,1582008.716092369,1582926.6046013988,1583847.2467759587,1584770.6508770338,7264636.316956882,7268892.177474663,7273160.805574,7277442.239557633,7460709.849287666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),1497868.0792722735,2627999.124415889,2633236.797639793,2638490.183883369,2643759.3302856777,2649044.284127187,12160490.86608668,12184848.594589366,12209279.396277577,12233783.49037084,13282685.97730389,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),14343958.128941024,18273831.11895512,21750152.2894492,25063016.50461884,31271687.631606497,34276506.17577261,48635863.83523151,63747955.78424776,79963213.32926348,98075473.41768038,99006675.67323908,96284523.51629347,93141024.44000423,89916323.4258687,86981800.14596163,84193439.23069601,68865110.34180711,53683524.53337309,37166737.53980296,20117038.136700746
Avoided vehicle gasoline (gallons),4946192.458255526,5933062.051608805,6882959.585268734,7783545.498328831,8662517.349475484,9494877.057000723,13435321.501445169,17513174.666002132,21729134.056865074,26083902.50470223,26192242.24159764,25205372.648244362,24255475.114584435,23354889.20152434,22475917.350377683,21643557.642852444,17703113.198407996,13625260.033851037,9409300.642988091,5054532.195150941
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,396878.60704492684,1115835.672848621,1866234.7603018675,2649111.343137399,3465531.237993707,4316591.438333613,8039367.051326292,11923855.561034495,15975370.511517016,20199380.973729234,28269407.222575247,28008446.690247525,27722321.50140166,27410050.716048494,27070622.412533112,26702992.79911649,22780697.256270178,18672896.461023856,14373326.573314661,9875537.928659126
Federal EV Tax Credit,11765176.098169768,20157439.101027112,19723521.62527115,19298944.838817168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,1568.6901464226357,2746.7870348332945,2746.7870348332945,2746.7870348332945,2746.7870348332945,2746.787034833291,12584.0,12584.0,12584.0,12584.0,14152.690146422636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,290022.78349020996,415373.53630253975,459951.8586362269,506564.8614934671,555285.1711863696,787621.2741284579,2036646.4676460973,2773587.7751492504,3287675.0901175025,3825994.7517242082,4830579.045629905,3868677.5140945506,3851707.3794857385,3831542.61256093,3808035.712554626,3781033.8337844107,3750378.6206910233,3260810.6860749032,2744781.5835178355,2201282.3975811824
Distribution Cost,210336.28681022482,316892.243838242,341839.8069633239,367957.25567904126,395287.49256776646,605308.3634817817,1762994.9131064396,2404422.7553179897,2818676.4158729967,3252692.347997344,4084206.170055506,3117024.544619985,3104301.066634377,3088993.274546988,3070979.9059352432,3050135.246067474,3026328.991861375,2632118.530104349,2216306.090621247,1778057.954394979
Transmission Cost,79686.49667998512,98481.29246429776,118112.05167290302,138607.6058144259,159997.67861860318,182312.91064667623,273651.55453965755,369165.01983126055,468998.67424450564,573302.403726864,746372.8755743991,751652.9694745658,747406.3128513612,742549.3380139422,737055.8066193827,730898.5877169366,724049.6288296484,628692.1559705542,528475.4928965888,423224.44318620325
