Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,151082.49153765832,182447.15214592344,213811.71751937876,244911.64634026488,276109.2739417027,307807.81393805967,451877.12075402006,595847.5528920454,739108.941725831,881808.6612664755,1155176.5195157747,1139960.1348581277,1109649.5266789906,1078965.1487078094,1045996.9173102314,1012992.9997077342,983829.3300825292,844324.7757345607,704152.0477657592,564154.5982859025
Utility Bills (res),133295.02190002057,160967.17957992924,188639.31257031416,216136.3337008343,243675.1815055209,271557.4067434595,398676.46487733326,525696.8876769518,652235.7366401867,778443.2325942944,1011397.0399280817,997468.4906935401,970604.5423957907,943404.1832061989,914381.1671350454,885316.1888809486,858314.22556065,733716.0693526379,608381.556753879,482899.3316574799
Utility Bills (work),10487.247724223505,12663.73245187664,14839.976490782832,17030.13719567302,19206.184449837812,21374.393997678988,31364.978247379673,41358.025615522725,51383.97613399413,61396.36494866275,79815.13695274807,78696.2735031579,76720.82608075667,74744.49444158823,72972.34057291335,71177.4051832194,69422.36082799929,61336.184156419244,53257.691435393805,45177.625172173306
Utility Bills (pub L2),3593.390343353597,4339.360213925228,5085.322023172104,5828.6492702636915,6573.336531320965,7323.150629702257,10747.537444787093,14171.759515963597,17589.14534802582,20998.794349853684,23605.867831531377,23187.788696808308,22442.299291146446,21696.03074710442,20942.507485796064,20187.45020373907,19438.776566561748,16015.885374452875,12788.902624522863,9883.873820884537
Utility Bills (DCFC),3706.831570060647,4476.8799001923235,5247.106435109678,5916.526173493871,6654.57145502304,7552.862567218911,11088.14018452002,14620.880083607171,17900.08360362431,20970.26937366462,40358.47480341354,40607.58196462138,39881.858911296884,39120.440312918,37700.90211647652,36311.955439827216,36653.967127318196,33256.6368510507,29723.89695196353,26193.767635364715
Incremental upfront vehicle cost,114386.32810206582,142968.90322935683,85647.09540797338,42823.28692984209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,126882.34615660117,222375.20203190122,222579.16957726114,222783.74902525707,222988.942211597,223194.75097749545,1025451.390056329,1026401.765826498,1027354.9927239779,1028311.0793021499,1069159.699380115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),65528.37311071598,114834.5023166151,114928.6626447477,115023.10545386471,115117.83159140909,115212.84190736586,529284.989140332,529723.724107753,530163.7752800764,530605.1466059167,549462.6538800257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),26365.793221315016,46193.33880863584,46220.075691932805,46246.89278587957,46273.79033110822,46300.76856897246,212653.0216077486,212777.60067257186,212902.55347458957,213027.88113501348,218382.48196593314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),15819.475932789011,27716.003285181527,27732.045415159657,27748.13567152776,27764.27419866493,27780.461141383486,127591.81296464911,127666.56040354312,127741.53208475374,127816.72868100807,131029.48917955981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),19168.70389178117,33631.35762146876,33698.38582542097,33765.61511398502,33833.046090414755,33900.679359773676,155921.56634359935,156233.88064263007,156547.13188455816,156861.32288021164,170285.07435459614,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),272357.0021145116,346975.76610068686,412982.68022243615,475885.94290246035,593773.5608152244,650827.7827552597,923998.9934352667,1211486.86657894,1519954.5892718644,1864497.2940834498,1882812.16064731,1831155.9384449057,1771483.9343386227,1710262.389704085,1654558.3295157573,1601629.5384057318,1310020.9929511861,1021203.086271147,706984.92151549,382628.1371721831
Avoided vehicle gasoline (gallons),93916.20762569366,112654.46951321002,130690.72158937852,147790.66549765848,164480.21075213974,180284.70436433787,255248.34072797422,332826.0622469616,413031.13838909357,495876.9399158111,498098.4551977011,479360.19331018475,461323.9412340163,444223.99732573633,427534.4520712551,411729.958459057,336766.3220954206,259188.60057643327,178983.52443430127,96137.7229075837
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,7535.762907732337,21187.015186296823,35435.27525587081,50300.204253155876,65802.03945309765,81961.6101029783,152780.8063678242,226676.37784903354,303749.40856513404,384103.94126586406,537491.4273057919,532552.3449365626,527135.7970922713,521223.16580788186,514795.2450211866,507832.22370762593,433210.121040526,355058.8550597993,273259.25967733684,187688.63361219715
Federal EV Tax Credit,223392.18105925902,382740.91673376167,374501.875473348,366440.19126550684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,29.785624141234536,52.15482892025392,52.15482892025392,52.15482892025392,52.15482892025392,52.154828920253806,239.39999999999998,239.39999999999998,239.4000000000001,239.4000000000001,269.18562414123437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,8065.1751077716435,10692.89961656122,12331.3134502639,14041.612506366211,15826.257185461283,30873.939712871652,72884.68617798874,118699.28427282648,147747.90602544296,178091.9046947914,225856.62409837724,214541.54589518692,213198.79106858393,211676.99142134198,209968.53244885374,208065.54194752977,205959.88223370782,178096.84517595207,148823.57703876315,118089.48756728256
Distribution Cost,4782.015078351747,6635.772464078702,7465.934701871896,8332.520211279028,9236.775656899856,23366.142222014758,61609.68090355416,103485.59524962008,128418.11165956207,154462.45383954767,194787.38540031455,183249.88954388068,182076.6215820018,180749.19480686515,179261.0623948777,177605.45606663937,175775.37941105806,151837.14013188225,126687.95222100033,100284.38124201384
Transmission Cost,3283.160029419896,4057.1271524825193,4865.378748392003,5709.092295087183,6589.481528561427,7507.797490856893,11275.005274434576,15213.689023206407,19329.794365880884,23629.450855243726,31069.238698062683,31291.65635130624,31122.16948658214,30927.796614476825,30707.470053976052,30460.085880890405,30184.502822649763,26259.705044069808,22135.624817762804,17805.10632526872
Cumulative personal light-duty EV population,251.22585539873052,303.38068431898444,355.53551323923836,407.6903421594923,459.8451710797462,512.0,751.4,990.8,1230.2,1469.6000000000001,1709.0,1656.845171079746,1604.690342159492,1552.535513239238,1500.380684318984,1448.2258553987303,1208.8258553987303,969.4258553987303,730.0258553987302,490.6258553987301
Cumulative personal light-duty LDV population,14153.0,14359.0,14608.0,14814.0,15041.0,15261.0,15452.0,15679.0,15892.0,16105.0,16261.0,16055.0,15806.0,15600.0,15373.0,15153.0,14962.0,14735.0,14522.0,14309.0
EV sales as % of total personal light-duty vehicles,0.002104544912120012,0.0036322048137233734,0.0035702922316712704,0.003520644587569456,0.003467510732016084,0.0034175236826062385,0.015493140046595908,0.015268830920339305,0.015064183236848735,0.014864948773672778
