Type,Hour,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
avg_weekday,0,0.02472276620525576,0.029870862663614307,0.035024469269181076,0.0374026031752203,0.04169844565412012,0.05041152081946668,0.07393709392209344,0.09746266702472081,0.11405070441726724,0.12471908839965376,0.20655297106804238,0.2384834301276055,0.23308635256709861,0.22847432345131974,0.1895999764392642,0.15143172198036145,0.20774547952712172,0.18928203433016222,0.16575646122753573,0.14244681290713335
avg_weekday,1,0.020326975711923156,0.024566013948883893,0.028811802159146135,0.029657614667761352,0.032852635133520554,0.041458800088287076,0.06080640191361354,0.08015400373893984,0.09100307021654169,0.09460051510184925,0.1598835974413903,0.18940530559338417,0.1849435082734857,0.1811960346423579,0.14645757200534648,0.11258407825246146,0.16374572396725212,0.1489417210938037,0.12959411926847764,0.1104281496247848
avg_weekday,2,0.016864513606115916,0.020368719798799072,0.02387402341059711,0.026826554713774077,0.030161023189405643,0.03437524231443799,0.05041715620322804,0.066459070092018,0.08111928145811559,0.09460051510184925,0.11370142250915702,0.1441249316869469,0.1403766350758511,0.13736969503840324,0.10157062795781116,0.06591218860192075,0.12168861456945787,0.11057486465360866,0.09453295076481834,0.07873003986182973
avg_weekday,3,0.016757980976609035,0.02023752377448009,0.023717265283576767,0.0270969155318076,0.03054572368206482,0.03415382952211696,0.050092416577140766,0.06603100363216485,0.08171940386436706,0.09719432493901459,0.08794139809951292,0.12277867501572909,0.1190186500962231,0.1161035342047646,0.0757040178336794,0.03532996512287294,0.09972890528911729,0.08944470577615918,0.07350611872113502,0.05784891017088911
avg_weekday,4,0.01678775414335583,0.020285465652362767,0.023787605622653592,0.025059120361123118,0.02787188215658233,0.034234738567236515,0.05021108349237979,0.06618742841752329,0.07658813132529095,0.08223125608697014,0.1264716365017298,0.14907497323860136,0.1454032972420032,0.1422839384292335,0.11511817134258326,0.08851988519903024,0.12809680452284813,0.11566203716986592,0.09968569224472233,0.0838565436328635
avg_weekday,5,0.02861716013771608,0.03454896190289934,0.04047753181731598,0.04803399173765265,0.05446566357394196,0.058306508649329625,0.08551644021439878,0.1127263717794683,0.14400535617653798,0.17875637783289963,0.2213268622682319,0.22438611685523657,0.21839501015645227,0.21256104809305595,0.19940772520375397,0.18584025988360525,0.19351988604501166,0.16747925185712959,0.14026932029206024,0.11313966162023179
avg_weekday,6,0.06290497563941759,0.07587426515368668,0.08881184541343608,0.11772144364549632,0.1355952007408017,0.1280491005743853,0.18780584719340693,0.24756259381242832,0.3472427902509362,0.4809888273201296,0.41529463333322036,0.37747945812833733,0.36464327733550556,0.3511984843849616,0.3613977301660113,0.3675336238013119,0.3151979305714591,0.25250416723344393,0.19274742061442324,0.13305779225816095
avg_weekday,7,0.1210265579244053,0.1459450344457795,0.17079054338222327,0.2323899778061112,0.26859434420949485,0.24630393923718535,0.3612467386964677,0.4761895381557511,0.6830019750278511,0.9682048426130692,0.7819828012674404,0.6716911487870771,0.647278108658234,0.6208656301847676,0.675448188336365,0.7206803849836855,0.557014333538095,0.43129971833853575,0.3163569188792506,0.20136790250356731
avg_weekday,8,0.17226633990850757,0.20778699152149163,0.2432222297640328,0.3216803617465664,0.3704118917817973,0.35067143413502655,0.5143194718185234,0.6779675095020251,0.9491550166686851,1.3121036929097891,1.3267753890974272,1.1201873036845604,1.0858220914063426,1.0474206897040483,1.1791021512612452,1.2998383980122927,0.965553462557957,0.7779337127341506,0.6142856750506503,0.4500154078482233
avg_weekday,9,0.19430463918792343,0.2343606783085608,0.2743172634060588,0.36436904843951545,0.4198076324882506,0.3955184805629183,0.5800953149188018,0.7646721492746835,1.074466298331034,1.4911057502375844,1.6438951183366626,1.4101350012693503,1.3713782054613506,1.3280604850098616,1.4766254180675784,1.6124459102848085,1.2356702945825264,1.0241109140955198,0.8395340797396363,0.6542792182974977
avg_weekday,10,0.193770693104218,0.233829388975024,0.2738286797048119,0.3437504644920038,0.3929973482488189,0.3946218508404889,0.5787802544936651,0.7629386581468459,1.0218909414491435,1.3446632702584635,1.6803631623451516,1.4900887019479867,1.4511223444547199,1.4084804043221344,1.5226799511116063,1.6292670828233495,1.311589478001111,1.1049397209629863,0.9207813173098092,0.7358992026039745
avg_weekday,11,0.17444904647139647,0.21056148619110177,0.24663743552733527,0.30109366751068845,0.3428500716016661,0.3553538062973428,0.5211869692618799,0.6870201322264202,0.8987964122850219,1.1497749885399455,1.5558889549191057,1.4086533363249487,1.37339345260484,1.3353296788766482,1.4178499120512777,1.495694119875624,1.2451379357392662,1.061829773227606,0.8959966102630628,0.7295359287315542
avg_weekday,12,0.16119127044157736,0.19459169473122145,0.22796985400870518,0.27256294658471286,0.3094070983282968,0.328402409421788,0.4816581486723239,0.6349138879228596,0.8162023295876258,1.0214104870386858,1.4791912901168884,1.382547321166278,1.3496695009306852,1.3150736149236641,1.3543748345181421,1.390822925387003,1.225995014088718,1.062028188552533,0.9087724493020017,0.7551313965629942
avg_weekday,13,0.16785517370924943,0.2025850067130143,0.23727351199084518,0.29277887945421277,0.333900868158332,0.34189231153557686,0.5014433910806818,0.6609944706257808,0.8725791100068627,1.128562892368676,1.3254764542169237,1.2729532818941238,1.2383439313721232,1.203100771721521,1.1915972231898215,1.174797772676545,1.1015788573609655,0.9392680713208181,0.7797169917757139,0.6203067999479155
