Load Profile, Charger Assignment
Mariposa_Residential_L2,Residential L2
Mariposa_Residential_MUD,Residential L2
Mariposa_Public_L2,Public L2
Mariposa_Workplace_L2,Workplace L2
Mariposa_Public_DCFC,DCFC
