Load Profile, Charger Assignment
BaseCase_Kings_Residential L1_uncontrolled_load,Residential L1
BaseCase_Kings_Residential L2_uncontrolled_load,Residential L2
BaseCase_Kings_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Kings_Public L2_uncontrolled_load,Public L2
BaseCase_Kings_Work_uncontrolled_load,Workplace L2
BaseCase_Kings_Fast_uncontrolled_load,DCFC
