Load Profile, Charger Assignment
BaseCase_Imperial_Residential L1_uncontrolled_load,Residential L1
BaseCase_Imperial_Residential L2_uncontrolled_load,Residential L2
BaseCase_Imperial_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Imperial_Public L2_uncontrolled_load,Public L2
BaseCase_Imperial_Work_uncontrolled_load,Workplace L2
BaseCase_Imperial_Fast_uncontrolled_load,DCFC
