Load Profile, Charger Assignment
Shasta_Residential_L2,Residential L2
Shasta_Residential_MUD,Residential L2
Shasta_Public_L2,Public L2
Shasta_Workplace_L2,Workplace L2
Shasta_Public_DCFC,DCFC
