year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,173,125191,9833,0.0,0.0,121.1,17.3,17.3,17.3,9833,3244.8900000000003,4916.5,7374.75
2012,494,126933,9833,0.0,0.0,345.79999999999995,49.400000000000006,49.400000000000006,49.400000000000006,9833,3244.8900000000003,4916.5,7374.75
2013,997,128699,9833,0.0,0.0,697.9,99.7,99.7,99.7,9833,3244.8900000000003,4916.5,7374.75
2014,1517,130489,9833,0.0,0.0,1061.8999999999999,151.70000000000002,151.70000000000002,151.70000000000002,9833,3244.8900000000003,4916.5,7374.75
2015,1596,132304,9833,15603.57,0.0,1117.1999999999998,159.60000000000002,159.60000000000002,159.60000000000002,9833,3244.8900000000003,4916.5,7374.75
2016,1872,134145,9833,11258.79,0.0,1310.3999999999999,187.20000000000002,187.20000000000002,187.20000000000002,9833,3244.8900000000003,4916.5,7374.75
2017,2456,136011,9833,6914.0,29.9,1719.1999999999998,245.60000000000002,245.60000000000002,245.60000000000002,9833,3244.8900000000003,4916.5,7374.75
2018,3975,137903,9833,5377.16,31.0,2782.5,397.5,397.5,397.5,9833,3244.8900000000003,4916.5,7374.75
2019,4061,139822,9833,3840.32,32.1,2842.7,406.1,406.1,406.1,9833,3244.8900000000003,4916.5,7374.75
2020,5364,141668,9833,2741.24,33.4,3754.7999999999997,536.4,536.4,536.4,9833,3244.8900000000003,4916.5,7374.75
2021,6666,143728,9833,1642.17,34.7,4666.2,666.6,666.6,666.6,9833,3244.8900000000003,4916.5,7374.75
2022,7969,146215,9833,821.08,36.6,5578.299999999999,796.9000000000001,796.9000000000001,796.9000000000001,9833,3244.8900000000003,4916.5,7374.75
2023,9348,148276,9833,0.0,37.5,6543.599999999999,934.8000000000001,934.8000000000001,934.8000000000001,9833,3244.8900000000003,4916.5,7374.75
2024,10497,150549,9833,0.0,39.6,7347.9,1049.7,1049.7,1049.7,9833,3244.8900000000003,4916.5,7374.75
2025,11647,152751,9833,0.0,39.6,8152.9,1164.7,1164.7,1164.7,9833,3244.8900000000003,4916.5,7374.75
2026,12566,154669,9833,0.0,39.5,8796.199999999999,1256.6000000000001,1256.6000000000001,1256.6000000000001,9833,3244.8900000000003,4916.5,7374.75
2027,13409,156942,9833,0.0,39.4,9386.3,1340.9,1340.9,1340.9,9833,3244.8900000000003,4916.5,7374.75
2028,14328,159074,9833,0.0,39.3,10029.599999999999,1432.8000000000002,1432.8000000000002,1432.8000000000002,9833,3244.8900000000003,4916.5,7374.75
2029,15325,161206,9833,0.0,39.2,10727.5,1532.5,1532.5,1532.5,9833,3244.8900000000003,4916.5,7374.75
2030,16321,162768,9833,0.0,39.1,11424.699999999999,1632.1000000000001,1632.1000000000001,1632.1000000000001,9833,3244.8900000000003,4916.5,7374.75
2031,17810,165032,9833,0.0,39.0,12467.0,1781.0,1781.0,1781.0,9833,3244.8900000000003,4916.5,7374.75
2032,18916,167328,9833,0.0,39.0,13241.199999999999,1891.6000000000001,1891.6000000000001,1891.6000000000001,9833,3244.8900000000003,4916.5,7374.75
2033,20021,169656,9833,0.0,38.9,14014.699999999999,2002.1000000000001,2002.1000000000001,2002.1000000000001,9833,3244.8900000000003,4916.5,7374.75
2034,21126,172016,9833,0.0,38.8,14788.199999999999,2112.6,2112.6,2112.6,9833,3244.8900000000003,4916.5,7374.75
2035,22232,174409,9833,0.0,38.7,15562.4,2223.2000000000003,2223.2000000000003,2223.2000000000003,9833,3244.8900000000003,4916.5,7374.75
2036,23337,176835,9833,0.0,38.6,16335.9,2333.7000000000003,2333.7000000000003,2333.7000000000003,9833,3244.8900000000003,4916.5,7374.75
2037,24443,179295,9833,0.0,38.6,17110.1,2444.3,2444.3,2444.3,9833,3244.8900000000003,4916.5,7374.75
2038,25548,181790,9833,0.0,38.5,17883.6,2554.8,2554.8,2554.8,9833,3244.8900000000003,4916.5,7374.75
2039,26653,184319,9833,0.0,38.4,18657.1,2665.3,2665.3,2665.3,9833,3244.8900000000003,4916.5,7374.75
2040,27759,186883,9833,0.0,0.0,19431.3,2775.9,2775.9,2775.9,9833,3244.8900000000003,4916.5,7374.75
