year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,30,21418,9833,0.0,0.0,21.0,3.0,3.0,3.0,9833,3244.8900000000003,4916.5,7374.75
2012,85,21716,9833,0.0,0.0,59.49999999999999,8.5,8.5,8.5,9833,3244.8900000000003,4916.5,7374.75
2013,171,22018,9833,0.0,0.0,119.69999999999999,17.1,17.1,17.1,9833,3244.8900000000003,4916.5,7374.75
2014,260,22325,9833,0.0,0.0,182.0,26.0,26.0,26.0,9833,3244.8900000000003,4916.5,7374.75
2015,273,22635,9833,0.0,0.0,191.1,27.3,27.3,27.3,9833,3244.8900000000003,4916.5,7374.75
2016,320,22950,9833,15603.57,0.0,224.0,32.0,32.0,32.0,9833,3244.8900000000003,4916.5,7374.75
2017,420,23269,9833,11258.79,0.0,294.0,42.0,42.0,42.0,9833,3244.8900000000003,4916.5,7374.75
2018,680,23593,9833,6914.0,29.9,475.99999999999994,68.0,68.0,68.0,9833,3244.8900000000003,4916.5,7374.75
2019,695,23921,9833,5377.16,31.0,486.49999999999994,69.5,69.5,69.5,9833,3244.8900000000003,4916.5,7374.75
2020,918,24237,9833,3840.32,32.1,642.5999999999999,91.80000000000001,91.80000000000001,91.80000000000001,9833,3244.8900000000003,4916.5,7374.75
2021,1140,24590,9833,2741.24,33.4,798.0,114.0,114.0,114.0,9833,3244.8900000000003,4916.5,7374.75
2022,1363,25015,9833,1642.17,34.7,954.0999999999999,136.3,136.3,136.3,9833,3244.8900000000003,4916.5,7374.75
2023,1599,25368,9833,821.08,36.6,1119.3,159.9,159.9,159.9,9833,3244.8900000000003,4916.5,7374.75
2024,1796,25757,9833,0.0,37.5,1257.1999999999998,179.60000000000002,179.60000000000002,179.60000000000002,9833,3244.8900000000003,4916.5,7374.75
2025,1993,26133,9833,0.0,39.6,1395.1,199.3,199.3,199.3,9833,3244.8900000000003,4916.5,7374.75
2026,2150,26461,9833,0.0,39.6,1505.0,215.0,215.0,215.0,9833,3244.8900000000003,4916.5,7374.75
2027,2294,26850,9833,0.0,39.5,1605.8,229.4,229.4,229.4,9833,3244.8900000000003,4916.5,7374.75
2028,2451,27215,9833,0.0,39.4,1715.6999999999998,245.10000000000002,245.10000000000002,245.10000000000002,9833,3244.8900000000003,4916.5,7374.75
2029,2622,27580,9833,0.0,39.3,1835.3999999999999,262.2,262.2,262.2,9833,3244.8900000000003,4916.5,7374.75
2030,2792,27847,9833,0.0,39.2,1954.3999999999999,279.2,279.2,279.2,9833,3244.8900000000003,4916.5,7374.75
2031,3047,28234,9833,0.0,39.1,2132.9,304.7,304.7,304.7,9833,3244.8900000000003,4916.5,7374.75
2032,3236,28627,9833,0.0,39.0,2265.2,323.6,323.6,323.6,9833,3244.8900000000003,4916.5,7374.75
2033,3425,29025,9833,0.0,39.0,2397.5,342.5,342.5,342.5,9833,3244.8900000000003,4916.5,7374.75
2034,3614,29429,9833,0.0,38.9,2529.7999999999997,361.40000000000003,361.40000000000003,361.40000000000003,9833,3244.8900000000003,4916.5,7374.75
2035,3804,29839,9833,0.0,38.8,2662.7999999999997,380.40000000000003,380.40000000000003,380.40000000000003,9833,3244.8900000000003,4916.5,7374.75
2036,3993,30254,9833,0.0,38.7,2795.1,399.3,399.3,399.3,9833,3244.8900000000003,4916.5,7374.75
2037,4182,30675,9833,0.0,38.6,2927.3999999999996,418.20000000000005,418.20000000000005,418.20000000000005,9833,3244.8900000000003,4916.5,7374.75
2038,4371,31101,9833,0.0,38.6,3059.7,437.1,437.1,437.1,9833,3244.8900000000003,4916.5,7374.75
2039,4560,31534,9833,0.0,38.5,3192.0,456.0,456.0,456.0,9833,3244.8900000000003,4916.5,7374.75
2040,4749,31973,9833,0.0,38.4,3324.2999999999997,474.90000000000003,474.90000000000003,474.90000000000003,9833,3244.8900000000003,4916.5,7374.75
