Load Profile, Charger Assignment
BaseCase_Sutter_Residential L1_uncontrolled_load,Residential L1
BaseCase_Sutter_Residential L2_uncontrolled_load,Residential L2
BaseCase_Sutter_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Sutter_Public L2_uncontrolled_load,Public L2
BaseCase_Sutter_Work_uncontrolled_load,Workplace L2
BaseCase_Sutter_Fast_uncontrolled_load,DCFC
