year, total_population, BEV_population, PHEV_population, vehicle_miles_traveled, BEV_vmt, PHEV_vmt, bev_price, phev_price, new_vehicle_mpg
2019,117553,1851.5344336198052,0,12000,12000,0,5377.16,5377.16,31.0
2020,119105,2100.5818104725886,0,12000,12000,0,3840.32,3840.32,32.1
2021,120837,2536.665448378071,0,12000,12000,0,2741.24,2741.24,33.4
2022,122929,2972.749086283553,0,12000,12000,0,1642.17,1642.17,34.7
2023,124661,3408.832724189035,0,12000,12000,0,821.08,821.08,36.6
2024,126572,3844.9163620945174,0,12000,12000,0,0.0,0.0,37.5
2025,128423,4281.0,0,12000,12000,0,0.0,0.0,39.6
2026,130036,6278.8,0,12400,12400,0,0.0,0.0,39.6
2027,131947,8276.6,0,12800,12800,0,0.0,0.0,39.5
2028,133739,10274.4,0,13200,13200,0,0.0,0.0,39.4
2029,135531,12272.199999999999,0,13600,13600,0,0.0,0.0,39.3
2030,136845,14270.0,0,14000,14000,0,0.0,0.0,39.2
