Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,6968709.603095271,8414474.638953075,9861215.06326869,11327686.845635548,12780882.234845484,14202374.405196043,20828971.08755868,27454515.627620824,34131578.87974244,40853183.76055606,52581179.82111899,51654604.81055406,50208131.78134387,48764151.27579629,47405136.41103161,46041593.627328984,44346347.775681905,37722443.04255007,31136855.326574545,24584099.963158466
Utility Bills (res),5921956.941174461,7151105.384508246,8380652.456509481,9608582.26194505,10837863.908733971,12069077.266442232,17701005.481705952,23332429.29093579,28960919.965471763,34588232.52023545,44720164.72784768,44018171.33629965,42787117.05700741,41558308.56600553,40319592.44955572,39082846.83303273,37788635.68563287,32156227.259867646,26521744.357577804,20887633.163067173
Utility Bills (work),626222.6935733133,755824.0918099455,885629.8510036669,1036676.7672725401,1173165.570656586,1276060.6658848096,1871186.8636809394,2466081.9873729246,3114126.747751303,3807894.9731449266,4778535.174092972,4604291.020390208,4475299.184675241,4344507.023754608,4308458.374219404,4266580.622340702,3973079.715500158,3369735.618434349,2779822.290709415,2190354.814326829
Utility Bills (pub L2),164366.22820797775,198385.57814990106,232536.95068329637,266376.4604245232,300438.20553568477,335046.40086033795,491222.986035194,647286.989302604,802908.9847196401,957811.8856283419,1297771.3458142036,1276463.1956317704,1242785.6254523417,1209795.7200581967,1179832.1573730116,1149705.2966448707,1111246.2069745313,959345.0260610849,813311.3930308175,669485.3945803663
Utility Bills (DCFC),256163.7401395195,309159.5844849823,362395.8050722451,416051.3559934356,469414.54991924204,522190.0720086632,765555.7561365935,1008717.3600095088,1253623.1817997335,1499244.3815473428,1784708.5733641302,1755679.258232427,1702929.9142088797,1651539.9659779528,1597253.42988348,1542460.875310681,1473386.167574346,1237135.1381869959,1021977.2852565079,836626.5911840971
Incremental upfront vehicle cost,3357417.458433292,4196360.698692919,2513876.073810592,1256930.3827766923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,3724195.113362114,6527059.640889476,6533046.407045074,6539051.133499141,6545073.874132574,6551114.682987912,30039643.26844209,30067483.641358525,30095407.535393715,30123415.201111004,31322330.892223127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),1923360.1388825,3370572.071902522,3373335.824658725,3376107.8686731984,3378888.228819716,3381676.9300466767,15504910.730330613,15517763.062521603,15530653.951709168,15543583.513564294,16097055.364584943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),773877.2275975042,1355846.671125351,1356631.4404264945,1357418.5640355425,1358208.0490154177,1358999.902450235,6229472.18268647,6233121.610345641,6236781.986287786,6240453.343357765,6397612.017104364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),464326.3365585022,813508.0026752101,813978.864255897,814451.1384213252,814924.8294092517,815399.9414701406,3737683.3096118816,3739872.9662073827,3742069.1917726756,3744272.006014657,3838567.2102626166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),562631.4103236075,987132.8951863922,989100.2777039575,991073.5623690747,993052.7668881878,995037.9090208597,4567577.045813125,4576726.002283899,4585902.405624082,4595106.338174286,4989096.300271206,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),7994103.569876718,10184280.88468969,12121686.949966349,13967995.995972993,17428181.781115606,19102812.342277426,27105212.1543003,35527108.91017063,44563798.12171208,54657684.9422582,55176310.51534071,53659197.26504703,51907269.49911824,50110090.90147959,48474628.48945517,46920624.56123685,38378223.85416614,29917602.890787,20712880.563098647,11211169.050771486
Avoided vehicle gasoline (gallons),2756587.4378885236,3306584.7028213283,3835976.882900743,4337886.9552711155,4827751.185904601,5291637.767943885,7487627.666933784,9760194.75554138,12109727.750465238,14536618.33570697,14596907.543740928,14046910.278808123,13517518.098728709,13015608.026358334,12525743.79572485,12061857.213685565,9865867.314695666,7593300.226088071,5243767.231164214,2816876.645922484
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,221186.41597148747,621872.0004290404,1040080.696377395,1476389.5888992697,1931392.6736350604,2405701.321538199,4480387.378970504,6645195.263490206,8903086.187437352,11257108.037530646,15754568.793463448,15609122.8311874,15449652.035275169,15275609.708892507,15086431.888563935,14881536.849041805,12695663.28933089,10406408.629157757,8010282.062904972,5503689.225960553
Federal EV Tax Credit,6556909.564372159,11234043.938818298,10992215.204323182,10755592.176441468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,874.2546085829545,1530.8257207296401,1530.8257207296392,1530.8257207296392,1530.8257207296392,1530.825720729641,7013.0,7013.0,7013.0,7013.0,7887.2546085829545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,131977.99916413205,184519.06277433503,206971.0231945065,230446.96311368543,254983.4036686913,338703.1018493262,814939.0811820927,1090648.910697611,1296948.7038743806,1512938.6739875684,1932503.3332364133,1572365.9226134804,1565904.5592674278,1558174.5911962665,1549117.468615605,1538672.525214288,1526776.910869859,1330826.2623040222,1124310.9060280405,906829.3046450419
Distribution Cost,90712.89223867664,133521.19949160927,145807.505606816,158669.9630886082,172129.70083597454,244293.60884752122,673232.1195335861,899482.6536827784,1054086.0498177432,1216064.9063801093,1540997.1538063665,1178008.4337164524,1173626.3844457143,1168288.9765610353,1161951.1820711144,1154566.3169100932,1146085.9892291522,999378.9875486328,844620.3319215173,681499.1320442965
Transmission Cost,41265.106925455424,50997.86328272577,61163.5175876905,71777.00002507723,82853.70283271676,94409.49300180502,141706.96164850652,191166.25701483263,242862.65405663723,296873.7676074591,391506.17943004676,394357.488897028,392278.1748217134,389885.6146352313,387166.2865444907,384106.20830419473,380690.92164070666,331447.27475538943,279690.5741065232,225330.17260074549
Cumulative personal light-duty EV population,7373.871396351801,8904.697117081441,10435.52283781108,11966.34855854072,13497.174279270359,15028.0,22041.0,29054.0,36067.0,43080.0,50093.0,48562.17427927036,47031.34855854072,45500.52283781108,43969.697117081436,42438.871396351795,35425.871396351795,28412.871396351795,21399.871396351795,14386.871396351795
Cumulative personal light-duty LDV population,342756.0,347739.0,353758.0,358743.0,364243.0,369571.0,374211.0,379711.0,384867.0,390026.0,393805.0,388822.0,382803.0,377818.0,372318.0,366990.0,362350.0,356850.0,351694.0,346535.0
EV sales as % of total personal light-duty vehicles,0.002550661720241088,0.004402226154471141,0.004327324670338591,0.004267193285247765,0.004202759478506489,0.0041421694903811205,0.018740763900580153,0.018469309553844897,0.018221879246596875,0.01798085255854738
Peak Demand 5-9 PM,3.758742919915417,4.539734157554088,5.320962185634,6.157988036087664,7.000398258178941,7.661476187534123,11.236797754154859,14.812119320775615,18.417157433681705,23.246900443708157,28.83764597186554,28.234936499629217,27.452330488359557,26.67613642679966,26.017054332670487,25.834776897018415,24.298315586763067,20.757437395533387,17.18211582891268,13.606918634684117
Energy Supply Cost,1789708.3067435217,2238109.7325150506,2569390.535144372,2946037.8967593373,3436035.5998322004,4212760.680532676,6651920.21950471,9402605.310187032,12388681.554795599,15456240.946589218,21108630.113496367,21274674.236186367,21369862.276612263,21434635.294945225,21482058.339871164,21500904.843322266,21504904.237955645,18904283.611882124,16132133.182873314,13164696.342547406
Energy Cost,1082571.517610831,1441820.1656442853,1720028.2760803278,2097520.040079738,2560157.8273600377,3253793.0765422373,5246816.42418744,7716789.604872691,10464717.026449284,13231971.777055664,18420993.317657165,18775201.81390562,18887444.925514173,18971050.534878395,19026354.83526067,19051873.054150783,19037906.179812223,16721532.14378599,14233646.917392632,11574657.12361563
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,707136.7891326927,796289.5668707668,849362.2590640499,848517.8566796023,875877.7724721446,958967.6039904428,1405103.7953172887,1685815.7053143382,1923964.528346277,2224269.169533555,2687636.795839171,2499472.4222807135,2482417.3510979707,2463584.760066832,2455703.504610442,2449031.7891714727,2466998.0581433913,2182751.4680961515,1898486.2654806748,1590039.2189317162
