Load Profile, Charger Assignment
Napa_Residential_L2,Residential L2
Napa_Residential_MUD,Residential L2
Napa_Public_L2,Public L2
Napa_Workplace_L2,Workplace L2
Napa_Public_DCFC,DCFC
