Load Profile, Charger Assignment
Ventura_Residential_L2,Residential L2
Ventura_Residential_MUD,Residential L2
Ventura_Public_L2,Public L2
Ventura_Workplace_L2,Workplace L2
Ventura_Public_DCFC,DCFC
