Load Profile, Charger Assignment
BaseCase_Tehama_Residential L1_uncontrolled_load,Residential L1
BaseCase_Tehama_Residential L2_uncontrolled_load,Residential L2
BaseCase_Tehama_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Tehama_Public L2_uncontrolled_load,Public L2
BaseCase_Tehama_Work_uncontrolled_load,Workplace L2
BaseCase_Tehama_Fast_uncontrolled_load,DCFC
