Load Profile, Charger Assignment
FastPublic_Fresno_Residential L1_uncontrolled_load,Residential L1
FastPublic_Fresno_Residential L2_uncontrolled_load,Residential L2
FastPublic_Fresno_Residential MUD_uncontrolled_load,Residential L2
FastPublic_Fresno_Public L2_uncontrolled_load,Public L2
FastPublic_Fresno_Work_uncontrolled_load,Workplace L2
FastPublic_Fresno_Fast_uncontrolled_load,DCFC
