Load Profile, Charger Assignment
Riverside_Residential_L2,Residential L2
Riverside_Residential_MUD,Residential L2
Riverside_Public_L2,Public L2
Riverside_Workplace_L2,Workplace L2
Riverside_Public_DCFC,DCFC
