Load Profile, Charger Assignment
Humboldt_Residential_L2,Residential L2
Humboldt_Residential_MUD,Residential L2
Humboldt_Public_L2,Public L2
Humboldt_Workplace_L2,Workplace L2
Humboldt_Public_DCFC,DCFC
