year, total_population, BEV_population, PHEV_population, vehicle_miles_traveled, BEV_vmt, PHEV_vmt, bev_price, phev_price, new_vehicle_mpg
2019,346780,7388.8377164122285,0,12000,12000,0,5377.16,5377.16,31.0
2020,351359,8382.700221937328,0,12000,12000,0,3840.32,3840.32,32.1
2021,356467,10122.960177549863,0,12000,12000,0,2741.24,2741.24,33.4
2022,362637,11863.220133162398,0,12000,12000,0,1642.17,1642.17,34.7
2023,367747,13603.480088774933,0,12000,12000,0,821.08,821.08,36.6
2024,373385,15343.740044387469,0,12000,12000,0,0.0,0.0,37.5
2025,378847,17084.0,0,12000,12000,0,0.0,0.0,39.6
2026,383604,25056.6,0,12400,12400,0,0.0,0.0,39.6
2027,389241,33029.2,0,12800,12800,0,0.0,0.0,39.5
2028,394527,41001.799999999996,0,13200,13200,0,0.0,0.0,39.4
2029,399815,48974.399999999994,0,13600,13600,0,0.0,0.0,39.3
2030,403689,56947.0,0,14000,14000,0,0.0,0.0,39.2
