Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
CO2 emissions from EVs (metric tons),1168.5589350816338,1425.1755850199872,1669.682438197038,1951.232808333027,2284.5338338599513,2609.114867427132,3827.7684284433885,5126.845272595868,6382.002870547273,7649.7459345164025,10202.091059015727,10044.785058461825,9769.341189697498,9493.897320933329,9218.453452169084,8943.0095834048,8667.565714640556,7405.03573850178,6142.505762362993,4879.975786224209
NOX emissions from EVs (metric tons),0.16700180949610902,0.2109394557996417,0.24879657247943285,0.2974678051937928,0.3540303662265582,0.41010664669841607,0.6045879711507022,0.8137006486387678,1.0228938819059887,1.240801844744326,1.6726978310046758,1.646919615682087,1.6017817866527542,1.5566439576234194,1.5115061285940896,1.4663682995647616,1.421230470535423,1.2143358227691392,1.0074411750028538,0.8005465272365669
PM 10 emissions from EVs (metric tons),0.08078498919147381,0.0976109592228574,0.11414738360781235,0.13254974705821165,0.1544673624388425,0.17568647610766777,0.2573763750589435,0.34423106733963704,0.42724918954504204,0.5102666661220755,0.6782639478037207,0.6678041487996379,0.649488970141257,0.631173791482879,0.6128586128244995,0.5945434341661153,0.5762282555077373,0.49227843960409673,0.40832862370045997,0.324378807796823
SO2 emissions from EVs (metric tons),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VOC emissions from EVs (metric tons),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
