Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,21239254.4239244,25648469.734768305,30057655.842803273,34431878.79816201,38816954.64115483,43270346.560866505,63485513.80790523,83685422.49009338,103790683.75005382,123820950.94713002,159274377.92989978,156873943.29073477,152520997.39314374,148112096.44242996,143564845.09352016,139014157.7972769,134438752.0081657,114304211.72553952,94109433.9532944,73930448.05493341
Utility Bills (res),18611545.367149845,22475343.636645384,26339147.60937788,30165147.89133467,34006183.00210111,37917091.93745076,55631339.94101246,73332196.70774606,90932426.39665917,108455415.41978213,140209007.77422777,138128015.35063365,134311940.6046336,130448306.4318604,126435054.17046192,122424874.56317015,118419404.79945809,100774013.19213153,83071870.99058904,65385043.25622434
Utility Bills (work),1321312.896580346,1595522.914173426,1869698.9410188654,2146523.805909958,2420875.860526109,2692979.3317781603,3949264.538822645,5205846.997734518,6468777.873958233,7731502.362275046,9534286.681606133,9369303.495766224,9094542.22814454,8819170.675244262,8555159.599323582,8284729.0053052185,7994731.417026691,6736054.101834267,5479471.642922392,4223402.322479199
Utility Bills (pub L2),420786.5383064087,508139.9434038082,595492.4833484266,682616.2022559346,769846.3542097801,857537.6774623687,1257756.3389515043,1657950.9923040632,2057546.5763964807,2456450.136060258,3088074.6817182703,3039801.813968416,2953949.309314339,2867960.08995261,2781154.374699977,2694141.7862873334,2607404.1506380048,2213814.604469559,1820036.295868943,1426248.0658117938
Utility Bills (DCFC),885609.6218878027,1069463.240545688,1253316.8090581016,1437590.8986614454,1620049.424317833,1802737.6141752172,2647152.9891186175,3489427.792308749,4331932.903039945,5177583.029012589,6443008.792347611,6336822.6303664865,6160565.251051264,5976659.245372673,5793476.94903468,5610412.442514227,5417211.641042909,4580329.827104154,3738055.0239140224,2895754.4104180783
Incremental upfront vehicle cost,15967169.666903602,19957006.86289478,11955464.66564034,5977695.931398071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,17711486.874633368,31041319.70550776,31069791.50329461,31098348.71647484,31126991.60129458,31155720.414768834,142863283.34165716,142995687.28030437,143128488.43076748,143261687.98468202,148963479.2753579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),9147095.363716545,16029730.235485304,16042874.060976783,16056057.317944739,16069280.124683598,16082542.599842692,73738640.47118564,73799763.91259919,73861070.72433698,73922561.45650999,76554757.3675139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),3680396.9561081687,6448120.946588287,6451853.143950066,6455596.537903936,6459351.16203965,6463117.050047793,29626278.899225555,29643634.938145448,29661043.045182113,29678503.37653988,30425917.030281726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),2208238.173664903,3868872.5679529733,3871111.8863700377,3873357.922742359,3875610.697223794,3877870.2300286735,17775767.339535326,17786180.96288728,17796625.827109262,17807102.025923923,18255550.21816903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),2675756.3811437516,4694595.955481194,4703952.411997722,4713336.9378838055,4722749.617347538,4732190.534849674,21722596.63171066,21766107.466672465,21809748.83413913,21853521.125708226,23727254.65939324,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),38018271.36938309,48434292.97503142,57648187.80370607,66428844.41257584,82884758.57707828,90848948.50296564,128906958.87241621,168960021.36219317,211936925.3403464,259941668.47093365,262408486.98939446,255193432.96825016,246861642.22120702,238314643.8627394,230536737.78721246,223146231.08868986,182520069.12909395,142282836.75319964,98506789.02922297,53318312.523959674
Avoided vehicle gasoline (gallons),13109748.748063134,15725419.797088124,18243097.406236097,20630075.90452666,22959766.918858252,25165913.712732866,35609657.1470763,46417588.286316805,57591555.79900717,69133422.46567385,69420234.65327896,66804563.60425397,64286885.995106,61899907.49681543,59570216.48248384,57364069.68860922,46920326.25426579,36112395.11502529,24938427.602334928,13396560.93566826
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,1051915.9668274026,2957492.1393840495,4946404.536205245,7021397.65229111,9185296.40568923,11441008.34777316,21307850.062778585,31603295.365203932,42341427.261505604,53536740.9662878,74925801.75619702,74234100.08284351,73475699.44781245,72647999.88039993,71748319.29348852,70773891.12881088,60378257.20168065,49490960.81845035,38095400.3178723,26174481.53023269
Federal EV Tax Credit,31183279.649033677,53426744.76359752,52276658.281406574,51151329.04247218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,4157.770619871157,7280.284419786221,7280.284419786221,7280.284419786221,7280.284419786221,7280.284419786229,33352.600000000006,33352.600000000006,33352.600000000006,33352.600000000006,37510.37061987113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,1181933.932103642,1561966.615468292,1804487.5835180162,2057649.1317582806,2321815.452967016,4506685.085731205,10559531.485111032,17209949.262618907,21435128.625418566,25848715.289879374,33214050.29571841,31655331.350670792,31468783.293122925,31256356.735603355,31016947.01619233,30749412.037923973,30452571.13471312,26411791.21024303,22166178.546052597,17708381.62900275
Distribution Cost,685081.9779676291,947987.5416910633,1068193.0023324182,1193672.463605457,1324606.4394127273,3370504.1438383055,8854306.764674012,14909780.14620586,18513216.450824954,22277335.569821835,28582441.00660187,26991698.628821664,26832473.51776401,26651174.99434109,26446860.881418917,26218557.072369553,25965256.56572833,22518941.407928873,18897931.68756322,15095957.60037689
Transmission Cost,496851.954136013,613979.0737772286,736294.5811855978,863976.6681528236,997209.0135542888,1136180.9418928989,1705224.7204370208,2300169.116413049,2921912.174593611,3571379.72005754,4631609.289116539,4663632.721849128,4636309.775358915,4605181.741262264,4570086.134773412,4530854.965554421,4487314.56898479,3892849.80231416,3268246.8584893807,2612424.0286258617
Cumulative personal light-duty EV population,35068.577901068886,42348.86232085511,49629.14674064133,56909.43116042755,64189.71558021377,71470.0,104822.6,138175.2,171527.80000000002,204880.40000000002,238233.0,230952.7155802138,223672.43116042757,216392.14674064136,209111.86232085514,201831.5779010689,168478.9779010689,135126.3779010689,101773.77790106888,68421.17790106888
Cumulative personal light-duty LDV population,1708770.0,1733614.0,1763619.0,1788471.0,1815889.0,1842452.0,1865586.0,1893005.0,1918710.0,1944427.0,1963269.0,1938425.0,1908420.0,1883568.0,1856150.0,1829587.0,1806453.0,1779034.0,1753329.0,1727612.0
EV sales as % of total personal light-duty vehicles,0.0024331949998368163,0.004199484094952061,0.004128036962510736,0.004070675129642148,0.0040092122479877465,0.003951410630934336,0.01787781426318594,0.017618865243356464,0.017382824918825673,0.017152919600478704
Peak Demand 5-9 PM,18.21605513568438,22.000020658582002,25.78479338073354,29.759776317257824,33.75311413646183,37.12830499568203,54.45481269400306,71.78132039232376,89.20912981089177,110.81187860242184,137.61825985294143,134.91870487796882,131.1291687467992,127.36168886642646,123.99743318344277,122.27633120673694,115.8896051159074,98.6818417582729,81.35533405995216,64.02931678056257
Energy Supply Cost,9088464.068866046,11326240.953272844,12957662.588766672,14991609.186319893,17648889.157260593,21715924.144104194,34270584.74099075,48759958.46325813,64544849.3947701,80655298.9723021,110342648.27093889,111102202.51370914,111390656.73284572,111534559.91662794,111589880.73605254,111505932.98344368,111338326.50126605,97662998.33841555,83131983.24115996,67633011.67757419
Energy Cost,5564598.830121284,7382188.577148497,8775237.494542608,10836704.746580312,13383057.687405588,17069551.527694065,27496445.307490844,40671404.1645095,55356270.77058213,70079808.75687908,97720217.09180515,99364957.94908436,99736182.52982886,99971317.1389383,100066605.00996861,100017114.09672913,99768600.16442409,87442873.0068463,74263164.75478241,60230951.208206795
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,3523865.238744758,3944052.3761243527,4182425.094224125,4154904.4397396324,4265831.469855002,4646372.6164101055,6774139.433499924,8088554.298748563,9188578.62418796,10575490.215422789,12622431.179133805,11737244.564624785,11654474.203016777,11563242.77768972,11523275.726083867,11488818.886714512,11569726.336841978,10220125.331569264,8868818.486377506,7402060.469367373
