year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,9736,7026897,9833,0.0,0.0,6815.2,973.6,973.6,973.6,9833,3244.8900000000003,4916.5,7374.75
2012,27731,7124652,9833,0.0,0.0,19411.699999999997,2773.1000000000004,2773.1000000000004,2773.1000000000004,9833,3244.8900000000003,4916.5,7374.75
2013,55938,7223768,9833,0.0,0.0,39156.6,5593.8,5593.8,5593.8,9833,3244.8900000000003,4916.5,7374.75
2014,85160,7324262,9833,0.0,0.0,59611.99999999999,8516.0,8516.0,8516.0,9833,3244.8900000000003,4916.5,7374.75
2015,89591,7426154,9833,0.0,0.0,62713.7,8959.1,8959.1,8959.1,9833,3244.8900000000003,4916.5,7374.75
2016,105087,7529464,9833,15603.57,0.0,73560.9,10508.7,10508.7,10508.7,9833,3244.8900000000003,4916.5,7374.75
2017,137878,7634211,9833,11258.79,0.0,96514.59999999999,13787.800000000001,13787.800000000001,13787.800000000001,9833,3244.8900000000003,4916.5,7374.75
2018,223114,7740416,9833,6914.0,29.9,156179.8,22311.4,22311.4,22311.4,9833,3244.8900000000003,4916.5,7374.75
2019,227942,7848097,9833,5377.16,31.0,159559.4,22794.2,22794.2,22794.2,9833,3244.8900000000003,4916.5,7374.75
2020,301055,7951731,9833,3840.32,32.1,210738.5,30105.5,30105.5,30105.5,9833,3244.8900000000003,4916.5,7374.75
2021,374169,8067344,9833,2741.24,33.4,261918.3,37416.9,37416.9,37416.9,9833,3244.8900000000003,4916.5,7374.75
2022,447282,8206972,9833,1642.17,34.7,313097.39999999997,44728.200000000004,44728.200000000004,44728.200000000004,9833,3244.8900000000003,4916.5,7374.75
2023,524696,8322621,9833,821.08,36.6,367287.19999999995,52469.600000000006,52469.600000000006,52469.600000000006,9833,3244.8900000000003,4916.5,7374.75
2024,589208,8450210,9833,0.0,37.5,412445.6,58920.8,58920.8,58920.8,9833,3244.8900000000003,4916.5,7374.75
2025,653720,8573820,9833,0.0,39.6,457604.0,65372.0,65372.0,65372.0,9833,3244.8900000000003,4916.5,7374.75
2026,705330,8681474,9833,0.0,39.6,493730.99999999994,70533.0,70533.0,70533.0,9833,3244.8900000000003,4916.5,7374.75
2027,752638,8809068,9833,0.0,39.5,526846.6,75263.8,75263.8,75263.8,9833,3244.8900000000003,4916.5,7374.75
2028,804248,8928687,9833,0.0,39.4,562973.6,80424.8,80424.8,80424.8,9833,3244.8900000000003,4916.5,7374.75
2029,860158,9048358,9833,0.0,39.3,602110.6,86015.8,86015.8,86015.8,9833,3244.8900000000003,4916.5,7374.75
2030,916068,9136039,9833,0.0,39.2,641247.6,91606.8,91606.8,91606.8,9833,3244.8900000000003,4916.5,7374.75
2031,999673,9263136,9833,0.0,39.1,699771.1,99967.3,99967.3,99967.3,9833,3244.8900000000003,4916.5,7374.75
2032,1061719,9392001,9833,0.0,39.0,743203.2999999999,106171.90000000001,106171.90000000001,106171.90000000001,9833,3244.8900000000003,4916.5,7374.75
2033,1123764,9522659,9833,0.0,39.0,786634.7999999999,112376.40000000001,112376.40000000001,112376.40000000001,9833,3244.8900000000003,4916.5,7374.75
2034,1185810,9655135,9833,0.0,38.9,830067.0,118581.0,118581.0,118581.0,9833,3244.8900000000003,4916.5,7374.75
2035,1247856,9789453,9833,0.0,38.8,873499.2,124785.6,124785.6,124785.6,9833,3244.8900000000003,4916.5,7374.75
2036,1309902,9925640,9833,0.0,38.7,916931.3999999999,130990.20000000001,130990.20000000001,130990.20000000001,9833,3244.8900000000003,4916.5,7374.75
2037,1371947,10063722,9833,0.0,38.6,960362.8999999999,137194.7,137194.7,137194.7,9833,3244.8900000000003,4916.5,7374.75
2038,1433993,10203725,9833,0.0,38.6,1003795.1,143399.30000000002,143399.30000000002,143399.30000000002,9833,3244.8900000000003,4916.5,7374.75
2039,1496039,10345675,9833,0.0,38.5,1047227.2999999999,149603.9,149603.9,149603.9,9833,3244.8900000000003,4916.5,7374.75
2040,1558084,10489600,9833,0.0,38.4,1090658.8,155808.4,155808.4,155808.4,9833,3244.8900000000003,4916.5,7374.75
