Load Profile, Charger Assignment
Los Angeles_Residential_L2,Residential L2
Los Angeles_Residential_MUD,Residential L2
Los Angeles_Public_L2,Public L2
Los Angeles_Workplace_L2,Workplace L2
Los Angeles_Public_DCFC,DCFC
