Timestep,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0,3.0495729123114e-08,3.2915203933652015e-08,3.405578048316168e-08,3.30893324972527e-08,3.249703636737971e-08,2.9332788663375856e-08,2.4667728615616425e-08,2.3717438334044176e-08,2.3299001098946752e-08,2.3022087856505436e-08,2.2233202651146364e-08,2.217720128751028e-08,2.2796151853414123e-08,2.31802978448865e-08,2.326844162935486e-08,2.334443018673408e-08,2.343343117911799e-08,2.348896921431884e-08,2.3535786259770004e-08,2.358289356251594e-08,2.3636825070892372e-08,0,0,0,0,0,0,0,0,0,0
1,2.914222833357804e-08,3.145431889194405e-08,3.254427290168576e-08,3.1620719057008575e-08,3.1054710978035615e-08,2.8030902997521155e-08,2.3572893662744652e-08,2.266478039032683e-08,2.226491477638292e-08,2.2000291854686633e-08,2.1246419970176402e-08,2.119290413130315e-08,2.1784383634742732e-08,2.2151479963271975e-08,2.2235711636592275e-08,2.2308327571792396e-08,2.239337840732074e-08,2.244645148179905e-08,2.2491190632744858e-08,2.2536207158411745e-08,2.258774500901159e-08,0,0,0,0,0,0,0,0,0,0
2,2.740157623460198e-08,2.957556667113189e-08,3.060041822154456e-08,2.9732027829704728e-08,2.9199827156926798e-08,2.6356629857515228e-08,2.2164895401138892e-08,2.131102332317087e-08,2.0935041501236685e-08,2.068622438679769e-08,1.9977380928498084e-08,1.9927061566441812e-08,2.048321226703974e-08,2.0828382098134827e-08,2.090758265175876e-08,2.097586127003931e-08,2.1055832057683618e-08,2.110573510146172e-08,2.1147802003185236e-08,2.1190129712163376e-08,2.1238589230289925e-08,0,0,0,0,0,0,0,0,0,0
3,2.6274864362176834e-08,2.8359463560246386e-08,2.9342174746198385e-08,2.850949126975673e-08,2.7999173893450433e-08,2.5272884618798715e-08,2.125350802014624e-08,2.043474588620267e-08,2.0074223875009383e-08,1.983563774854352e-08,1.9155940874123586e-08,1.910769056904988e-08,1.9640973183817404e-08,1.9971950147196855e-08,2.004789409239407e-08,2.011336519591011e-08,2.0190047704255647e-08,2.0237898809436734e-08,2.0278235983016067e-08,2.031882323984539e-08,2.036529017499286e-08,0,0,0,0,0,0,0,0,0,0
4,2.6269982951338243e-08,2.8354194867289826e-08,2.9336723482669113e-08,2.8504194704272374e-08,2.7993972136020548e-08,2.5268189358294224e-08,2.1249559489604747e-08,2.0430949467363822e-08,2.0070494434862773e-08,1.9831952633531642e-08,1.9152382034918273e-08,1.9104140693908437e-08,1.9637324234081323e-08,1.996823970772239e-08,2.0044169543861153e-08,2.0109628483989785e-08,2.0186296746064732e-08,2.0234138961346322e-08,2.0274468640983402e-08,2.031504835740937e-08,2.0361506659811957e-08,0,0,0,0,0,0,0,0,0,0
5,2.737554204346279e-08,2.9547466975363527e-08,3.057134481605511e-08,2.9703779480454778e-08,2.9172084450634066e-08,2.633158846815786e-08,2.2143836571584212e-08,2.1290775756030295e-08,2.091515115378795e-08,2.066657044006768e-08,1.9958400452736425e-08,1.990812889902076e-08,2.0463751201780633e-08,2.0808593087604208e-08,2.0887718392916374e-08,2.095593213979742e-08,2.1035826947331926e-08,2.1085682578312713e-08,2.11277095123442e-08,2.1169997005837777e-08,2.121841048265828e-08,0,0,0,0,0,0,0,0,0,0
6,2.8858945579307822e-08,3.114856100728919e-08,3.2227919905004014e-08,3.1313343646866956e-08,3.075283756059392e-08,2.7758423099452705e-08,2.3343748720001596e-08,2.2444462941008606e-08,2.2048484299301668e-08,2.178643369668969e-08,2.1039889971898977e-08,2.0986894344248415e-08,2.1572624255003765e-08,2.193615215157102e-08,2.2019565034367073e-08,2.2091475092106765e-08,2.2175699174283732e-08,2.2228256341517624e-08,2.2272560596759552e-08,2.231713953044711e-08,2.2368176397247767e-08,0,0,0,0,0,0,0,0,0,0
7,2.831398880702532e-08,3.056036837145194e-08,3.161934523755661e-08,3.072203934448785e-08,3.017211755301451e-08,2.723424800045754e-08,2.2902937952315506e-08,2.2020633801224778e-08,2.1632132606740735e-08,2.1375030426453535e-08,2.064258403094716e-08,2.059058914416255e-08,2.1165258447013218e-08,2.1521921678736643e-08,2.1603759437616606e-08,2.1674311584588113e-08,2.175694522459714e-08,2.1808509930615246e-08,2.1851977568182814e-08,2.1895714697316305e-08,2.1945787811435053e-08,0,0,0,0,0,0,0,0,0,0
8,2.4940674648485844e-08,2.6919421699465467e-08,2.7852232602860207e-08,2.7061831275384784e-08,2.6577426885147617e-08,2.39895736098848e-08,2.017429362765833e-08,1.9397106742287303e-08,1.9054891381597084e-08,1.88284202236948e-08,1.8183237117482346e-08,1.813743687494082e-08,1.8643640370695366e-08,1.895781092723965e-08,1.902989857734424e-08,1.909204517757642e-08,1.9164833887939046e-08,1.9210255201230775e-08,1.924854412666971e-08,1.9287070436587104e-08,1.9331177865476203e-08,0,0,0,0,0,0,0,0,0,0
9,2.1210194989943345e-08,2.2892972676536563e-08,2.368625920260689e-08,0.0,0.0,2.0401354059688462e-08,1.715674125330778e-08,1.6495801418492728e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
10,1.980732579262223e-08,2.137880242877342e-08,0.0,0.0,0.0,1.9051982627339575e-08,1.6021972627084124e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
11,1.912855041698439e-08,2.064617426880834e-08,0.0,0.0,0.0,1.8399092035246878e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
12,1.8192320851018946e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
13,1.9174423162429085e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
14,2.128853895180884e-08,2.297753230360312e-08,0.0,0.0,0.0,2.0476710410972106e-08,1.722011299897644e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
