Load Profile, Charger Assignment
San Diego_Residential_L2,Residential L2
San Diego_Residential_MUD,Residential L2
San Diego_Public_L2,Public L2
San Diego_Workplace_L2,Workplace L2
San Diego_Public_DCFC,DCFC
