Timestep,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0,2.3606674295652396e-08,2.5479584223082714e-08,2.6362501926241548e-08,2.561437674664876e-08,2.515588166466401e-08,2.2706444740640154e-08,1.9095232407512237e-08,1.8359614869960173e-08,1.8035703561519566e-08,1.7821345652709625e-08,1.7210671416183328e-08,1.7167320888437867e-08,1.7646449108504833e-08,1.79438156435386e-08,1.8012047545872545e-08,1.8070870114665896e-08,1.8139765579690354e-08,1.8182757445951825e-08,1.821899841395717e-08,1.825546406947177e-08,1.8297212326985985e-08,0,0,0,0,0,0,0,0,0,0
1,2.2558932424372905e-08,2.434871644734386e-08,2.519244735803426e-08,2.4477526435246196e-08,2.4039380873450283e-08,2.1698658018770424e-08,1.8247723169887535e-08,1.754475475883622e-08,1.7235219699933485e-08,1.7030375700354758e-08,1.6446805195565815e-08,1.6405378706865073e-08,1.6863241640192002e-08,1.7147410070064083e-08,1.7212613616089254e-08,1.7268825445753105e-08,1.7334663103373464e-08,1.7375746849166863e-08,1.7410379323779228e-08,1.7445226513529958e-08,1.748512184602379e-08,0,0,0,0,0,0,0,0,0,0
2,2.1211497608281663e-08,2.289437864220738e-08,2.3687713887753263e-08,2.3015494867874206e-08,2.260351954203511e-08,2.0402607003281754e-08,1.715779492989083e-08,1.6496814503636154e-08,1.620576783360395e-08,1.6013159073340097e-08,1.5464444970485618e-08,1.542549286719168e-08,1.5856007854890834e-08,1.6123203033155033e-08,1.618451200090876e-08,1.6237366323446813e-08,1.6299271527597357e-08,1.6337901359862575e-08,1.6370465252452422e-08,1.640323103534268e-08,1.6440743437696446e-08,0,0,0,0,0,0,0,0,0,0
3,2.0339312520002355e-08,2.1952996000306725e-08,2.271371048592563e-08,2.2069132107741168e-08,2.1674096591743487e-08,1.9563682288067988e-08,1.6452292038866187e-08,1.5818490140128522e-08,1.553941087429773e-08,1.5354721898467595e-08,1.482857009965578e-08,1.4791219648648611e-08,1.5204032503311893e-08,1.5460241015078237e-08,1.5519029049683344e-08,1.5569710081451453e-08,1.5629069836103608e-08,1.5666111267385238e-08,1.5697336181367462e-08,1.5728754684222593e-08,1.576472463264111e-08,0,0,0,0,0,0,0,0,0,0
4,2.033553383101595e-08,2.1948917517116927e-08,2.2709490675272287e-08,2.2065032048491223e-08,2.1670069923192085e-08,1.9560047697630245e-08,1.6449235490388103e-08,1.5815551340972196e-08,1.5536523923194155e-08,1.5351869259349635e-08,1.4825815210351407e-08,1.478847169840561e-08,1.520120785965136e-08,1.5457368772351603e-08,1.5516145885166762e-08,1.5566817501284445e-08,1.5626166227931064e-08,1.5663200777561787e-08,1.569441989050042e-08,1.572583255634653e-08,1.576179582217694e-08,0,0,0,0,0,0,0,0,0,0
5,2.1191344600354144e-08,2.2872626731861747e-08,2.366520823093541e-08,2.2993627885207833e-08,2.25820439764276e-08,2.0383222520947083e-08,1.714149333800765e-08,1.6481140908135703e-08,1.6190370761051463e-08,1.5997944998044295e-08,1.544975222752895e-08,1.541083713256234e-08,1.584094308870133e-08,1.6107884405279517e-08,1.6169135123486893e-08,1.6221939229222678e-08,1.6283785617343678e-08,1.632237874747073e-08,1.6354911701161424e-08,1.638764635333689e-08,1.6425123115220756e-08,0,0,0,0,0,0,0,0,0,0
6,2.2339643890997136e-08,2.411202996684571e-08,2.494755922550363e-08,2.4239587831961384e-08,2.3805701350154006e-08,2.148773195171865e-08,1.8070342592824e-08,1.7374207524280615e-08,1.706768136171296e-08,1.6864828588465066e-08,1.6286930795385576e-08,1.6245907001004732e-08,1.6699319187760515e-08,1.6980725302597177e-08,1.7045295024746745e-08,1.710096043627992e-08,1.7166158106018366e-08,1.7206842489191626e-08,1.7241138312032435e-08,1.7275646762830945e-08,1.7315154284909523e-08,0,0,0,0,0,0,0,0,0,0
7,2.1917794097652396e-08,2.3656711390226168e-08,2.447646296474471e-08,2.3781860521375394e-08,2.3356167318009637e-08,2.1081969204223253e-08,1.7729111983882927e-08,1.704612235473141e-08,1.674538446698878e-08,1.6546362256165757e-08,1.597937717350255e-08,1.593912805034146e-08,1.6383978245768432e-08,1.6660070439220803e-08,1.672342086154276e-08,1.677803511745025e-08,1.6842001629537306e-08,1.6881917750749116e-08,1.691556594975811e-08,1.694942276157307e-08,1.6988184244900726e-08,0,0,0,0,0,0,0,0,0,0
8,1.93065193084493e-08,2.083826288334071e-08,2.1560349674149147e-08,2.094850181095373e-08,2.0573525478315542e-08,1.857027416573212e-08,1.561687464137453e-08,1.501525604764494e-08,1.4750347918176407e-08,1.457503711185414e-08,1.4075602342220422e-08,1.4040148479026177e-08,1.44319994494803e-08,1.4675198160082807e-08,1.473100104546023e-08,1.4779108586825793e-08,1.4835454161348515e-08,1.4870614696275546e-08,1.4900254066048227e-08,1.493007719460376e-08,1.496422065461417e-08,0,0,0,0,0,0,0,0,0,0
9,1.6418763521065228e-08,1.772139788665213e-08,1.8335479175493265e-08,0.0,0.0,1.5792641603453912e-08,1.3280994237145258e-08,1.2769362219871222e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
10,1.5332805678022154e-08,1.6549282154550497e-08,0.0,0.0,0.0,1.474809625814605e-08,1.2402572434143244e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
11,1.4807367209313871e-08,1.5982156368434755e-08,0.0,0.0,0.0,1.4242695141287816e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
12,1.4082634039613895e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
13,1.4842877196839942e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
14,1.647940940309427e-08,1.7786855300923594e-08,0.0,0.0,0.0,1.5850974782951936e-08,1.3330050160796321e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
15,2.0295317783946366e-08,2.190551080316834e-08,2.266457983331888e-08,2.2021395703616888e-08,2.1627214665037848e-08,1.9521365270828545e-08,1.6416705081585568e-08,1.5784274121379847e-08,1.5505798515020197e-08,1.532150902873703e-08,0.0,0.0,0.0,1.5426799903332135e-08,1.548546077709721e-08,1.5536032183792516e-08,1.559526354095161e-08,1.5632224850154835e-08,1.5663382223415232e-08,1.5694732766808164e-08,1.573062491080802e-08,0,0,0,0,0,0,0,0,0,0
