year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,2092,1510030,9833,0.0,0.0,1464.3999999999999,209.20000000000002,209.20000000000002,209.20000000000002,9833,3244.8900000000003,4916.5,7374.75
2012,5959,1531036,9833,0.0,0.0,4171.3,595.9,595.9,595.9,9833,3244.8900000000003,4916.5,7374.75
2013,12021,1552336,9833,0.0,0.0,8414.699999999999,1202.1000000000001,1202.1000000000001,1202.1000000000001,9833,3244.8900000000003,4916.5,7374.75
2014,18300,1573931,9833,0.0,0.0,12810.0,1830.0,1830.0,1830.0,9833,3244.8900000000003,4916.5,7374.75
2015,19252,1595827,9833,15603.57,0.0,13476.4,1925.2,1925.2,1925.2,9833,3244.8900000000003,4916.5,7374.75
2016,22582,1618028,9833,11258.79,0.0,15807.4,2258.2000000000003,2258.2000000000003,2258.2000000000003,9833,3244.8900000000003,4916.5,7374.75
2017,29629,1640537,9833,6914.0,29.9,20740.3,2962.9,2962.9,2962.9,9833,3244.8900000000003,4916.5,7374.75
2018,47945,1663360,9833,5377.16,31.0,33561.5,4794.5,4794.5,4794.5,9833,3244.8900000000003,4916.5,7374.75
2019,48983,1686500,9833,3840.32,32.1,34288.1,4898.3,4898.3,4898.3,9833,3244.8900000000003,4916.5,7374.75
2020,64695,1708770,9833,2741.24,33.4,45286.5,6469.5,6469.5,6469.5,9833,3244.8900000000003,4916.5,7374.75
2021,80406,1733614,9833,1642.17,34.7,56284.2,8040.6,8040.6,8040.6,9833,3244.8900000000003,4916.5,7374.75
2022,96118,1763619,9833,821.08,36.6,67282.59999999999,9611.800000000001,9611.800000000001,9611.800000000001,9833,3244.8900000000003,4916.5,7374.75
2023,112753,1788471,9833,0.0,37.5,78927.09999999999,11275.300000000001,11275.300000000001,11275.300000000001,9833,3244.8900000000003,4916.5,7374.75
2024,126617,1815889,9833,0.0,39.6,88631.9,12661.7,12661.7,12661.7,9833,3244.8900000000003,4916.5,7374.75
2025,140480,1842452,9833,0.0,39.6,98336.0,14048.0,14048.0,14048.0,9833,3244.8900000000003,4916.5,7374.75
2026,151570,1865586,9833,0.0,39.5,106099.0,15157.0,15157.0,15157.0,9833,3244.8900000000003,4916.5,7374.75
2027,161737,1893005,9833,0.0,39.4,113215.9,16173.7,16173.7,16173.7,9833,3244.8900000000003,4916.5,7374.75
2028,172827,1918710,9833,0.0,39.3,120978.9,17282.7,17282.7,17282.7,9833,3244.8900000000003,4916.5,7374.75
2029,184842,1944427,9833,0.0,39.2,129389.4,18484.2,18484.2,18484.2,9833,3244.8900000000003,4916.5,7374.75
2030,196856,1963269,9833,0.0,39.1,137799.19999999998,19685.600000000002,19685.600000000002,19685.600000000002,9833,3244.8900000000003,4916.5,7374.75
2031,214823,1990581,9833,0.0,39.0,150376.09999999998,21482.300000000003,21482.300000000003,21482.300000000003,9833,3244.8900000000003,4916.5,7374.75
2032,228156,2018273,9833,0.0,39.0,159709.19999999998,22815.600000000002,22815.600000000002,22815.600000000002,9833,3244.8900000000003,4916.5,7374.75
2033,241489,2046351,9833,0.0,38.9,169042.3,24148.9,24148.9,24148.9,9833,3244.8900000000003,4916.5,7374.75
2034,254822,2074819,9833,0.0,38.8,178375.4,25482.2,25482.2,25482.2,9833,3244.8900000000003,4916.5,7374.75
2035,268155,2103683,9833,0.0,38.7,187708.5,26815.5,26815.5,26815.5,9833,3244.8900000000003,4916.5,7374.75
2036,281488,2132949,9833,0.0,38.6,197041.59999999998,28148.800000000003,28148.800000000003,28148.800000000003,9833,3244.8900000000003,4916.5,7374.75
2037,294822,2162621,9833,0.0,38.6,206375.4,29482.2,29482.2,29482.2,9833,3244.8900000000003,4916.5,7374.75
2038,308155,2192707,9833,0.0,38.5,215708.5,30815.5,30815.5,30815.5,9833,3244.8900000000003,4916.5,7374.75
2039,321488,2223211,9833,0.0,38.4,225041.59999999998,32148.800000000003,32148.800000000003,32148.800000000003,9833,3244.8900000000003,4916.5,7374.75
2040,334821,2254139,9833,0.0,0.0,234374.69999999998,33482.1,33482.1,33482.1,9833,3244.8900000000003,4916.5,7374.75
