Load Profile, Charger Assignment
San Bernardino_Residential_L2,Residential L2
San Bernardino_Residential_MUD,Residential L2
San Bernardino_Public_L2,Public L2
San Bernardino_Workplace_L2,Workplace L2
San Bernardino_Public_DCFC,DCFC
