Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,335663647.9526423,405346672.3131107,475029271.49575967,544142530.4597476,613439298.5522342,683841712.8741932,1094532659.0850086,1504982556.9679186,1913638495.7524343,2320788775.032577,3030578713.8831377,2993394174.7396936,2924752073.4679294,2855050171.6830254,2782428999.3705635,2709708531.1493864,2636348578.5232015,2227200916.337041,1816838317.9519424,1406614686.8157613
Utility Bills (res),294713442.42333585,355896635.5830636,417079928.27401394,477668014.4729419,538492651.5372288,600417015.2308176,961005769.9036387,1321383065.9557984,1679911836.0199645,2036939687.36959,2668192675.1878967,2635984272.673043,2575706909.667576,2514527694.424363,2450245571.8214307,2385976121.5775924,2321565764.6438265,1962302046.9893503,1601895124.5298016,1241632569.2825549
Utility Bills (work),20637199.093821395,24920011.222821698,29202294.642806094,33525783.432113428,37810795.10933032,42060831.18421553,67289971.79745947,92523720.48788218,117872678.36379187,143221686.2380087,181782261.05317408,179179736.50889057,174886560.96898586,170581550.817284,166496494.8650731,162287569.8281873,157690104.08955958,132414996.58650705,107181247.89608438,81942475.44496109
Utility Bills (pub L2),6574006.486161693,7938745.96790614,9303473.736503849,10664673.325424116,12027527.26860361,13397397.69788253,21436506.890429568,29475199.926321678,37503121.20463985,45518442.91811242,59217921.87752338,58454202.54568859,57091421.634012066,55726031.695127286,54345298.134272926,52965511.52638814,51598577.24009674,43680462.103934854,35758694.97324358,27836736.902568046
Utility Bills (DCFC),13738999.949323393,16591279.539319288,19443574.842435773,22284059.22926814,25108324.637071464,27966468.761277523,44800410.49348086,61600570.59791643,78350860.16403803,95108958.50686572,121385855.76454367,119775963.01207197,117067181.19735552,114214894.74625123,111341634.54978701,108479328.2172188,105494132.54971868,88803410.65724851,72003250.5528129,55202905.185677424
Incremental upfront vehicle cost,253492167.25722,316834168.30776715,189802996.51616278,94900920.35507342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,281184661.2054745,492806901.33728236,493258914.93000185,493712284.56349945,494167014.30589783,494623108.23752254,2916102760.792265,2918805369.062197,2921516085.156939,2924234933.399966,3015361643.472823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),145217786.0089482,254485368.58503518,254694037.80314913,254903333.0289175,255113256.14036313,255323809.02114287,1505141475.3002021,1506389117.3261025,1507640502.2780807,1508895641.384915,1550963711.121046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),58429378.545687914,102369310.75363956,102428562.50693111,102487992.01548262,102547599.81255986,102607386.43302807,604726922.6161066,605081191.3395109,605436522.8690846,605792920.3932476,617738174.762766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),35057627.12741274,61421586.45218373,61457137.50415871,61492795.209289566,61528559.88753586,61564431.859816805,362836153.56966406,363048714.80370635,363261913.72145075,363475752.23594856,370642904.85765946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),42479869.52342565,74530635.54642393,74679177.11576286,74828164.30980982,74977598.46543896,75127480.9235348,443398209.30629194,444286345.59287745,445177146.28832275,446070619.38585424,476016852.73135185,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),603571841.8383244,768934892.779453,915213176.1399732,1054613440.5673926,1315864835.3217795,1442303008.5783682,2217995574.0337324,3033269300.720959,3905940963.089567,4876673974.250879,5124063766.971861,5019657479.037558,4892452698.698057,4759296635.973989,4640885237.850762,4528624128.709214,3699369331.537497,2877716523.69881,1984099400.1548984,1061517291.6096774
Avoided vehicle gasoline (gallons),208128221.32356015,249654185.9673549,289624422.82910544,327519702.0395629,364505494.5489694,399529919.2737862,612705959.6778266,833315741.9563074,1061397000.8395562,1296987759.1092765,1355572425.124831,1314046460.4810362,1274076223.6192858,1236180944.4088283,1199195151.8994217,1164170727.1746051,950994686.7705648,730384904.4920838,502303645.60883504,266712887.33911493
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,16700045.391029043,46952660.2208417,78528307.28119683,111470557.72466072,145824259.48691294,181635572.37676543,381894263.46169686,590876425.3373349,808868965.5119855,1036167193.2644577,1427414316.6121035,1421666874.9164245,1414975677.2568958,1407301980.132888,1398605792.107632,1388845837.6508803,1175424648.7666438,951940726.1860778,718054605.4819639,473416756.1553949
Federal EV Tax Credit,495060634.1214143,848194238.6880773,829935654.2936177,812070111.8332855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,66008.08454952191,115580.60159189533,115580.60159189533,115580.60159189533,115580.60159189533,115580.60159189522,680788.0,680788.0,680788.0,680788.0,746796.0845495219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,18690114.448131848,24705988.720491488,28537976.0221003,32538091.335544743,36712089.140936434,71206856.55980228,186939217.69062614,313093075.2675667,398022808.38921285,486757786.00509703,632433012.9473126,602852887.0766933,602307165.3604478,601408730.2529752,600141441.5995635,598488598.46269,596432921.9585125,513888653.64141244,427174024.972775,336139509.492967
Distribution Cost,10832481.240408823,14996009.080084804,16893596.436541542,18874440.21800987,20941390.052981343,53238338.926538065,157519716.6559151,271698729.95796186,344111562.56391895,419768824.6830078,544485731.8551036,514056670.8472388,513592587.36677,512827801.3904473,511748552.1709392,510340600.81269425,508589215.67540836,438211637.00053775,364278355.19723785,286661881.6350257
Transmission Cost,7857633.207723025,9709979.640406683,11644379.585558759,13663651.117534872,15770699.08795509,17968517.63326421,29419501.034711048,41394345.30960483,53911245.82529389,66988961.32208927,87947281.09220901,88796216.22945452,88714577.99367775,88580928.86252797,88392889.42862423,88147997.64999573,87843706.28310421,75677016.64087468,62895669.77553713,49477627.85794131
Cumulative personal light-duty EV population,556742.9920405234,672323.5936324188,787904.1952243141,903484.7968162094,1019065.3984081048,1134646.0,1815434.0,2496222.0,3177010.0,3857798.0,4538586.0,4423005.398408105,4307424.796816209,4191844.195224314,4076263.5936324187,3960682.9920405233,3279894.9920405233,2599106.9920405233,1918318.9920405233,1237530.9920405233
Cumulative personal light-duty LDV population,7951731.0,8067344.0,8206972.0,8322621.0,8450210.0,8573820.0,8681474.0,8809068.0,8928687.0,9048358.0,9136039.0,9020426.0,8880798.0,8765149.0,8637560.0,8513950.0,8406296.0,8278702.0,8159083.0,8039412.0
EV sales as % of total personal light-duty vehicles,0.008301096270676399,0.014326970759136505,0.014083221143181108,0.013887524325797767,0.013677837780587149,0.013480642419819312,0.07841848054834928,0.07728263648322388,0.07624726905534934,0.07523884444006305
Peak Demand 5-9 PM,288.3559554976451,348.2500175856377,408.15500848811854,470.6352893658827,533.3640802698729,587.7236693697075,940.3580781834426,1292.9924869971712,1647.2270306560224,2068.5564236208734,2626.098064276187,2577.556940454505,2517.481938918106,2458.0229265391763,2410.4190200789894,2413.474870514414,2274.480581592449,1925.5804669106908,1572.9460580969544,1220.4035485263178
Energy Supply Cost,143731229.56618154,179158370.00548056,205013385.75860187,237213152.74580488,279280966.6734674,343660995.61002076,591653666.7191393,878101649.4220394,1191763000.3007636,1513979726.9550805,2100071475.313816,2120224681.0777678,2136130549.0110433,2149918686.9750752,2162688271.775455,2173487519.9131107,2183424096.470515,1902728049.1254773,1604476431.9837756,1286428543.595383
Energy Cost,88001871.37601973,116751468.34179828,138801597.081179,171405286.35159093,211684670.86526155,270001481.9150797,474448434.71549785,732060818.9178687,1021602103.0370619,1314803072.1589406,1860144523.3010354,1896543699.9862578,1912974057.3780668,1927403160.7633238,1939773187.4158783,1950001256.0223143,1957037390.0641024,1704262026.3633032,1434112497.6692615,1146612610.7665188
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
