Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,59060842.73579231,71287692.87225592,83538058.19657698,95633508.43162847,107865749.02375597,120359413.83011678,176504768.63728166,232597073.48722392,288255984.5295754,343782801.4907756,442391827.6935947,436176548.50882155,423834108.3952105,411488681.40038455,398512964.18250644,385653172.72004986,373676961.47399306,317768106.9389095,261728888.9899234,205759694.52726793
Utility Bills (res),33268473.985150438,40148354.01330954,47048504.502715655,53523705.01402861,60316633.716413,67798737.18109208,99419940.7634289,130995818.10788545,161474455.38096493,191207973.55622187,250244794.10308,248298959.6358055,241313242.683002,234359024.09507847,225626431.87949207,217065821.60900617,212459998.0703627,181210992.18326005,149676322.46219477,118204442.08720832
Utility Bills (work),21991563.538604178,26550366.78726465,31111771.467934612,35949993.20273121,40601956.484335095,44814739.15274339,65724743.72722655,86628383.7491614,108213665.20889793,130422592.61624402,163994292.53074148,160153947.98121214,155587412.57155287,150986150.34288293,147541426.69548276,144037700.6944216,137436073.33863094,116355386.1164628,95433223.75475638,74516138.23692816
Utility Bills (pub L2),1458110.783033682,1760395.800602778,2062949.8433696914,2366817.4608300943,2670096.263755042,2971525.382239544,4357976.348067973,5743809.273406313,7132430.071487595,8525882.931748595,11038563.540224144,10856783.883218354,10554649.131448356,10252098.388261983,9966336.441036895,9681086.237238053,9361407.218536187,8007100.177849464,6653797.783217899,5301365.91673953
Utility Bills (DCFC),2342694.429004009,2828576.2710789577,3314832.3825570187,3792992.754038558,4277062.559252834,4774412.114041766,7002107.7985582575,9229062.356770737,11435433.868224954,13626352.386561114,17114177.519549053,16866857.00858558,16378804.009207284,15891408.5741612,15378769.166494697,14868564.179384032,14419482.846463215,12194628.461337168,9965544.989754349,7737748.286391911
Incremental upfront vehicle cost,29304347.430647977,36626845.89607086,21941715.25483018,10970790.820338922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,55655709.44788199,97534905.95943974,97616533.15623645,97698405.23462349,97780522.92924573,97862886.97695166,448712933.90134287,449092531.6746999,449473268.241377,449855147.01775414,466201895.21288514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),16787550.086301547,29419164.062237833,29443286.761301305,29467481.82846197,29491749.48082412,29516089.936143294,135332467.6493651,135444647.45231318,135557163.79467013,135670017.68605414,140500854.74590993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),27192142.02095251,47641116.60751909,47668691.47020973,47696349.057488434,47724089.61752893,47751913.39924955,218891362.22079036,219019595.9086881,219148214.29764947,219277218.54177773,224799389.51675132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),4389818.185353113,7691039.561836233,7695491.16530332,7699956.123580801,7704434.476733132,7708926.264944886,35337167.6917963,35357869.35533846,35378633.12387124,35399459.18370959,36290941.97126973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),7286199.155274813,12783585.727846595,12809063.75942209,12834618.225092292,12860249.354159532,12885957.376613928,59151936.339391105,59270418.9583602,59389257.02518616,59508451.606212676,64610708.9789542,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),69774459.47921142,88890854.0779197,105801000.38948534,121916029.99732408,152117364.11135033,166733942.5946131,236581775.53221256,310091123.08903784,388966588.7112022,477069631.75155526,481597488.457701,468355815.83171326,453064597.1794801,437378404.1632921,423103723.1435403,409540031.37078595,334978868.9465435,261131507.80899137,180789362.3973391,97854987.23108444
Avoided vehicle gasoline (gallons),24060158.44110739,28860666.90841549,33481329.237178907,37862121.11718139,42137773.992063805,46186687.69933881,65354081.638732746,85189868.9805049,105697442.58456582,126880221.21052003,127406742.9782278,122606234.5109197,117985572.18215628,113604780.3021538,109329127.4272714,105280213.7199964,86112819.78060244,66277032.4388303,45769458.83476939,24586680.208815183
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,1930568.2599246777,5427848.453039418,9078074.579613402,12886283.577105371,16857659.982390456,20997539.988256752,39106143.729552425,58001363.226110786,77709045.0069526,98255792.12635003,137511001.6255452,136241543.62611645,134849674.14992604,133330621.50966825,131679463.31095052,129891122.13067856,110812020.37575932,90830570.84051238,69916304.5078527,48037848.460269205
Federal EV Tax Credit,57230284.3851189,98053438.60573058,95942699.22282834,93877396.49983203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,7630.70458468252,13361.415234007552,13361.415234007552,13361.415234007552,13361.415234007552,13361.415234007523,61212.0,61212.0,61212.0,61212.0,68842.70458468252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,1012030.690757896,1525110.408922504,1640056.7395028402,1759463.5776726834,1883465.4012639932,4230400.3591738455,12412674.480549058,19325899.722947337,23327475.599111184,27483607.491422,35028914.83152456,30310509.21305146,30044327.521153867,29755256.42855647,29442484.338942677,29105176.360519063,28742473.583565757,24894762.259212054,20881042.113244105,16696199.27868503
Distribution Cost,637495.2664937866,1063503.7583641934,1087950.4659897275,1113324.9838508049,1139654.647430177,3385167.548153193,11147460.636632154,17623760.31022099,21170946.188954446,24854689.538453344,31610701.134384725,26877451.093500786,26639857.690047882,26382009.57405117,26103191.573401857,25802668.060062557,25479682.33371738,22068550.113281835,18510780.730649456,14801873.16059203
