Timestep,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0,2.5794050390577952e-08,2.8073539513257655e-08,2.9170097040502297e-08,2.841407377105848e-08,2.7939796538053306e-08,2.5011141329703263e-08,2.2849423425623485e-08,2.205959799157518e-08,2.1701718358135503e-08,2.152155495724449e-08,2.0743842839704577e-08,2.0693940243565135e-08,2.1415654054091316e-08,2.183779411739442e-08,2.1952512336597905e-08,2.2050486832712904e-08,2.216381211938225e-08,2.2235146062868192e-08,2.2295518736099294e-08,2.2355877584362805e-08,2.2424590305260343e-08,0,0,0,0,0,0,0,0,0,0
1,2.4513894636128896e-08,2.6680252975801813e-08,2.7722388479078503e-08,2.7003886557550992e-08,2.6553147649075792e-08,2.7109004820598938e-08,2.1715409168799393e-08,2.0964782680209318e-08,2.0624664571819406e-08,2.045344265979497e-08,1.971432830520807e-08,1.9666902369176e-08,2.0352797606286194e-08,2.0753986906795655e-08,2.0863011673973197e-08,2.095612370711353e-08,2.1063824672838414e-08,2.1131618320912876e-08,2.1188994705314657e-08,2.1246357950880396e-08,2.1311660467342068e-08,0,0,0,0,0,0,0,0,0,0
2,2.6304349493609016e-08,2.5102553472072256e-08,2.608306374758855e-08,2.540704943388286e-08,2.4982964341353776e-08,2.5505951675231373e-08,2.043129877074686e-08,1.9725059531393467e-08,1.9405053832406215e-08,1.9243956889057083e-08,1.8548549029737995e-08,1.850392756020816e-08,1.9149263340247963e-08,1.9526728871687836e-08,1.962930661149925e-08,1.9716912594580394e-08,1.9818244814089504e-08,1.9882029579451353e-08,1.9936013091481244e-08,1.998998424162182e-08,2.005142518496021e-08,0,0,0,0,0,0,0,0,0,0
3,2.526429040245835e-08,2.411001271541649e-08,2.5051754169591464e-08,2.4402469079236782e-08,2.399515207124115e-08,2.4497460781939407e-08,1.962345678112862e-08,1.8945141841579538e-08,1.8637788986812316e-08,1.8483061725424997e-08,1.781514989927404e-08,1.7772292737394404e-08,1.8392112305940812e-08,1.8754653063906796e-08,1.885317493794337e-08,1.893731703003702e-08,1.9034642630939103e-08,1.909590538277966e-08,1.914775441729767e-08,1.9199591578708466e-08,1.925860318192181e-08,0,0,0,0,0,0,0,0,0,0
4,2.5397002699216195e-08,2.4236661638119356e-08,2.5183350022104936e-08,2.453065426340299e-08,2.4121197635620758e-08,2.4626144953682066e-08,1.972653800677422e-08,1.9044659906252928e-08,1.8735692539357283e-08,1.8580152501917155e-08,1.7908732161928366e-08,1.7865649873108883e-08,1.848872532880696e-08,1.885317049872721e-08,1.8952209904187624e-08,1.903679399129154e-08,1.9134630839643015e-08,1.9196215402243858e-08,1.924833679764538e-08,1.930044625757075e-08,1.9359767846351596e-08,0,0,0,0,0,0,0,0,0,0
5,2.6644427453562298e-08,2.5427093912674083e-08,2.6420280796455946e-08,2.5735526575733725e-08,2.53059586639793e-08,2.583570748289681e-08,2.069544650824704e-08,1.9980076596423816e-08,1.965593367726656e-08,1.949275397874942e-08,1.878835548135391e-08,1.8743157119461406e-08,1.939683617655561e-08,1.9779181802366034e-08,1.9883085726978184e-08,1.997182433126378e-08,2.007446663276129e-08,2.0139076044742342e-08,2.0193757487076377e-08,2.024842640769938e-08,2.0310661695359922e-08,0,0,0,0,0,0,0,0,0,0
6,2.4549532155726353e-08,2.6719039878185286e-08,2.7762690404879207e-08,2.7043143948132413e-08,2.6591749769781806e-08,2.7148415028764566e-08,2.1746978339317007e-08,2.0995260613834782e-08,2.0654648052566893e-08,2.04831772235778e-08,1.974298836807265e-08,1.969549348572463e-08,2.0382385855494373e-08,2.0784158392236622e-08,2.0893341656149775e-08,2.098658905259957e-08,2.109444659055965e-08,2.116233879488141e-08,2.121979859124419e-08,2.127724522967012e-08,2.134264268085126e-08,0,0,0,0,0,0,0,0,0,0
7,2.41923162021164e-08,2.633025579671748e-08,2.7358720346922573e-08,2.6649643884963588e-08,2.620481786444387e-08,2.6753383184492257e-08,2.1430541856685213e-08,2.068976224450185e-08,2.0354105877108177e-08,2.018513009019586e-08,1.945571159341665e-08,1.9408907800804346e-08,2.0085805319701223e-08,2.048173173445075e-08,2.0589326291764944e-08,2.0681216861639267e-08,2.078750498340713e-08,2.085440930012453e-08,2.0911033009028635e-08,2.0967643751454714e-08,2.103208961574861e-08,0,0,0,0,0,0,0,0,0,0
8,2.4671598650010756e-08,2.6851893714579662e-08,2.446404844565723e-08,2.382999536506456e-08,2.6723970687504193e-08,2.392275859438255e-08,1.9163097087529005e-08,1.8500695188236688e-08,1.8200552728030732e-08,1.8049455316136206e-08,1.7397212476701912e-08,1.7355360729420293e-08,1.7960639539432385e-08,1.8314675213196536e-08,1.841088579721677e-08,1.849305394414025e-08,1.8588096319191235e-08,1.8647921867486004e-08,1.8698554541099285e-08,1.8749175620144456e-08,1.880680283100139e-08,0,0,0,0,0,0,0,0,0,0
9,2.1115430858452618e-08,2.2981457877618247e-08,2.3879117775860047e-08,0.0,0.0,2.047452871656202e-08,1.640092550651788e-08,1.583400231262876e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
