year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,264,190704,9833,0.0,0.0,184.79999999999998,26.400000000000002,26.400000000000002,26.400000000000002,9833,3244.8900000000003,4916.5,7374.75
2012,753,193357,9833,0.0,0.0,527.1,75.3,75.3,75.3,9833,3244.8900000000003,4916.5,7374.75
2013,1518,196047,9833,0.0,0.0,1062.6,151.8,151.8,151.8,9833,3244.8900000000003,4916.5,7374.75
2014,2311,198774,9833,0.0,0.0,1617.6999999999998,231.10000000000002,231.10000000000002,231.10000000000002,9833,3244.8900000000003,4916.5,7374.75
2015,2431,201539,9833,15603.57,0.0,1701.6999999999998,243.10000000000002,243.10000000000002,243.10000000000002,9833,3244.8900000000003,4916.5,7374.75
2016,2852,204343,9833,11258.79,0.0,1996.3999999999999,285.2,285.2,285.2,9833,3244.8900000000003,4916.5,7374.75
2017,3742,207186,9833,6914.0,29.9,2619.3999999999996,374.20000000000005,374.20000000000005,374.20000000000005,9833,3244.8900000000003,4916.5,7374.75
2018,6055,210068,9833,5377.16,31.0,4238.5,605.5,605.5,605.5,9833,3244.8900000000003,4916.5,7374.75
2019,6186,212991,9833,3840.32,32.1,4330.2,618.6,618.6,618.6,9833,3244.8900000000003,4916.5,7374.75
2020,8170,215803,9833,2741.24,33.4,5719.0,817.0,817.0,817.0,9833,3244.8900000000003,4916.5,7374.75
2021,10155,218941,9833,1642.17,34.7,7108.5,1015.5,1015.5,1015.5,9833,3244.8900000000003,4916.5,7374.75
2022,12139,222730,9833,821.08,36.6,8497.3,1213.9,1213.9,1213.9,9833,3244.8900000000003,4916.5,7374.75
2023,14240,225869,9833,0.0,37.5,9968.0,1424.0,1424.0,1424.0,9833,3244.8900000000003,4916.5,7374.75
2024,15991,229331,9833,0.0,39.6,11193.699999999999,1599.1000000000001,1599.1000000000001,1599.1000000000001,9833,3244.8900000000003,4916.5,7374.75
2025,17741,232686,9833,0.0,39.6,12418.699999999999,1774.1000000000001,1774.1000000000001,1774.1000000000001,9833,3244.8900000000003,4916.5,7374.75
2026,19142,235608,9833,0.0,39.5,13399.4,1914.2,1914.2,1914.2,9833,3244.8900000000003,4916.5,7374.75
2027,20426,239070,9833,0.0,39.4,14298.199999999999,2042.6000000000001,2042.6000000000001,2042.6000000000001,9833,3244.8900000000003,4916.5,7374.75
2028,21827,242317,9833,0.0,39.3,15278.9,2182.7000000000003,2182.7000000000003,2182.7000000000003,9833,3244.8900000000003,4916.5,7374.75
2029,23344,245565,9833,0.0,39.2,16340.8,2334.4,2334.4,2334.4,9833,3244.8900000000003,4916.5,7374.75
2030,24861,247944,9833,0.0,39.1,17402.699999999997,2486.1000000000004,2486.1000000000004,2486.1000000000004,9833,3244.8900000000003,4916.5,7374.75
2031,27130,251393,9833,0.0,39.0,18991.0,2713.0,2713.0,2713.0,9833,3244.8900000000003,4916.5,7374.75
2032,28814,254891,9833,0.0,39.0,20169.8,2881.4,2881.4,2881.4,9833,3244.8900000000003,4916.5,7374.75
2033,30498,258437,9833,0.0,38.9,21348.6,3049.8,3049.8,3049.8,9833,3244.8900000000003,4916.5,7374.75
2034,32182,262032,9833,0.0,38.8,22527.399999999998,3218.2000000000003,3218.2000000000003,3218.2000000000003,9833,3244.8900000000003,4916.5,7374.75
2035,33866,265677,9833,0.0,38.7,23706.199999999997,3386.6000000000004,3386.6000000000004,3386.6000000000004,9833,3244.8900000000003,4916.5,7374.75
2036,35550,269373,9833,0.0,38.6,24885.0,3555.0,3555.0,3555.0,9833,3244.8900000000003,4916.5,7374.75
2037,37233,273121,9833,0.0,38.6,26063.1,3723.3,3723.3,3723.3,9833,3244.8900000000003,4916.5,7374.75
2038,38917,276920,9833,0.0,38.5,27241.899999999998,3891.7000000000003,3891.7000000000003,3891.7000000000003,9833,3244.8900000000003,4916.5,7374.75
2039,40601,280773,9833,0.0,38.4,28420.699999999997,4060.1000000000004,4060.1000000000004,4060.1000000000004,9833,3244.8900000000003,4916.5,7374.75
2040,42285,284679,9833,0.0,0.0,29599.499999999996,4228.5,4228.5,4228.5,9833,3244.8900000000003,4916.5,7374.75
