Load Profile, Charger Assignment
Santa Cruz_Residential_L2,Residential L2
Santa Cruz_Residential_MUD,Residential L2
Santa Cruz_Public_L2,Public L2
Santa Cruz_Workplace_L2,Workplace L2
Santa Cruz_Public_DCFC,DCFC
