Load Profile, Charger Assignment
Modoc_Residential_L2,Residential L2
Modoc_Residential_MUD,Residential L2
Modoc_Public_L2,Public L2
Modoc_Workplace_L2,Workplace L2
Modoc_Public_DCFC,DCFC
