year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,8,6103,9833,0.0,0.0,5.6,0.8,0.8,0.8,9833,3244.8900000000003,4916.5,7374.75
2012,24,6188,9833,0.0,0.0,16.799999999999997,2.4000000000000004,2.4000000000000004,2.4000000000000004,9833,3244.8900000000003,4916.5,7374.75
2013,49,6274,9833,0.0,0.0,34.3,4.9,4.9,4.9,9833,3244.8900000000003,4916.5,7374.75
2014,74,6361,9833,0.0,0.0,51.8,7.4,7.4,7.4,9833,3244.8900000000003,4916.5,7374.75
2015,78,6450,9833,0.0,0.0,54.599999999999994,7.800000000000001,7.800000000000001,7.800000000000001,9833,3244.8900000000003,4916.5,7374.75
2016,91,6540,9833,15603.57,0.0,63.699999999999996,9.1,9.1,9.1,9833,3244.8900000000003,4916.5,7374.75
2017,120,6631,9833,11258.79,0.0,84.0,12.0,12.0,12.0,9833,3244.8900000000003,4916.5,7374.75
2018,194,6723,9833,6914.0,29.9,135.79999999999998,19.400000000000002,19.400000000000002,19.400000000000002,9833,3244.8900000000003,4916.5,7374.75
2019,198,6816,9833,5377.16,31.0,138.6,19.8,19.8,19.8,9833,3244.8900000000003,4916.5,7374.75
2020,261,6906,9833,3840.32,32.1,182.7,26.1,26.1,26.1,9833,3244.8900000000003,4916.5,7374.75
2021,325,7007,9833,2741.24,33.4,227.49999999999997,32.5,32.5,32.5,9833,3244.8900000000003,4916.5,7374.75
2022,388,7128,9833,1642.17,34.7,271.59999999999997,38.800000000000004,38.800000000000004,38.800000000000004,9833,3244.8900000000003,4916.5,7374.75
2023,456,7228,9833,821.08,36.6,319.2,45.6,45.6,45.6,9833,3244.8900000000003,4916.5,7374.75
2024,512,7339,9833,0.0,37.5,358.4,51.2,51.2,51.2,9833,3244.8900000000003,4916.5,7374.75
2025,568,7447,9833,0.0,39.6,397.59999999999997,56.800000000000004,56.800000000000004,56.800000000000004,9833,3244.8900000000003,4916.5,7374.75
2026,613,7540,9833,0.0,39.6,429.09999999999997,61.300000000000004,61.300000000000004,61.300000000000004,9833,3244.8900000000003,4916.5,7374.75
2027,654,7651,9833,0.0,39.5,457.79999999999995,65.4,65.4,65.4,9833,3244.8900000000003,4916.5,7374.75
2028,699,7755,9833,0.0,39.4,489.29999999999995,69.9,69.9,69.9,9833,3244.8900000000003,4916.5,7374.75
2029,747,7859,9833,0.0,39.3,522.9,74.7,74.7,74.7,9833,3244.8900000000003,4916.5,7374.75
2030,796,7935,9833,0.0,39.2,557.1999999999999,79.60000000000001,79.60000000000001,79.60000000000001,9833,3244.8900000000003,4916.5,7374.75
2031,868,8045,9833,0.0,39.1,607.5999999999999,86.80000000000001,86.80000000000001,86.80000000000001,9833,3244.8900000000003,4916.5,7374.75
2032,922,8157,9833,0.0,39.0,645.4,92.2,92.2,92.2,9833,3244.8900000000003,4916.5,7374.75
2033,976,8271,9833,0.0,39.0,683.1999999999999,97.60000000000001,97.60000000000001,97.60000000000001,9833,3244.8900000000003,4916.5,7374.75
2034,1030,8386,9833,0.0,38.9,721.0,103.0,103.0,103.0,9833,3244.8900000000003,4916.5,7374.75
2035,1084,8502,9833,0.0,38.8,758.8,108.4,108.4,108.4,9833,3244.8900000000003,4916.5,7374.75
2036,1138,8621,9833,0.0,38.7,796.5999999999999,113.80000000000001,113.80000000000001,113.80000000000001,9833,3244.8900000000003,4916.5,7374.75
2037,1192,8741,9833,0.0,38.6,834.4,119.2,119.2,119.2,9833,3244.8900000000003,4916.5,7374.75
2038,1245,8862,9833,0.0,38.6,871.5,124.5,124.5,124.5,9833,3244.8900000000003,4916.5,7374.75
2039,1299,8986,9833,0.0,38.5,909.3,129.9,129.9,129.9,9833,3244.8900000000003,4916.5,7374.75
2040,1353,9111,9833,0.0,38.4,947.0999999999999,135.3,135.3,135.3,9833,3244.8900000000003,4916.5,7374.75
