Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,1727710.942173631,2086137.1698805143,2444809.8917496866,2809258.810719531,3169780.5908893673,3521116.703176991,5164186.640426131,6807004.910000797,8464830.333642557,10135316.191213619,12832346.226702727,12604764.487574987,12252071.973012278,11900053.664478652,11569985.311033346,11238454.23517002,10821934.917104004,9205946.229515813,7594074.917580161,5990954.692522672
Utility Bills (res),1493786.350848251,1803825.1889183633,2113963.5295758992,2424022.807435861,2734177.1189779984,3044374.2659576414,4465157.754242245,5885829.127167936,7306561.882704295,8727472.838479932,11100467.412043236,10924256.251791853,10616571.818794852,10309426.01532763,10000477.405966477,9691847.222561559,9366606.314540718,7957852.160786997,6548176.852914193,5137685.705345399
Utility Bills (work),130885.55215288002,157950.38071116534,185079.4772503442,217693.21478307588,246537.58365103696,266710.6913932522,391083.1528279471,515387.49827221525,653493.4591802062,803333.0331941643,988069.1326991146,947463.3952929546,920159.0060931821,892509.991571079,888329.5033197071,882617.22411777,814612.3493430763,686674.8740100628,562071.086477338,440862.4329795642
Utility Bills (pub L2),38304.76369777815,46232.65367864059,54185.62531534789,62503.52729490273,70573.06720862346,78072.6096671288,114475.43965324415,150855.80427623456,188203.28805714776,226333.26908254248,304729.557524795,299411.44024518615,291310.6420429427,283349.2257252127,276101.50422604417,268705.69753676513,259560.7484894351,222962.61621565832,188105.97781489888,159226.53795020923
Utility Bills (DCFC),64734.275474721624,78128.94657234495,91581.25960809524,105039.26120569171,118492.82105170857,131959.1361589687,193470.2937026946,254932.4802844114,316571.703700909,378177.05045697885,439080.12443558226,433633.40024499374,424030.5060813002,414768.43185473065,405076.8975211177,395284.0909539263,381155.5047307745,338456.57850309537,295721.0003737322,253180.01624750023
Incremental upfront vehicle cost,821704.9116394495,1027030.5196827621,615253.939278371,307625.09634367016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,911471.2288358972,1597453.111471352,1598918.331455402,1600387.9470994046,1601861.9715903385,1603340.4181547463,7352923.3758174395,7359737.975011557,7366573.018003258,7373428.566123935,7666855.830797051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),470729.21152580745,824924.4131259962,825600.8226706677,826279.2614439732,826959.7355335985,827642.2510454928,3795198.8820313043,3798344.798677398,3801500.1530734296,3804664.97353265,3940123.8156534885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),189401.14739843112,331834.1799573487,332026.24686509493,332218.8899735647,332412.11101135926,332605.91171226784,1524812.7689718516,1525706.0539454338,1526602.0187739367,1527500.6714969252,1565964.2933337062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),113640.68843905871,199100.50797440918,199215.7481190571,199331.33398413862,199447.26660681568,199563.54702736062,914887.661383111,915423.6323672602,915961.2112643622,916500.4028981552,939578.5760002234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),137700.18147259986,241594.01041359786,242075.5138005825,242558.46169772814,243042.85843856513,243528.70836962498,1118024.0634311724,1120263.4900214658,1122509.6348915298,1124762.5181962044,1221189.1458096327,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),1956502.0581585423,2492532.944762356,2966699.800504141,3418571.2851469712,4265428.040387491,4675282.392527042,6634060.101160752,8695518.118811756,10907458.075157264,13378165.980873426,13505393.765409265,13134105.192201525,12705340.127330687,12265496.607367195,11865235.639625732,11484911.077489728,9393953.562338214,7323013.119903005,5069936.401933216,2744164.2632910227
Avoided vehicle gasoline (gallons),674655.8821236353,809263.9431046611,938829.0507924496,1061668.1009773202,1181559.0139577538,1295092.0754922554,1832613.2876134673,2388878.6040691636,2963983.1725970823,3558022.867253571,3572855.493494515,3438247.4325134885,3308682.3248257,3185843.27464083,3065952.3616603957,2952419.300125894,2414898.088004682,1858632.771548986,1283528.2030210672,689488.5083645786
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,54133.859325467856,152198.90987343693,254552.62185760308,361336.2328966938,472695.1193525255,588778.9100756918,1096606.4642693433,1626493.4618550392,2179164.7298057987,2755366.3107108544,3856162.8965455317,3820573.4777580085,3781551.741701907,3738963.891696102,3692671.905247058,3642533.4128706753,3107486.6628531325,2547134.8696629885,1960623.5740276575,1347072.9681074552
Federal EV Tax Credit,1604758.6756561617,2749455.2573179193,2690269.3320136196,2632357.4677236984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,213.96782342082156,374.6591030638551,374.6591030638551,374.6591030638551,374.6591030638551,374.6591030638551,1716.6000000000004,1716.6000000000004,1716.6000000000004,1716.6000000000004,1930.56782342082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,33622.580970637566,46794.77507338682,52617.27685774996,58705.31531839609,65068.360562330534,89267.19892245159,213809.80955375705,292449.042438956,349886.4179598979,410024.5273129783,516663.97893966455,428752.5359866117,426744.7923160047,424378.34854014334,421636.7422581171,418502.9178330047,414959.2067387052,360156.1347286073,302402.15767476155,241585.08050172322
Distribution Cost,22901.920198865293,33545.54750350652,36727.01575012652,40057.67507644757,43542.99669090286,64739.64468735685,176992.91271171463,242781.0920506421,286786.1442511242,332890.49370680493,417137.28380137985,328536.23518646136,327121.057405747,325429.7859961509,323449.5001797448,321166.80625547277,318567.8219680188,276618.91725202743,232373.4625786016,185742.84827266887
Transmission Cost,10720.660771772273,13249.227569880306,15890.261107623437,18647.640241948517,21525.36387142768,24527.55423509474,36816.89684204243,49667.950388313875,63100.27370877375,77134.03360617338,99526.69513828469,100216.3008001503,99623.73491025768,98948.56254399242,98187.24207837232,97336.11157753198,96391.38477068646,83537.21747657988,70028.69509615994,55842.232229054345
Cumulative personal light-duty EV population,1804.7044846807244,2179.3635877445795,2554.0226908084346,2928.6817938722897,3303.340896936145,3678.0,5394.6,7111.200000000001,8827.800000000001,10544.400000000001,12261.0,11886.340896936144,11511.681793872289,11137.022690808433,10762.363587744578,10387.704484680722,8671.104484680722,6954.504484680721,5237.904484680721,3521.3044846807206
Cumulative personal light-duty LDV population,78448.0,79588.0,80966.0,82107.0,83366.0,84585.0,85647.0,86906.0,88086.0,89267.0,90132.0,88992.0,87614.0,86473.0,85214.0,83995.0,82933.0,81674.0,80494.0,79313.0
EV sales as % of total personal light-duty vehicles,0.002727511516174046,0.004707482322257817,0.004627363375538561,0.004563059216191739,0.004494147530934136,0.004429379949918486,0.020042733545833483,0.019752376130531844,0.01948777331244466,0.01922995059764527
Peak Demand 5-9 PM,0.9668525457743166,1.1676538864794739,1.368483961881547,1.5760851447033586,1.7843397250449207,1.970589496228132,2.8903050832931734,3.810020670358198,4.733342647622596,5.805295737066256,7.151041144880202,6.991998285953486,6.7906212508619905,6.59116445293728,6.428936555545352,6.426821873671697,5.976495814835346,5.068613186702627,4.148897599637607,3.229579742298951
Energy Supply Cost,455297.2127321428,567562.1202606108,650515.7482564239,744342.7734680263,866826.3816506524,1060966.07081396,1673112.1607951086,2363116.7691637785,3111722.067751432,3881189.8610816025,5250571.574907538,5291271.560683512,5313485.378775133,5328062.755975813,5338219.325037563,5341169.511879165,5340280.948545979,4685771.054818903,3988067.166004462,3241236.282314327
Energy Cost,271583.3149514999,361393.64372226154,431325.5146176759,526056.471817406,642178.2780016427,815715.5187237269,1314744.7045581175,1934289.0017629748,2623560.8626109804,3318217.714555815,4585259.535466801,4672732.376327129,4699518.46528163,4719122.946399625,4731617.745560539,4736629.089666497,4731748.237621775,4149532.7360951863,3524341.088127174,2856256.5699732066
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,183713.89778064156,206168.4765383483,219190.23363874984,218286.301650622,224648.103649009,245250.5520902338,358367.45623699226,428827.7674008099,488161.2051404485,562972.1465257889,665312.0394407433,618539.1843563657,613966.9134934965,608939.809576191,606601.5794770204,604540.4222126679,608532.7109241986,536238.3187237303,463726.0778772885,384979.7123411164
